version	doi	CASE	QUESTNNR	STARTED	SC01	SC02	SC03	SC04	SC05	SC06	SC07	SC08	SC09	SC10	GESCHLECHT	ALTER	SPRACHE	SCHULSTUFE	SCHULFORM	KLASSENCODE	CAPP01	CAM01	CAPP02	CAM02	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	EM01	EM02	EM03	EM04	EM05	EM06	EM07	PP01	PP02	PP03	PP04	PP05	PP06	PP07	PP08	PP09	PP10	PP11	EPP01	EPP02	EPP03	EPP04	EPP05	EPP06	EPP07	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME_SUM	LASTDATA
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1291	"Interesse_an_Physik_neu"	2021-06-08 12:57:09	2	2	1	2	1	2	1	2	1	2	1	2	1	1	1	"A11"	3	2			2	4	4	4	2	2	5	2	2	4	4	4	4	4	1	2	2	2	2	2	4	2	2	2	2	3	2	3	2	3	2	2	5	5	2	4	36	166	4	144	8	87	445	2021-06-08 13:04:34
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1293	"Interesse_an_Physik_neu"	2021-06-08 12:57:16	2	2	2	2	1	1	1	2	1	3	1	2	1	1	1	"A11"	1	1			1	2	3	1	1	1	3	1	1	1	1	4	4	4	1	3	3	3	2	3	3	1	1	1	4	1	1	1	1	4	1	4	4	4	3	4	63	104	3	103	8	85	366	2021-06-08 13:03:22
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1295	"Interesse_an_Physik"	2021-06-08 12:57:16	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	"A11"			1	1	3	4	5	1	1	3	4	3	5	4	5	1	1	1	1	1	1	1	4	4	5	4	1	2	1	3	2	4	4	1	1	1	1	1	1	1	12	92	3	54	8	97	266	2021-06-08 13:01:42
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1297	"Interesse_an_Physik_neu"	2021-06-08 12:57:23	3	3	1	2	1	2	1	2	1	3	1	2	1	1	1	"A11"	5	5			1	1	3	2	2	2	4	1	3	3	3	4	4	4	1	1	1	4	1	2	2	1	1	1	4	2	1	1	1	2	1	1	5	5	3	4	7	93	4	66	4	101	275	2021-06-08 13:01:59
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1299	"Interesse_an_Physik"	2021-06-08 12:57:24	2	2	2	3	2	2	2	3	2	2	1	2	1	1	1	"A11"			3	3	4	4	5	3	2	2	5	5	3	2	1	1	3	2	1	3	1	3	3	3	5	2	2	4	4	5	5	3	3	1	1	1	1	1	1	3	37	122	56	62	5	76	358	2021-06-08 13:03:22
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1301	"Interesse_an_Physik"	2021-06-08 12:57:40	1	2	1	2	1	2	1	2	1	2	1	2	3	1	1	"A11"			2	2	2	2	2	3	2	1	4	2	3	2	3	3	4	4	3	2	2	3	5	3	4	1	2	1	3	4	2	2	3	3	2	2	4	4	3	2	42	150	4	95	9	79	379	2021-06-08 13:03:59
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1303	"Interesse_an_Physik_neu"	2021-06-08 12:58:16	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	"A11"	1	1			2	2	2	2	1	1	3	3	3	2	1	3	3	3	3	1	1	3	3	3	1	1	1	1	3	1	1	1	1	1	3	3	3	3	1	3	53	106	9	96	8	90	362	2021-06-08 13:04:18
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1305	"Interesse_an_Physik_neu"	2021-06-08 13:01:38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"A11"	1	1			1	1	1	1	1	1	1	1	1	1	1	4	4	4	2	1	1	3	1	1	2	1	1	1	3	1	1	1	1	2	2	2	3	5	3	1	2	53	2	111	5	93	266	2021-06-08 13:06:04
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1309	"Interesse_an_Physik_neu"	2021-06-08 13:02:14	3	3	2	2	1	3	2	3	2	3	2	4	2	1	2	"A11"	3	4			2	3	4	3	3	2	3	2	5	4	2	1	3	3	2	2	2	3	3	2	2	3	2	3	2	4	3	3	4	1	2	2	3	4	2	3	12	96	9	79	21	156	373	2021-06-08 13:08:27
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1311	"Interesse_an_Physik"	2021-06-08 14:17:40	3	3	3	3	2	2	3	2	3	2	2	2	1	1	2	"A06"			2	4	2	3	4	3	3	3	2	2	3	4	3	3	3	3	1	1	1	2	2	3	3	1	1	3	1	4	3	3	4	1	1	1	1	1	1	1	9	118	2	89	16	177	411	2021-06-08 14:24:31
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1319	"Interesse_an_Physik_neu"	2021-06-08 15:52:37	2	3	2	2	2	2	2	2	2	2	1	2	1	3	2	"C01"	2	3			2	5	3	2	2	3	5	1	5	3	3	4	5	5	1	1	1	2	1	2	4	4	2	2	3	1	2	4	2	4	1	1	1	4	1	2	6	213	4	187	7	238	655	2021-06-08 16:03:32
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1321	"Interesse_an_Physik"	2021-06-08 15:55:52	2	3	3	3	3	2	3	2	3	2	1	1	1	3	2	"C01"			4	3	3	4	5	3	3	4	5	4	4	3	4	3	3	3	1	1	1	1	3	4	2	3	2	3	5	4	4	4	3	4	1	1	1	3	1	1	126	297	55	121	16	143	758	2021-06-08 16:08:30
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1347	"Interesse_an_Physik_neu"	2021-06-09 07:58:27	3	3	3	2	3	2	3	3	3	3	1	2	1	1	1	"A20"	4	4			3	3	5	4	3	4	5	3	4	3	5	4	4	3	2	2	1	3	3	4	5	5	3	3	4	5	4	4	4	1	1	1	1	1	1	3	75	163	6	131	7	152	534	2021-06-09 08:07:21
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1349	"Interesse_an_Physik"	2021-06-09 07:58:27	3	4	4	4	1	2	1	2	1	2	1	2	3	1	1	"A20"			1	1	1	1	3	1	1	1	3	1	5	1	1	5	5	5	1	4	2	4	1	3	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	394	103	28	77	6	88	339	2021-06-09 08:10:03
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1353	"Interesse_an_Physik"	2021-06-09 07:58:42	3	2	3	2	1	2	3	2	1	2	1	2	1	1	1	"A20"			5	2	3	4	5	5	3	5	5	2	5	2	4	3	4	4	1	2	1	4	2	5	5	3	3	3	3	2	4	4	5	2	1	1	3	3	2	3	76	156	75	151	21	154	633	2021-06-09 08:09:15
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1359	"Interesse_an_Physik"	2021-06-09 07:59:28	2	3	3	3	1	2	1	2	1	2	1	2	1	1	1	"A20"			3	1	3	4	5	3	2	2	5	1	5	3	5	3	3	3	1	2	1	3	3	3	5	3	2	3	5	2	2	2	4	2	1	1	3	3	3	3	82	159	86	97	17	156	597	2021-06-09 08:09:25
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1361	"Interesse_an_Physik"	2021-06-09 07:59:44	4	4	4	3	4	2	4	3	4	3	1	1	1	1	1	"A20"			4	3	4	3	5	4	4	3	5	4	5	4	4	4	4	4	1	3	1	4	3	4	4	4	3	4	5	4	4	4	5	1	1	1	5	5	2	3	204	206	142	149	31	143	740	2021-06-09 08:14:19
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1365	"Interesse_an_Physik"	2021-06-09 08:01:24	4	4	3	3	1	3	1	4	1	4	1	1	3	1	1	"A20"			3	4	3	4	4	3	2	3	5	5	4	2	5	5	5	4	1	1	1	5	3	1	5	2	2	1	4	3	2	2	2	4	2	1	5	5	3	4	242	223	3	172	11	134	785	2021-06-09 08:14:29
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1369	"Interesse_an_Physik_neu"	2021-06-09 08:02:00	2	3	3	3	3	2	3	3	3	2	1	2	1	1	1	"A20"	1	1			2	3	3	1	2	3	5	1	2	1	2	3	4	3	1	1	1	4	4	3	4	1	1	2	4	3	1	1	1	1	1	1	1	1	2	1	124	176	5	134	10	146	595	2021-06-09 08:11:55
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1371	"Interesse_an_Physik"	2021-06-09 08:02:30	3	2	3	3	4	3	1	3	3	3	1	2	3	1	1	"A20"			5	3	3	4	5	4	5	3	5	3	4	2	5	3	5	4	3	4	3	3	4	2	5	5	2	5	1	4	2	5	4	1	1	1	1	4	2	2	144	92	39	83	6	101	465	2021-06-09 08:10:16
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1373	"Interesse_an_Physik"	2021-06-09 08:02:54	2	3	2	2	1	3	2	2	3	3	1	2	1	1	1	"A20"			3	1	3	1	4	2	1	1	5	4	5	1	4	5	4	5	1	1	1	4	2	4	4	4	3	2	5	4	4	1	3	1	1	1	3	3	1	2	96	136	10	125	12	192	571	2021-06-09 08:12:25
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1375	"Interesse_an_Physik_neu"	2021-06-09 08:03:09	1	2	2	2	1	2	1	2	1	1	3	4	1	2	1	"A20"	1	1			3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	4	4	2	2	2	2	2	2	2	2	2	2	2	1	1	3	3	3	1	1	236	68	141	38	17	402	768	2021-06-09 08:18:11
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1377	"Interesse_an_Physik"	2021-06-09 08:04:02	3	4	4	4	3	3	4	4	3	3	1	1	1	1	1	"A20"			3	4	3	3	5	4	3	2	4	2	3	2	5	5	4	5	2	3	1	3	4	4	5	3	2	3	4	2	2	2	4	3	1	1	2	5	3	2	89	175	63	146	18	114	605	2021-06-09 08:14:07
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1381	"Interesse_an_Physik"	2021-06-09 08:04:12	2	2	1	3	1	3	2	3	3	3	1	1	1	1	1	"A20"			4	3	3	4	4	4	3	2	4	2	1	3	4	3	4	4	1	1	1	4	3	4	4	2	2	3	4	2	2	3	4	1	1	1	3	3	2	2	18	156	5	146	17	253	595	2021-06-09 08:14:07
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1383	"Interesse_an_Physik_neu"	2021-06-09 08:04:20	3	3	1	3	1	1	1	3	1	3	1	2	1	1	1	"A20"	2	1			3	3	4	3	1	4	5	3	2	1	4	4	4	5	2	3	1	3	4	3	3	2	1	2	4	2	2	1	2	4	1	1	2	5	2	2	76	168	56	154	18	166	638	2021-06-09 08:14:58
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1387	"Interesse_an_Physik"	2021-06-09 08:04:32	3	3	2	3	3	2	3	3	2	3	1	1	3	1	1	"A20"			2	3	3	3	4	1	1	1	4	1	4	1	3	4	4	4	1	1	1	4	1	2	4	2	1	1	3	1	1	1	3	3	2	2	3	3	1	3	79	116	134	142	8	135	487	2021-06-09 08:14:46
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1389	"Interesse_an_Physik"	2021-06-09 08:04:34	4	4	1	4	1	3	1	1	1	3	1	2	1	1	1	"A20"			3	4	3	4	5	2	2	4	5	5	5	3	3	4	5	5	3	3	3	5	3	5	5	3	3	3	5	5	5	3	2	1	1	2	3	5	2	4	34	148	3	107	7	116	415	2021-06-09 08:11:29
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1395	"Interesse_an_Physik"	2021-06-09 08:04:49	2	3	1	3	1	2	1	3	1	3	1	1	1	1	1	"A20"			4	3	2	4	5	2	2	3	5	3	4	3	4	3	4	4	1	1	1	4	3	2	5	4	2	2	5	5	3	4	2	2	2	1	3	4	1	3	62	134	79	71	13	108	467	2021-06-09 08:12:36
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1397	"Interesse_an_Physik"	2021-06-09 08:04:51	2	3	1	2	1	3	1	3	1	2	2	1	1	1	1	"A20"			3	2	3	4	5	2	1	2	4	3	3	2	3	4	4	3	1	4	2	4	2	2	3	3	3	4	3	3	4	3	2	1	1	2	3	4	1	4	83	213	27	128	11	152	614	2021-06-09 08:15:05
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1399	"Interesse_an_Physik_neu"	2021-06-09 08:04:54	2	3	2	4	1	3	1	3	2	3	1	2	1	1	1	"A20"	2	2			3	4	5	2	1	4	5	2	5	2	3	5	4	5	1	2	3	5	4	4	5	2	1	1	5	4	2	1	1	2	2	2	3	4	3	4	30	182	4	124	6	113	459	2021-06-09 08:12:33
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1407	"Interesse_an_Physik"	2021-06-09 08:05:13	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	"A20"			3	4	5	4	3	2	3	4	3	4	5	3	5	4	4	3	1	1	1	4	3	4	5	3	3	4	2	4	4	4	3	1	1	1	3	1	1	2	81	179	201	84	8	102	461	2021-06-09 08:16:08
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1409	"Interesse_an_Physik_neu"	2021-06-09 08:05:15	2	3	2	2	1	3	2	2	2	2	1	1	1	1	1	"A20"	3	3			3	3	4	3	3	2	3	3	4	3	3	4	4	4	4	4	4	5	4	3	4	3	3	1	3	3	1	2	3	2	2	2	5	5	3	3	4	156	6	162	4	183	515	2021-06-09 08:13:50
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1411	"Interesse_an_Physik"	2021-06-09 08:05:25	3	4	3	3	2	3	2	3	2	3	2	1	3	1	1	"A20"			3	4	3	4	5	2	3	4	4	5	4	4	4	4	4	3	1	4	2	3	4	4	4	4	3	3	4	4	4	3	3	1	1	1	4	4	2	2	102	157	95	94	10	76	534	2021-06-09 08:14:19
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1413	"Interesse_an_Physik_neu"	2021-06-09 08:07:34	2	3	1	2	1	2	1	2	1	2	1	1	1	1	1	"A20"	2	2			3	3	4	3	3	2	4	4	4	3	2	4	4	3	1	1	1	4	2	3	3	2	2	2	4	4	3	1	2	1	1	1	1	1	1	2	75	160	5	105	21	101	467	2021-06-09 08:15:21
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1415	"Interesse_an_Physik"	2021-06-09 08:08:57	2	2	2	2	1	2	1	2	1	2	2	2	1	1	1	"A20"			2	4	2	2	3	2	3	4	2	2	3	3	3	4	4	4	1	1	1	4	2	4	3	3	3	3	2	4	4	3	2	1	1	1	3	2	1	2	5	98	57	162	8	106	436	2021-06-09 08:16:13
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1417	"Interesse_an_Physik"	2021-06-09 08:09:05	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	"A20"			2	4	1	1	5	2	1	1	5	3	4	2	4	4	4	4	1	3	1	3	2	2	5	1	2	3	5	5	1	3	4	3	1	3	4	5	1	1	4	65	103	67	11	52	302	2021-06-09 08:14:07
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1419	"Interesse_an_Physik_neu"	2021-06-09 08:22:47	2	2	1	1	1	2	1	1	1	2	2	4	1	2	2	"A31"	3	1			3	4	4	4	3	5	5	5	4	4	3	4	1	4	1	5	4	1	4	3	5	4	4	3	5	5	5	3	3	4	1	1	5	5	1	3	4	212	8	131	13	189	557	2021-06-09 08:32:04
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1421	"Interesse_an_Physik"	2021-06-09 08:24:42	3	2	3	3	3	3	3	3	3	3	2	4	1	2	2	"A31"			4	4	5	3	4	3	4	2	5	4	4	4	4	4	4	3	4	3	3	5	4	4	4	4	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5	289	199	127	10	276	714	2021-06-09 08:39:48
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1427	"Interesse_an_Physik"	2021-06-09 08:41:55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"A02"			1	1	4	2	5	3	2	1	5	1	4	1	1	4	3	3	3	2	2	3	1	1	2	1	1	1	4	1	1	1	1	2	3	3	3	3	1	2	26	109	6	63	5	103	312	2021-06-09 08:47:07
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1429	"Interesse_an_Physik"	2021-06-09 08:42:01	4	3	3	4	2	4	4	4	2	4	2	3	3	1	1	"A02"			5	3	4	3	5	4	5	4	3	2	4	2	5	4	4	4	3	3	3	4	5	5	3	5	5	3	4	5	5	5	5	4	3	2	2	3	4	4	11	60	4	42	8	180	305	2021-06-09 08:47:06
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1431	"Interesse_an_Physik_neu"	2021-06-09 08:42:01	3	2	2	3	3	3	2	3	2	3	1	2	3	1	1	"A02"	4	4			4	1	5	3	2	3	1	1	4	3	3	3	4	4	2	2	1	2	4	5	5	5	4	3	2	3	4	4	4	5	3	5	5	4	5	5	9	109	6	65	4	125	318	2021-06-09 08:47:20
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1433	"Interesse_an_Physik"	2021-06-09 08:42:02	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	"A02"			1	1	3	3	3	3	3	1	5	4	5	3	4	4	4	3	1	1	1	3	1	5	5	1	1	1	5	1	3	1	1	3	3	2	2	3	2	2	8	118	8	69	11	108	322	2021-06-09 08:47:24
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1439	"Interesse_an_Physik"	2021-06-09 08:42:12	2	2	1	2	1	3	1	2	1	2	2	3	1	1	1	"A02"			2	3	2	1	4	4	3	4	3	2	4	3	3	4	3	2	1	2	3	2	2	3	4	2	2	3	2	2	1	1	2	1	1	1	1	1	1	1	26	163	5	106	14	108	422	2021-06-09 08:49:14
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1441	"Interesse_an_Physik_neu"	2021-06-09 08:42:14	3	3	2	3	2	3	2	2	2	3	1	2	1	1	1	"A02"	2	3			2	2	4	3	3	2	4	2	3	3	4	4	4	4	3	3	1	3	2	2	2	2	2	2	4	2	2	2	2	3	1	1	3	3	2	3	11	137	4	76	14	266	508	2021-06-09 08:50:42
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1443	"Interesse_an_Physik"	2021-06-09 08:42:15	4	4	3	4	3	4	3	3	2	4	2	2	2	1	1	"A02"			2	2	4	4	4	4	4	4	1	2	4	4	3	4	4	4	3	2	1	1	3	4	2	4	3	2	1	2	2	3	2	1	1	1	3	3	1	4	4	122	2	102	13	201	444	2021-06-09 08:49:39
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1445	"Interesse_an_Physik"	2021-06-09 08:42:16	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	"A02"			2	2	3	2	2	2	1	2	3	2	4	2	2	4	4	4	2	1	3	4	2	2	2	2	1	2	3	2	2	2	3	3	3	3	2	2	1	4	8	143	7	125	5	128	416	2021-06-09 08:49:12
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1447	"Interesse_an_Physik_neu"	2021-06-09 08:42:19	2	2	1	2	1	2	1	2	1	1	2	2	2	1	1	"A02"	2	4			4	3	4	3	2	2	1	4	4	3	3	3	3	4	2	2	1	4	2	2	3	4	1	3	2	4	2	2	4	3	2	2	4	2	1	2	18	125	3	136	8	145	435	2021-06-09 08:49:34
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1449	"Interesse_an_Physik_neu"	2021-06-09 08:42:21	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	"A02"	1	1			1	1	1	1	1	1	1	2	1	1	1	4	4	4	3	3	3	4	2	1	3	1	1	1	3	1	1	1	1	2	2	3	3	2	2	3	7	88	5	94	6	155	355	2021-06-09 08:48:16
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1451	"Interesse_an_Physik"	2021-06-09 08:42:22	2	2	1	2	1	2	1	2	1	2	1	2	1	1	1	"A02"			1	1	3	4	5	4	3	3	5	2	3	4	4	4	3	4	3	3	3	3	4	2	4	2	2	3	5	2	2	2	3	1	1	3	4	2	1	2	4	115	3	81	9	137	349	2021-06-09 08:48:11
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1453	"Interesse_an_Physik"	2021-06-09 08:42:22	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	"A02"			3	3	2	3	3	2	3	4	4	2	4	1	2	4	4	3	1	2	1	2	3	2	4	3	2	2	2	3	4	2	3	2	2	2	3	3	2	3	21	284	6	204	15	132	662	2021-06-09 08:53:24
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1455	"Interesse_an_Physik_neu"	2021-06-09 08:42:25	2	2	1	2	1	2	1	2	1	2	2	3	3	1	1	"A02"	2	3			2	2	4	3	1	1	3	1	2	1	4	3	3	2	1	1	2	3	2	2	4	3	2	2	3	2	2	4	3	1	1	2	3	3	1	3	8	245	3	143	7	255	661	2021-06-09 08:53:26
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1457	"Interesse_an_Physik"	2021-06-09 08:42:30	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	"A02"			2	3	2	1	2	3	3	2	3	3	5	2	3	4	3	3	1	2	1	2	3	2	5	2	2	3	4	5	5	3	5	2	2	2	3	4	2	3	5	277	3	219	24	142	670	2021-06-09 08:53:40
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1459	"Interesse_an_Physik_neu"	2021-06-09 08:42:53	4	4	4	3	3	4	2	3	2	4	2	3	1	1	1	"A02"	3	4			3	4	4	4	3	4	5	5	5	4	3	4	4	4	3	3	1	4	3	5	5	5	4	4	3	5	5	5	3	1	1	1	4	4	1	3	51	130	53	161	25	237	657	2021-06-09 08:53:50
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1461	"Interesse_an_Physik"	2021-06-09 08:43:04	2	2	1	2	1	2	1	2	1	2	1	3	1	1	1	"A02"			2	2	2	3	4	1	2	2	5	3	3	1	5	5	5	5	2	2	2	4	2	4	4	4	1	2	4	2	3	2	1	5	5	5	5	5	3	5	8	257	6	240	11	152	674	2021-06-09 08:54:18
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1463	"Interesse_an_Physik_neu"	2021-06-09 08:43:31	2	3	1	2	1	2	1	2	1	2	1	2	3	1	1	"A02"	1	1			2	2	4	2	3	3	4	5	4	4	2	4	3	4	2	1	2	2	2	3	5	2	2	3	4	5	3	3	3	1	1	1	2	2	1	3	15	164	4	125	19	116	443	2021-06-09 08:50:54
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1465	"Interesse_an_Physik"	2021-06-09 08:43:41	2	2	1	3	1	2	1	3	1	2	2	2	1	1	1	"A02"			4	4	3	4	5	1	1	2	3	3	5	4	3	4	5	5	3	2	1	2	4	5	5	3	2	1	4	5	4	5	5	1	1	1	3	3	2	3	74	95	16	105	6	135	431	2021-06-09 08:50:52
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1467	"Interesse_an_Physik_neu"	2021-06-09 08:43:54	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	"A02"	1	2			2	4	2	1	1	1	2	4	2	1	1	4	4	4	2	1	2	3	2	4	4	3	2	1	1	2	3	1	1	1	1	1	2	3	1	3	28	141	26	113	20	149	477	2021-06-09 08:51:51
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1469	"Interesse_an_Physik_neu"	2021-06-09 08:44:16	2	1	2	3	2	3	2	3	2	3	2	2	2	1	1	"A02"	4	2			2	5	3	2	2	2	3	4	5	2	2	4	2	1	3	1	1	3	5	5	4	5	2	4	1	5	5	4	3	4	1	1	1	5	1	2	22	143	5	116	9	104	399	2021-06-09 08:50:55
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1471	"Interesse_an_Physik"	2021-06-09 08:50:43	2	3	3	3	3	2	2	2	1	2	1	2	1	1	1	"A15"			2	3	4	2	3	3	3	4	2	2	5	2	5	5	4	4	3	2	1	5	3	5	5	2	2	2	4	3	2	2	2	3	3	3	2	5	1	5	11	160	4	112	8	113	408	2021-06-09 08:57:31
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1475	"Interesse_an_Physik_neu"	2021-06-09 09:57:12	3	4	2	3	2	2	3	3	2	2	1	1	1	3	1	"A31"	3	3			3	4	4	3	4	2	5	3	4	2	3	4	4	4	3	3	3	2	3	4	3	2	3	3	5	4	3	4	4	2	1	1	4	4	3	4	278	175	150	121	12	121	469	2021-06-09 10:11:29
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1477	"Interesse_an_Physik_neu"	2021-06-09 09:58:47	3	4	4	3	4	3	4	4	3	4	1	3	1	1	2	"A21"	3	4			5	3	5	2	5	4	5	2	5	3	5	5	5	5	2	2	5	5	3	2	5	5	3	2	5	3	2	2	1	3	1	4	1	2	1	3	3	123	25	224	10	167	552	2021-06-09 10:07:59
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1479	"Interesse_an_Physik"	2021-06-09 09:59:30	3	3	3	3	3	2	3	2	2	4	2	1	1	1	2	"A21"			3	4	4	3	4	1	2	1	4	4	4	3	3	5	5	4	1	2	1	5	3	2	4	3	1	4	2	4	4	3	3	1	1	1	1	1	1	2	45	110	14	110	9	158	446	2021-06-09 10:06:56
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1481	"Interesse_an_Physik"	2021-06-09 09:59:35	2	3	1	3	1	2	2	3	1	2	1	1	1	1	2	"A21"			5	3	3	5	4	3	4	3	5	3	3	4	3	5	3	3	1	3	4	4	5	5	3	5	5	3	4	3	4	3	3	3	1	1	3	2	2	3	5	181	2	52	7	135	382	2021-06-09 10:05:58
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1483	"Interesse_an_Physik_neu"	2021-06-09 09:59:36	2	2	3	2	1	1	3	2	2	2	2	2	1	1	2	"A21"	4	4			4	5	5	4	4	5	3	3	4	5	4	4	4	4	1	2	1	4	4	3	5	4	3	3	2	4	4	2	4	1	1	1	1	1	1	2	29	217	8	114	17	145	530	2021-06-09 10:08:26
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1485	"Interesse_an_Physik"	2021-06-09 09:59:44	2	2	2	2	2	1	1	2	1	2	2	2	1	1	2	"A21"			4	4	4	3	4	3	2	4	5	3	3	3	2	5	4	3	1	1	2	4	4	5	4	5	3	4	3	3	4	5	4	1	1	1	1	1	1	3	20	132	8	204	15	113	492	2021-06-09 10:07:56
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1487	"Interesse_an_Physik_neu"	2021-06-09 09:59:50	2	2	3	2	2	3	2	3	2	3	1	1	1	1	2	"A21"	4	2			2	5	5	2	4	5	5	3	5	4	5	4	4	4	1	3	3	4	4	4	5	5	4	5	4	2	2	1	5	1	1	1	1	1	1	2	6	131	5	113	9	194	458	2021-06-09 10:07:28
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1489	"Interesse_an_Physik"	2021-06-09 10:00:02	2	1	1	1	1	2	1	3	1	3	2	3	3	2	2	"A21"			3	2	5	5	5	1	5	5	5	4	3	1	5	5	5	5	1	2	1	1	5	1	3	3	5	1	3	5	1	1	1	1	1	2	1	3	1	5	3	85	37	87	12	245	469	2021-06-09 10:07:51
"1.0 (2023-04-07)"	"doi:10.11587/PHPAUN"	1491	"Interesse_an_Physik_neu"	2021-06-09 10:00:16	4	2	2	3	1	2	2	2	2	3	1	2	1	1	2	"A21"	3	4			4	5	4	4	5	5	5	5	4	5	5	4	5	4	1	2	3	5	4	3	5	4	4	4	5	3	4	2	3	1	1	1	1	1	1	3	4	235	3	140	10	98	490	2021-06-09 10:08:26
