version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	553	11	27	2	2	2	1	3	1	5	1	3	3	2	4	2	2	3	1	5	5	5	1	1	3	2	4	2	3	2	2	2	4	2	1	3	3	3	3	1	5	1	3	5		3	4	1	1	1	1				4	1	4	4	6	4	0	0	3	0	6	0	0	88	4	0	2	7	10	1	4	1	88	3	5	5			4					2	3	1	2	2	1	1	7	3	1	1	1	3	2	1	2	2		0.5845851815975186	0.55123	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	554	11	24	2	2	2	2	3	2	3	3	3	3	3	4	3	3	4	2	4	4	4	4	3	3	4	4	1	3	4	1	4	3	2	1	4	3	2	4	1	3	2	3	1	4	3	3								4	5	3	4	4	3	6	5	3	5	2	2	5	4	4	5	2	2	5	2	2	2	88	2	5	1	4	2	2	4		2	2	2	1	1	2	2	1	2	15	1	1	5	2	4	6	1	1	2		2.555830211799104	2.87375	61	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	555	10	23	3	4	4	1	3	2	3	1	3	1	1	3	3	2	2	2	5	1	5	3	1	1	3	3	1	4	2	2	3	3	2	2	3	1	1	3	1	2	2	3	5		4	4	5				1			4	1	3	5	8	5	0	4	9	88	5	5	0	66	6	88	4	7	8	3	6	88	88	2	5	5			4					2	1	1	2	8			12	6	2	1	1	4	4	1	2	2		1.8526269351021123	1.74692	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	556	11	28	5	2	2	1	3	2	3	4	1	1	2	4	1	3	4	1	4	4	5	1	1	1	3	4	1	1	3	1	1	3	88	1	3	1	1	2	88	77	1	2	5		2	4	1				1			4	1	5	5	9	6	0	7	88	88	7	6	0	66	88	88	88	88	88	88	88	88	88	1	5	1	1	3	4		1			1	1	1	2	3	2	2	2	4	2	1	2	4	2	2			1	0.7896136690859505	0.74456	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	557	11	19	5	1	2	1	3	1	5	2	5	2	1	1	2	3	3	2	4	4	5	2	3	3	3	4	2	3	3	2	2	4	2	2	5	2	1	4	1	4	1	3	1	10	3	4	10				1			2		3	3	3	3	3	3	3	3	4	3	0	4	2	2	77	77	77	77	77	77	88	2	5	5			3	4		3	3	2	1	3	2	1	7	4	13	1	1	5	2	4	2	2			1	0.3923888706911487	0.27352	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	558	11	2	3	3	3	4	3	2	5	3	1	2	3	2	2	1	1	3	3	2	3	4	3	4	3	2	1	1	3	1	2	4	2	1	2	2	1	4	1	3	1	4	1	3	4	4	3				1			4	1	5	5	4	5	9	2	6	3	2	7	9	3	6	2	4	6	9	3	5	3	88	3	5	5			4					1	1	4	2	1	1	3	8	2	1	5	2	1	2	1	2	2		1.02138823040906	0.96311	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	559	11	16	7	1	1	2	3	1	5	2	1	1	3	3	1	1	1	4	3	2	1	5	1	5	1	4	1	3	1	1	1	3	1	1	5	1	1	5	1	3	2	4	5		5	4	1				1			4	1	5	5	10	0	0	0	3	5	10	0	0	0	5	5	88	88	88	88	88	88	88	4	1		1	1	3	4		88	88	2	1	3	2	7			5	1	1	5	2	1	1	1	2	2		1.552863048103301	1.46426	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	560	11	20	3	2	2	1	3	88	2	4	1	2	2	1	2	3	2	1	5	5	4	1	1	2	4	4	1	2	4	1	88	4	88	1	3	1	88	1	2	77	1	2	1	1	2	4	1				1			4	1	4	5	8	3	0	6	3	4	8	5	0	6	5	4	4	6	10	4	5	5	88	1	5	1	1	3	4		88			2	1	1	2	10			4	6	2	1	1	4	6	1	2	2		2.290607150525727	2.15991	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	561	11	10	2	3	3	3	3	2	4	2	2	2	2	88	2	1	1	3	3	2	2	3	3	4	3	3	1	2	2	1	1	4	1	2	4	1	1	4	2	4	1	3	5		3	4	3				1			4	3	5	5	3	7	10	1	88	88	2	6	9	66	6	6	2	6	8	1	5	3	88	2	5	1	3	3	4		3			2	1	1	2	1	1	2	7	1	1	5	2	3	2	1	2	2		0.7548925565820905	0.71182	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	562	11	10	7	3	3	4	3	2	4	3	1	2	1	88	2	1	1	88	4	4	4	4	2	88	4	4	1	2	3	1	2	4	2	1	4	88	1	5	1	4	1	2	88		3	1								88		1	1	5	5	3	5	88	88	5	5	2	66	88	5	5	5	9	5	5	5	88	2	5	5			4					2	1	2	2	7			4	3	1	5	2	4	1	2			3	2.555830211799104	3.14185	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	563	10	29	5	2	2	2	4	4	3	5	5	4	3	5	2	88	4	2	5	4	88	5	2	88	3	3	1	1	3	1	2	3	88	1	4	2	1	77	3	4	1	2	1	1	4	4	1		1					4	1	5	5	10	1	1	6	1	5	10	4	1	4	0	6	0	10	10	0	10	3	0	3	1		1	1	1	2		3	2	1	2	1	2	2	2	2	6	3	1	5	2	4	2	2			1	0.5154398995189704	0.48603	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	564	10	30	4	1	2	2	4	4	3	4	5	3	4	2	3	4	5	1	5	5	4	1	1	1	4	4	4	3	4	2	4	3	1	1	5	77	1	5	1	5	1	4	1	6	5	4	6				1			4	1	5	5	2	1	0	8	1	10	6	1	0	9	0	10	4	10	10	0	9	4	0	4	1		77		1	4		4	3	2	3	1	2	1	1	1	77	2	1	5	2	4	4	1	2	2		0.5903649636117531	0.55668	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	565	11	13	3	2	2	2	4	3	5	5	4	3	4	1	2	3	5	2	5	5	5	2	2	2	4	4	1	3	4	1	3	1	2	1	4	2	1	5	5	5	1	2	1	9	4	4	1				1			4	1	5	5	7	1	0	5	7	5	10	0	0	1	7	5	3	7	10	4	5	6	0	1	1		9	2	2	4		3	3	1	2	1	1	1	1	2	9	1	1	5	2	5	4	1	2	2		0.5222377715760791	0.49244	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	566	11	2	6	1	1	2	4	3	3	4	5	3	4	3	2	4	5	2	5	3	4	2	2	2	4	4	3	4	4	2	4	4	3	2	5	2	2	4	1	3	1	2	1	6	2	4	6				1			4	7	5	4	6	0	0	7	2	8	5	0	0	5	1	6	5	8	10	5	8	3	1	2	5	1	6	2	3	4		2	88	1	3	4	2	1	3	1	20	1	2	1	1	2	1	1	2	1		0.6315870052435503	0.59555	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	567	11	23	3	1	1	1	4	2	3	4	4	1	2	1	2	3	5	1	5	3	4	2	1	2	4	4	2	4	4	2	4	4	1	1	5	2	1	5	1	5	1	3	1	9	2	4	6				1			4	5	5	5	7	0	0	9	5	8	5	0	0	5	5	4	5	10	10	0	4	0	1	2	5	1	9	1	3	4		4	4	1	2	4	2	2	1	3	14	1	1	5	2	3	2	2			1	0.43492594529499184	0.41011	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	568	11	27	2	1	4	1	4	3	3	4	5	5	5	3	5	4	5	1	3	5	5	3	3	4	2	1	1	2	1	1	1	2	3	5	1	2	4	4	2	3	2	88	5		4	1								1		3	3	1	5	3	2	5	66	5	7	5	2	66	66	5	6	9	4	5	66	1	3	5	1	1	2	4		1			2	3	3	2	2	1	2	5	1	2	1	2	4	2	1	2	2		1.5075686463000069	1.42155	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	569	11	23	3	2	2	2	4	3	4	5	5	3	3	4	3	3	5	2	4	88	3	88	2	4	3	3	2	3	2	1	1	4	2	1	4	2	2	5	1	3	1	88	88		2	4	1				1			4	5	5	5	8	2	0	7	5	7	9	1	0	8	6	7	3	8	10	3	6	4	2	2	1		1	2	2	4		3	3	1	2	1	1	2	1	3	16	2	1	5	2	4	3	2			1	0.6817067296458846	0.64281	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	570	11	23	5	2	2	2	4	3	2	4	5	5	3	88	2	3	4	2	5	4	3	3	2	3	3	4	1	3	3	1	1	3	88	1	4	2	1	5	3	88	2	3	5		2	4	6				1			4	7	5	3	4	1	0	7	3	7	8	0	0	7	5	8	7	9	10	5	6	3	2	2	5	1	6	2	3	4		4	4	2	3	4	1	6			3	3	1	1	2	5	1	2			1	0.6581952127182554	0.62064	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	571	11	24	5	1	2	1	4	2	4	4	4	4	2	3	3	3	3	88	4	4	5	88	3	4	4	3	2	3	1	1	1	4	88	1	5	4	88	5	1	2	1	2	1	1	2	4	1				1			4	5	5	5	8	2	1	8	7	2	8	1	1	9	9	3	2	6	10	0	4	2	2	2	5	1	1	2	2	4		2	88	1	2	4	1	1	1	2	12	3	1	5	2	3	1	2			1	0.6026032543354716	0.56822	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	572	11	28	2	2	2	3	4	4	3	4	4	5	3	3	3	2	5	88	4	2	4	88	3	2	4	4	2	3	3	1	4	4	2	1	3	1	2	2	77	77	2	88	1	6	2	4	6				1			4	77	4	4	7	2	0	5	5	8	6	1	0	2	4	8	3	7	9	1	5	2	2	2	5	5			3	4		88	88	1	1	4	2	1	5	2	20	1	1	1	2	2	2	1	2	2		1.0857612154116352	1.02381	10	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	573	11	29	2	1	2	1	4	4	3	2	5	5	3	2	4	2	5	88	4	2	5	88	3	4	4	4	1	3	3	1	1	4	3	1	3	1	1	2	3	88	2	2	5		2	4	4				1			4	1	4	5	6	2	1	9	5	10	7	1	1	5	7	10	5	8	9	3	3	2	2	2	5	1	4	2	4		4			1	2	4	2	6			4	1	1	5	2	5	2	1	2	2		0.7349761701183614	0.69304	61	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	574	11	15	5	1	1	2	4	3	2	4	5	4	4	4	3	5	5	2	5	4	3	2	1	2	4	4	3	3	4	2	3	4	2	2	4	2	2	4	1	4	1	3	1	4	2	4	4				1			4	5	5	4	6	1	0	8	5	7	6	1	0	8	5	3	5	8	10	3	6	2	2	2	1		4	1	1	2		4	4	2	3	1	2	1	1	4	20	1	1	5	2	1	2	1	2	1		0.6280555054073299	0.59222	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	575	11	21	5	1	1	1	4	3	3	4	5	5	3	5	3	4	5	2	5	3	4	2	1	3	4	3	2	3	3	2	3	4	2	3	4	2	2	2	2	2	2	3	5		2	1								4	1	5	5	6	4	0	6	3	3	5	2	0	4	3	5	5	8	10	5	7	3	2	3	5	5			1	3		3	3	1	3	3	2	1	3	1	20	3	2	1	1	2	1	1	1	1		2.555830211799104	2.68205	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	576	11	15	2	1	1	1	4	4	1	5	1	2	4	5	3	2	3	1	5	4	4	1	1	3	4	4	1	1	4	1	1	4	4	1	3	1	1	88	3	4	1	2	1	1	2	4	1	1						4	1	5	5	9	1	7	4	1	3	9	3	7	4	1	3	3	9	7	2	8	3	2	2	1		1	1	1	2		3	2	1	2	1	1	1	1	2	9	3	1	5	2	1	2	2			1	0.4755222857546059	0.44839	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	577	11	25	2	2	2	3	4	5	5	5	5	3	2	2	1	1	1	1	5	1	5	5	4	3	4	4	1	4	1	3	1	4	1	1	5	1	1	5	1	4	1	2	1	1	2	4	1				1			4	1	4	5	9	1	0	2	6	8	10	0	0	3	7	10	3	8	10	3	5	4	3	3	5	1	1	2	1	4		2	3	1	2	4	2	6			88	1	1	5	1	4	4	1	1	2		0.72684205487998	0.68537	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	578	11	28	2	1	3	2	4	4	3	2	2	1	2	3	2	4	5	1	5	5	5	1	1	1	4	4	1	2	3	1	1	4	1	2	5	2	1	5	1	4	2	2	1	1	3	4	1				1			4	1	5	5	8	0	0	8	3	6	8	0	0	8	2	6	3	10	10	3	5	3	3	2	1		1	2	1	2		2	3	1	3	4	2	6			7	2	2	1	1	2	1	2			1	1.1074804696596205	1.04429	43	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	579	11	29	6	1	2	3	4	4	3	3	4	4	3	4	2	3	5	3	4	4	4	5	3	4	4	4	1	2	4	1	2	4	2	2	4	2	3	4	5	3	3	2	1	4	2	4	4				1			4	5	4	5	6	3	0	10	3	3	7	4	0	7	2	2	5	6	10	2	5	2	3	2	1		4	2	2	4		3	3	2	3	1	2	7			77	1	1	1	2	1	2	2			77	0.6581527922998024	0.6206	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	580	11	27	5	1	1	2	4	1	3	4	2	4	2	2	3	1	5	2	3	4	5	4	3	3	4	4	1	2	2	1	1	4	1	1	5	1	3	2	1	5	1	2	5		3	4	1	1						4	1	3	3	9	8	4	7	4	7	8	8	2	5	6	8	2	4	8	2	6	4	3	1	1		1	2	3	4		3	3	2	1	1	1	7			11	5	1	5	2	1	2	2			1	1.5677526149803382	1.4783	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	581	11	29	3	1	2	1	4	3	3	3	5	1	2	4	2	3	5	1	5	5	5	1	1	1	4	4	2	2	3	2	2	4	3	1	4	3	1	4	1	4	1	2	1	1	2	4	1				1			4	1	5	5	9	1	0	8	7	8	9	0	0	9	6	7	4	9	10	2	5	4	3	2	1		1	2	1	4		3	3	2	3	1	1	1	1	2	14	2	1	1	2	2	2	1	1	2		0.955891104317478	0.90135	43	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	582	11	28	5	2	2	1	4	3	4	2	1	2	2	2	3	1	3	2	3	3	3	5	2	3	4	2	1	1	2	1	1	2	2	1	2	3	1	3	1	3	3	2	1	2	3	4	2	1	1	1				4	2	2	2	4	8	7	0	3	2	4	9	6	0	9	3	4	5	8	0	5	3	3	1	1		2	2	1	4		4	3	2	2	1	2	8			16	5	1	5	2	1	3	2			1	0.7291115472672206	0.68751	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	583	11	29	2	2	2	2	4	2	4	2	5	4	2	4	1	3	5	3	5	3	4	88	2	4	3	3	1	3	3	1	1	4	2	1	5	2	1	5	2	4	1	3	5		2	4	6				1			4	5	4	5	3	0	0	4	4	5	2	1	1	0	3	6	7	9	10	5	8	3	3	2	5	5			3	4		88	88	1	1	1	1	1	1	2	77	2	1	5	2	5	3	1	2	2		0.7225151721977641	0.68129	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	584	10	20	6	1	3	1	4	4	2	2	77	3	5	2	2	2	1	2	5	4	4	4	1	4	3	4	1	2	4	1	2	4	3	4	2	1	1	4	1	2	2	3	1	1	3	4	1				1			4	1	5	5	5	6	0	2	5	3	3	4	0	2	2	0	3	7	10	2	5	2	3	2	1		1	2	4					2	3	1	2	1	1	2	20	3	2	1	2	1	2	1	2	1		0.4663912906825767	0.43978	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	585	11	7	5	1	1	1	4	3	3	4	5	4	3	4	3	3	3	2	4	3	3	3	2	2	4	4	2	4	4	2	3	4	2	2	4	2	2	4	1	4	1	2	1	1	2	4	1				1			4	1	5	5	8	1	0	5	4	6	7	1	0	4	5	5	4	9	10	5	8	3	3	2	1		1	2	1	4		2	2	1	3	1	2	1	1	2	20	2	1	5	2	3	2	1	1	1		0.7227378793946428	0.6815	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	586	11	11	7	3	2	4	4	1	3	2	2	5	1	88	1	1	1	5	1	1	4	5	4	5	4	1	1	1	2	1	1	3	1	4	4	88	2	2	1	2	3	77	5		3	4	2				1			4	3	5	5	5	7	6	2	3	1	5	9	6	3	2	1	2	8	9	4	88	5	3	3	5	5			2	2		77	2	2	1	3	2	7			9	1	1	5	2	4	1	2			1	0.8153628630869804	0.76884	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	587	10	28	7	3	3	1	4	4	2	5	3	1	4	5	3	1	4	88	4	3	5	4	3	2	4	4	1	2	2	1	4	3	3	1	3	1	1	4	2	4	2	2	1	1	2	4	1				1			4	1	5	5	10	3	0	0	1	2	7	7	0	3	2	2	3	9	10	3	7	3	3	1	1		1	2	3	4		88	3	2	1	1	2	7			18	6	1	5	2	4	2	2			1	1.0021187553267406	0.94494	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	588	10	30	3	2	2	2	4	3	3	4	5	3	4	4	2	4	4	1	5	5	5	1	1	3	4	4	1	2	4	1	2	4	2	1	5	2	1	2	3	4	1	3	1	4	2	4	4	1		1				4	5	5	5	8	2	0	10	1	4	8	2	0	10	3	5	2	10	10	3	10	2	3	2	1		4	2	3	4		3	2	2	3	1	1	2	4	3	7	88	2	5	2	5	2	1	2	2		0.3923888706911487	0.28944	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	589	11	11	4	1	1	2	4	4	3	4	5	3	4	2	3	3	3	1	4	4	4	2	2	2	4	4	2	4	3	1	2	4	2	2	4	1	1	4	1	4	1	3	1	6	3	4	6			1				4	1	5	5	6	4	1	4	4	8	6	4	3	4	4	8	5	7	9	4	6	3	3	2	5	1	6	2	2	4		3	3	2	2	3	1	1	4	1	77	1	1	1	2	4	2	1	2	2		0.3923888706911487	0.35393	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	590	11	12	3	2	1	1	4	4	2	4	4	4	5	5	5	2	4	2	4	5	5	1	3	4	4	4	1	3	4	1	3	4	4	1	5	1	1	4	1	5	1	2	1	1	2	4	1				1			4	5	5	5	8	8	10	77	6	7	8	3	0	5	7	0	4	10	10	3	4	3	3	2	1		4	3	1	1	4	1	77	2	2	1	1	2	1	3	77	3	1	5	2	1	5	1	2	2		0.6991627318393341	0.65927	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	591	11	18	4	1	1	1	4	5	1	4	5	5	5	5	4	4	5	1	5	5	5	1	1	1	4	4	2	4	4	1	1	4	4	1	5	2	1	5	1	5	1	1	1	4	1	4	4	1	1	1				4	5	5	5	6	3	0	9	4	3	7	3	0	7	5	3	4	7	9	3	6	77	3	2	1		4	1	1	2		3	3	1	3	1	1	1	3	1	20	1	1	1	2	4	2	2			2	0.4298461001852335	0.40532	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	592	11	29	4	2	1	2	4	3	3	4	4	3	3	2	2	2	2	3	3	2	3	4	2	3	2	2	1	2	2	1	2	3	3	1	3	2	2	3	2	4	1	1	1	1	1	4	1			1				3		5	5	8	4	2	4	2	6	8	4	2	5	4	6	4	8	9	4	6	3	3	2	1		1	3	2	4		3	3	1	1	4	2	1	1	2	11	1	1	5	2	4	1	1	2	2		1.0025641697204983	0.94536	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	593	11	24	5	2	2	3	4	2	3	3	3	4	3	4	4	3	2	2	3	2	3	2	3	4	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	5		3	4	77				1			4	77	5	5	8	2	0	6	2	88	9	2	0	6	3	7	4	9	10	4	7	4	3	2	1		1	2	3	4		3	88	2	3	3	1	1	4	1	15	3	1	5	2	2	2	1	2	2		0.45623160046306	0.4302	37	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	594	10	30	4	2	2	2	4	4	4	4	5	5	1	5	5	2	4	88	4	4	4	88	2	2	4	3	2	3	4	2	2	4	4	1	5	2	1	3	1	5	2	2	1	1	88	4	1				1			4	5	5	5	7	4	2	4	4	4	6	6	1	3	5	4	3	9	10	3	3	2	3	1	5	1	4	2	2	88		3	3	2	1	1	2	10			15	3	1	5	2	4	4	1	2	1		1.4113591372483822	1.33083	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	595	11	13	5	1	2	2	4	2	3	3	3	2	3	2	3	2	3	2	3	3	5	3	2	4	4	4	2	3	3	1	1	4	2	2	4	1	2	5	1	4	1	3	5		2	4	6				1			4	1	4	4	5	4	2	5	4	7	5	4	2	5	5	7	5	7	9	2	6	3	3	2	5	1	6	2	2	4		3	3	1	3	1	1	1	3	1	18	1	1	1	2	4	2	2			2	0.4690955923589616	0.44233	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	596	11	30	5	2	2	1	4	5	1	4	1	3	3	4	1	3	4	1	5	4	3	2	1	4	4	4	1	2	4	1	2	4	3	1	5	1	1	4	1	3	1	2	1	1	2	4	1	1		1				4	1	5	5	10	2	0	7	2	4	9	5	0	7	2	4	3	7	9	2	7	4	3	2	1		1	1	1	2		4	2	1	3	1	1	1	3	1	18	4	1	1	2	4	2	2			1	0.553671301649824	0.52208	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	597	11	6	6	2	2	2	4	3	3	5	1	1	3	3	2	1	2	3	2	1	2	88	3	5	3	4	1	1	4	1	3	4	88	1	2	1	1	1	3	77	2	2	1	1	2	4	1			1				4	1	5	5	8	3	5	4	88	2	8	3	4	2	2	6	4	8	9	1	9	2	3	2	1		1	2	1	2		2	2	1	2	2	1	3	7	2	7	3	2	1	2	5	1	2			1	0.3923888706911487	0.28228	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	598	10	31	7	1	1	1	4	4	4	3	2	2	3	3	3	2	2	2	5	5	5	2	2	1	4	4	1	2	4	1	2	4	1	1	5	2	1	5	1	5	1	4	1	6	5	4	6				1			4	5	5	5	2	2	0	4	5	10	3	2	0	8	6	10	7	8	10	5	4	3	3	3	1		6	2	1	4		3	3	1	3	1	2	7			13	2	1	5	2	1	2	2			1	1.0565547573066776	0.99627	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	599	10	31	2	2	2	2	4	2	3	1	2	1	2	2	3	2	3	2	2	1	4	4	2	5	3	4	1	2	1	1	1	2	2	1	3	3	3	3	1	2	1	3	1	5	4	4	5				1			88		5	5	7	7	5	8	9	7	7	1	6	88	88	7	5	6	8	3	3	4	3	3	1		5	2	2	4		2	88	2	2	4	2	6			1	3	1	1	1	4	3	1	2	2		0.693552631498912	0.65398	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	600	11	24	6	2	2	2	4	4	1	5	3	1	3	4	2	2	5	1	2	2	3	3	3	4	4	3	2	1	4	2	1	3	88	2	5	1	2	77	77	77	88	2	1	1	2	4	1			1				4	1	5	5	8	4	0	6	1	3	8	4	0	6	1	5	4	7	10	2	8	3	3	2	1		1	2	1	2		3	3	1	2	1	2	1	1	1	14	3	2	1	2	4	2	2			1	0.3923888706911487	0.3285	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	601	10	19	6	2	2	2	4	5	3	4	4	4	4	4	3	2	3	3	2	2	4	3	3	4	3	3	1	2	2	1	1	3	3	2	4	3	2	4	2	3	2	3	1	1	3	4	1		1					4	1	4	4	7	6	4	3	3	5	7	6	4	3	6	5	3	6	8	2	5	5	4	1	5	1	1	3	3	4		2	2	2	1	1	2	7			9	4	1	5	2	3	2	2			1	0.9308206370116976	0.87771	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	602	10	27	5	2	3	1	4	4	4	1	2	5	1	5	3	2	1	3	1	2	5	2	3	2	4	3	1	2	2	1	3	3	3	4	2	2	3	3	1	1	2	4	77		3	4	3				1			4	1	5	5	4	8	5	4	5	6	1	8	5	2	2	2	4	7	8	2	5	4	4	3	5	1	1	3	1	1	1	4	3	2	3	3	2	1	3	1	77	4	2	1	2	5	1	1	2	1		0.44739754832020245	0.42187	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	603	10	20	7	2	1	1	4	2	5	3	4	5	4	5	4	1	3	4	2	2	5	5	2	5	4	2	1	2	2	1	2	2	2	2	4	1	1	2	1	3	3	4	5		3	4	2				1			4	2	2	4	0	6	0	2	6	1	1	6	0	3	3	1	3	7	10	0	6	0	4	2	1		2	2	1	2		4	1	2	1	2	2	7			13	1	1	5	2	5	1	2			3	0.8153628630869804	0.76884	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	604	10	21	4	1	1	2	4	4	2	4	5	2	4	2	4	2	4	3	4	3	4	4	2	3	3	3	1	2	3	1	2	3	3	1	4	1	2	4	1	5	2	2	1	1	1	4	1	1	1					4	1	5	5	9	3	4	4	2	5	9	4	4	7	5	5	4	7	8	1	7	2	4	2	1		1	1	2	4		3	3	1	1	1	1	1	4	1	77	1	1	1	2	1	3	2			1	1.7515072626145418	1.65157	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	605	10	21	6	2	1	4	4	3	3	3	3	3	3	2	4	2	3	3	3	2	3	4	3	3	2	3	1	1	3	1	1	2	2	3	3	4	3	3	3	3	2	3	5		3	4	2				1			4	2	4	4	4	8	2	5	6	5	4	8	5	2	5	2	3	4	8	1	6	2	4	2	1		2	2	3	4		4	2	2	1	1	2	7			13	4	1	5	2	2	2	2			1	0.5308279063128313	0.50054	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	606	11	11	1	1	1	2	4	5	2	4	5	3	4	3	5	3	4	2	4	3	5	3	2	3	4	4	1	3	2	1	1	4	3	3	3	3	3	2	1	1	2	3	1	2	2	4	2			1				66		5	5	4	7	4	3	5	3	5	7	3	3	6	3	3	6	7	2	4	3	4	2	5	1	2	3	2	2		3	2	2	1	4	2	6			18	3	1	5	2	5	4	1	1	1		1.1182340457374809	1.05443	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	607	10	23	6	2	2	2	4	3	3	4	4	2	4	1	2	3	4	2	2	2	3	4	3	3	3	4	1	2	3	1	2	3	3	1	4	1	3	4	2	4	1	2	1	1	2	4	1		1					4	1	4	5	9	4	3	5	6	7	9	4	2	2	4	6	5	7	9	1	6	2	4	1	1		1	2	2	2		3	3	1	1	3	1	7			9	1	1	5	2	3	1	1	2	2		0.9834855865212178	0.92737	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	608	11	4	4	2	2	2	4	4	2	4	4	3	4	3	3	2	3	2	4	3	4	2	3	2	3	4	2	3	3	1	2	3	4	1	5	1	2	4	1	4	1	1	1	1	1	4	1	1	1	1				4	1	5	5	8	6	2	5	5	4	8	6	3	5	5	4	4	6	8	3	5	5	4	1	5	1	1	3	2	2		2	3	2	1	3	1	1	1	4	11	2	1	5	2	1	2	1	2	2		1.0485585084282687	0.98873	211	2
