version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	609	10	28	6	2	1	4	4	3	2	3	4	2	3	2	3	2	4	3	4	4	4	3	3	4	4	4	1	3	3	2	2	3	3	1	4	2	2	5	2	4	1	2	5		4	4	1		1					4	5	5	4	7	5	2	7	6	6	8	3	2	7	6	6	3	8	9	3	7	2	4	1	5	1	1	3	2	4		3	3	1	1	1	2	7			12	1	1	1	1	4	2	2			1	0.8767770239024518	0.82675	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	610	11	26	6	3	3	2	4	3	2	3	5	3	4	4	3	3	3	2	4	3	5	2	3	3	3	4	2	3	2	1	1	4	4	3	3	3	3	2	1	3	1	1	1	1	2	4	1	1	1	1				4	1	5	5	7	3	2	4	3	3	7	5	3	3	3	3	4	7	8	3	6	3	4	1	5	1	1	2	2	2		2	3	2	1	1	2	7			8	1	1	1	1	4	2	2			1	0.6775919490559342	0.63893	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	611	10	26	6	1	1	1	4	4	1	4	1	2	4	3	1	1	3	2	1	3	4	88	1	2	4	4	1	2	3	1	2	4	88	1	3	2	1	5	2	3	2	2	1	1	4	4	1				1			4	1	5	5	9	6	0	3	5	6	8	5	0	6	5	6	3	5	10	5	6	2	4	2	1		1	2	1	4		1	2	1	1	1	2	7			6	1	1	5	2	2	2	2			1	1.5570944848439976	1.46825	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	612	10	26	3	1	1	2	4	4	3	3	4	3	2	2	3	3	4	2	1	3	4	2	3	4	4	4	1	2	3	1	2	3	2	2	4	1	2	4	1	3	1	3	5		3	4	6			1				4	5	4	5	5	3	1	5	4	7	6	3	1	4	5	7	6	7	9	3	6	3	4	2	5	1	6	3	2	4		3	3	1	3	1	1	1	5	2	77	2	1	1	2	5	2	1	2	1		0.46718667352857224	0.44053	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	613	11	1	7	1	1	2	4	4	2	4	5	3	2	4	1	2	4	1	5	88	4	3	1	4	3	4	1	2	4	1	2	4	2	1	4	2	1	4	3	2	1	88	1	6	2	4	6			1				4	5	5	5	5	4	0	8	2	9	4	3	0	7	2	9	3	9	10	2	8	4	4	2	1		6	3	1	88		3	2	2	3	1	2	7			77	3	1	5	2	3	2	2			2	1.0313252134316981	0.97248	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	614	11	3	3	3	3	4	4	2	3	3	4	2	2	2	1	3	4	2	3	3	2	2	2	3	4	4	1	3	3	1	2	3	1	1	4	1	2	4	2	5	1	2	5		3	2								1		4	2	5	7	2	6	7	6	4	7	2	5	6	4	4	6	9	2	88	3	4	2	5	5			3	4		3	3	1	1	4	2	1	2	2	20	1	1	5	2	2	5	2			1	2.555830211799104	4.62752	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	615	10	31	7	3	4	4	4	1	4	1	2	2	1	5	2	2	77	3	4	4	5	4	3	2	4	3	1	4	2	1	3	2	2	4	4	2	1	3	2	3	4	4	5		3	4	1				1			4	1	4	5	8	5	0	5	5	8	6	6	0	5	5	7	3	8	10	5	6	5	4	1	5	1	1	3	2	88		4	4	2	1	2	2	7			6	5	1	5	2	2	1	1	2	2		1.631584739647636	1.53849	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	616	11	28	6	2	3	1	4	5	2	1	4	4	4	5	3	1	4	3	4	1	2	4	3	4	4	3	1	4	4	1	2	4	1	1	3	2	2	4	2	2	1	3	1	1	3	4	1				1			4	1	5	5	6	4	0	5	3	1	5	8	0	5	1	0	4	8	10	3	4	1	4	1	1		1	2	1	4		88	4	2	1	1	2	7			16	4	1	5	2	2	3	2			1	2.207569181403789	2.08161	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	617	11	21	6	2	2	2	4	4	2	5	3	3	4	5	3	2	2	2	4	3	4	4	3	2	4	4	1	2	4	1	2	4	3	1	5	1	2	4	1	5	1	2	1	1	2	4	1			1				4	1	5	5	10	0	0	4	2	3	9	0	0	3	2	2	4	9	10	2	8	1	4	1	1		1	1	1	2		2	4	2	1	4	1	7			11	2	1	1	2	2	1	1	2	2		0.7985855875887805	0.75302	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	618	11	23	5	1	1	2	4	4	5	5	5	4	4	4	1	1	2	3	4	4	4	4	2	2	4	3	1	1	3	1	3	4	2	1	4	2	1	4	1	4	1	2	88		3	4	77				1			4	77	5	5	7	5	1	1	8	5	8	4	1	6	6	5	4	8	10	4	5	3	4	2	5	5			3	4		88	88	1	1	1	1	1	6	3	12	1	1	5	2	4	2	2			1	0.3923888706911487	0.35392	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	619	11	8	5	3	3	5	4	1	3	3	4	2	2	2	88	3	4	3	3	2	2	3	3	4	4	4	1	2	2	2	1	4	2	2	4	2	3	4	2	5	2	2	1	1	3	4	1				1			4	1	4	4	8	3	3	5	4	7	9	4	3	5	5	6	4	8	8	3	7	6	4	2	1		1	3	2	4		3	4	2	1	1	2	8			14	4	1	5	2	1	3	1	1	2		2.062120171632732	1.94446	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	620	11	9	2	3	3	3	4	2	4	3	5	2	2	1	2	3	3	88	4	88	4	88	2	2	4	4	1	4	3	1	2	3	2	1	4	1	2	5	1	4	1	2	5		3	2								1		5	4	5	3	2	8	5	7	5	4	2	6	6	7	4	6	9	3	6	4	4	3	5	5			4					1	2	4	2	6			6	1	1	5	2	5	2	1	2	2		1.8424990601964353	1.73737	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	621	11	25	5	2	2	2	4	3	3	4	4	4	2	5	3	3	4	2	4	3	3	2	2	3	3	3	1	3	3	1	2	4	2	2	4	2	2	3	1	2	2	2	5		2	4	1			1				4	5	5	5	8	3	1	7	5	2	6	1	0	5	4	3	4	8	10	4	7	3	4	2	5	1	4	3	2	4		3	3	2	3	1	1	1	1	2	20	1	1	5	2	2	3	1	1	1		0.9368549415366507	0.8834	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	622	11	9	3	3	3	4	4	2	4	2	4	3	1	2	2	3	4	3	4	3	3	2	2	2	2	4	1	2	3	1	2	4	2	1	4	2	2	4	2	5	1	1	5		2	4	1				1			1		4	4	8	3	1	4	4	7	8	3	1	2	6	7	5	8	9	2	7	4	4	2	5	1	1	3	3	4		3	3	2	2	1	1	10			16	1	2	1	1	4	4	2			1	0.7724546098216728	0.72838	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	623	11	27	6	2	3	3	4	3	2	5	2	4	3	5	4	4	4	1	4	3	4	2	1	3	3	4	2	3	2	2	2	4	3	2	4	2	2	2	1	3	1	2	1	1	3	4	1				1			4	1	5	5	9	4	0	6	5	3	7	3	0	3	4	2	4	8	9	3	7	1	4	1	1		1	1	2	4		3	3	2	2	3	2	7			16	3	2	1	1	2	1	1	2	2		0.653147182922337	0.61588	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	624	11	14	5	2	2	1	4	2	2	3	5	3	2	2	2	4	5	1	5	4	5	1	1	2	4	4	3	77	3	1	1	4	2	1	5	2	1	5	1	5	1	1	5		2	4	4			1				1		3	3	6	2	1	8	4	4	6	4	1	8	4	4	6	7	9	4	7	6	4	3	5	5			2	4		3	3	2	3	3	1	1	7	3	77	1	2	1	2	4	2	2			2	0.43215801299092726	0.4075	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	625	11	3	5	2	1	1	4	4	4	5	5	5	5	5	5	1	1	2	4	2	5	2	3	2	4	4	1	1	4	2	4	4	4	1	5	1	2	3	1	5	1	2	1	1	1	4	1				1			4	1	5	5	9	2	0	6	4	2	8	5	0	8	4	2	4	8	10	4	6	2	4	1	1		1	1	1	4		2	4	2	2	3	1	1	4	3	14	1	1	5	2	1	1	2			1	0.45426965610960424	0.42835	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	626	11	30	5	1	1	2	4	4	2	5	88	1	2	3	2	2	3	1	4	77	3	88	1	88	4	3	2	1	4	2	2	4	88	1	4	2	1	88	5	88	1	1	1	1	2	4	1		1	1				4	1	5	5	9	5	2	6	3	4	9	4	2	5	3	4	4	8	9	3	7	3	4	2	1		1	1	1	2		4	3	2	1	1	1	2	1	2	77	3	1	5	2	1	2	1	2	2		1.0837250353258863	1.02189	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	627	11	30	2	3	3	1	4	2	3	4	3	2	2	3	3	3	3	2	77	88	2	3	2	4	4	3	2	1	4	1	2	3	1	1	5	3	1	5	2	5	1	3	5		88	4	6				1			4	1	5	5	4	0	0	2	1	7	3	2	0	4	1	8	3	8	8	3	7	5	4	4	5	5			1	1	1	4	2	1	3	1	2	1	4	1	77	1	1	1	2	3	2	1	2	2		0.5331292140139118	0.50271	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	628	11	5	4	1	2	1	4	5	2	5	5	5	4	5	5	2	4	2	5	3	5	1	2	2	4	4	1	2	4	1	4	4	3	1	5	1	1	4	1	5	1	2	1	1	1	4	1				1			4	5	5	5	4	3	10	5	6	2	8	6	0	4	6	1	4	9	10	3	5	77	4	1	1		4	3	2	2		2	4	2	3	3	2	1	1	3	18	3	2	1	1	4	1	1	2	1		0.450897232842583	0.42517	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	629	11	20	3	3	4	3	4	2	3	2	4	1	1	1	1	3	4	2	4	3	4	88	2	2	4	4	1	3	3	1	1	4	3	1	5	1	3	5	2	5	1	2	1	4	3	4	1				1			4	5	5	5	6	3	2	8	2	7	6	2	1	6	3	2	3	7	9	3	7	2	4	2	5	1	4	3	3	4		3	3	1	1	4	1	1	1	2	14	1	1	5	2	1	3	2			1	1.3379081826968446	1.26157	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	630	11	29	5	1	1	2	4	4	3	4	5	5	3	5	1	3	3	3	4	4	4	3	1	2	3	3	1	2	3	1	2	3	2	3	5	2	2	5	2	4	1	2	1	1	2	4	1			1				4	1	5	5	10	4	1	6	7	6	10	6	0	7	7	7	4	7	9	3	5	4	4	1	1		1	2	2	4		1	4	1	2	1	1	1	1	3	17	1	1	5	2	4	5	1	1	2		0.5243693976033472	0.49445	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	631	11	24	5	2	2	2	4	3	2	3	5	2	3	1	4	2	2	2	3	4	4	3	3	3	1	3	1	1	2	1	1	2	3	1	5	1	3	4	2	5	2	2	5		2	4	4				1			3		4	4	6	4	2	8	6	7	4	4	2	7	5	7	4	7	9	4	7	4	4	2	5	5			2	4		4	3	1	1	1	2	1	8	2	17	3	1	5	2	1	4	2			1	1.4557521051595486	1.37269	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	632	11	15	2	2	2	1	4	1	88	3	88	1	1	1	1	2	3	2	5	88	3	88	2	77	4	4	1	1	4	1	1	4	2	1	5	2	1	5	2	5	1	3	1	6	88	4	6		1	1				4	5	5	5	5	0	0	6	1	10	5	2	0	7	1	10	4	8	10	4	8	5	4	2	1		6	1	1	2		3	3	2	2	4	2	6			4	2	1	1	2	5	1	1	2	2		0.3923888706911487	0.36678	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	633	11	15	2	2	1	1	4	88	4	3	2	1	1	1	1	2	5	2	4	88	88	1	1	4	3	4	1	2	3	1	88	4	88	1	5	1	1	4	1	5	1	2	1	1	2	4	1			1				4	5	5	5	7	0	0	5	0	5	7	3	0	4	1	4	4	9	10	3	9	5	4	2	1		1	3	2	2		3	3	1	2	4	2	1	4	1	77	1	1	5	2	1	1	2			1	0.47217107269681124	0.44523	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	634	11	30	6	1	1	2	4	3	5	4	5	4	1	3	1	3	3	3	5	5	4	88	1	2	3	4	1	2	3	1	2	3	1	1	5	1	1	5	2	4	2	3	1	6	4	4	6				1			4	5	5	5	5	5	1	6	5	9	4	7	0	6	5	7	3	5	7	4	5	4	4	2	5	5			3	4		88	88	1	1	1	2	7			11	4	1	5	2	1	2	2			1	0.7648507498139551	0.72121	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	635	11	9	7	2	2	3	4	3	3	3	1	2	2	2	2	1	2	3	4	4	3	3	1	2	3	3	1	1	3	1	1	3	2	1	3	2	1	4	2	4	1	2	1	2	2	4	2				1			4	2	5	4	3	10	2	6	6	8	3	10	1	7	6	8	3	6	9	4	6	2	4	1	1		2	2	3	4		88	88	2	2	1	2	7			6	2	1	5	2	2	2	2			1	0.5950206045369805	0.56107	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	636	11	25	7	4	4	3	4	2	5	3	1	1	1	1	2	1	5	1	2	1	5	5	1	4	1	4	1	1	3	1	3	3	1	1	2	2	1	4	1	3	1	4	1	1	2	4	1	1						4	1	5	3	10	3	2	0	0	0	4	2	3	0	8	3	5	3	8	0	0	4	5	1	5	1	1	2	4		1			2	1	1	2	7			20	1	1	5	2	3	2	2			1	1.5797894087164044	1.48965	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	637	11	28	4	2	2	2	4	2	2	4	2	2	4	3	2	2	2	2	4	3	3	2	3	3	3	3	2	1	2	1	1	2	2	2	4	3	2	4	2	4	2	2	5		2	4	2				1			4	2	4	4	4	8	3	2	2	2	6	7	0	3	2	2	5	7	10	3	5	3	5	2	1		2	3	3	4		3	2	2	1	1	2	1	1	2	17	3	1	5	2	1	3	2			1	1.151184105770924	1.0855	43	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	638	11	28	2	3	3	4	4	3	5	5	1	3	4	1	2	2	5	1	5	2	5	1	1	5	3	1	1	1	1	1	1	1	3	1	5	1	2	1	5	4	3	2	1	1	3	2								1		2	4	8	5	3	4	5	66	9	9	6	66	5	66	2	7	9	6	6	66	5	1	5	5			4					2	2	4	2	3	1	2	5	3	2	1	1	1	1	1	2	2		1.2060231017261656	1.13721	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	639	11	27	4	3	3	4	4	2	3	3	5	2	3	3	4	2	2	88	3	3	3	4	2	4	3	3	1	2	3	1	2	3	4	2	3	1	2	5	4	4	2	2	5		3	4	1			1				3		3	3	7	4	3	4	5	6	8	5	3	2	4	6	5	6	9	2	6	4	5	2	5	1	1	3	3	4		3	3	2	2	1	2	2	1	2	17	2	1	5	2	2	3	1	1	2		0.8627994960221564	0.81357	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	640	10	20	5	2	2	3	4	2	4	3	5	1	2	2	2	3	3	2	3	3	4	4	3	4	4	3	1	2	2	1	1	3	2	1	2	2	2	3	3	4	2	3	1	2	2	4	2				1			4	2	5	4	3	9	6	5	8	5	2	9	7	5	7	5	3	5	8	1	5	3	5	2	1		2	3	3	4		4	1	1	2	1	2	1	1	2	19	2	1	5	2	3	4	1	2	2		0.3923888706911487	0.34894	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	641	11	25	3	3	3	3	4	5	2	3	5	3	4	5	3	2	3	2	4	3	5	4	3	3	3	3	2	4	2	1	1	3	4	4	3	4	4	2	2	1	3	2	5		2	4	2				1			4	2	5	5	4	6	2	4	6	3	4	6	3	3	6	2	3	5	7	3	5	3	5	1	5	1	2	3	1	4		3	2	2	2	1	2	1	1	2	18	2	1	5	2	3	3	2			1	0.3923888706911487	0.33922	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	642	10	27	5	3	2	1	4	2	4	2	2	2	1	5	5	1	1	77	1	1	3	5	4	5	4	4	1	1	2	1	3	3	1	3	2	4	1	2	2	1	5	3	1	2	2	4	2				1			4	3	5	5	2	8	6	1	7	4	1	7	5	1	7	6	4	7	10	2	5	3	5	1	77				1	2		4	2	1	1	1	2	1	2	3	12	1	1	5	2	1	3	1	1	2		0.9381487642994701	0.88462	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	643	11	25	2	3	3	1	4	2	4	3	3	2	2	3	2	1	3	2	2	2	3	4	3	4	2	2	1	3	1	1	1	3	2	5	3	4	4	1	1	1	1	3	5		3	4	3				1			4	1	4	4	4	5	6	1	2	1	5	5	6	1	4	1	3	5	5	1	77	1	5	1	5	5			3	4		3	2	1	1	4	2	1	2	2	77	2	1	5	2	1	4	2			1	1.6493376847702572	1.55523	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	644	10	29	4	2	3	2	4	4	2	3	3	1	3	1	5	2	3	1	4	2	3	3	2	2	3	1	1	2	1	1	1	3	3	2	2	3	2	4	1	4	1	3	1	3	4	4	3				1			4	3	5	5	9	5	9	0	88	8	3	5	9	0	7	0	0	5	8	1	10	0	5	2	1		3	2	4					1	1	4	2	1	1	2	77	5	1	5	2	1	3	1	2	2		1.1545247137241055	1.08865	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	645	11	24	2	4	3	2	4	1	5	3	88	4	1	88	77	4	88	2	5	4	4	88	2	1	4	4	1	3	2	3	1	4	1	1	2	1	2	5	1	77	1	88	1	1	3	4	1				1			88		5	5	8	2	2	6	2	88	5	5	2	5	5	88	88	88	88	88	88	88	5	1	5	1	1	3	4		1			2	1	4	2	2	2	2	6	1	2	1	1	4	2	1	2	2		1.6819908018745289	1.58602	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	646	11	27	3	3	4	3	4	3	2	4	5	2	3	2	4	2	3	2	3	3	4	4	2	4	3	3	1	1	2	1	1	2	3	2	4	2	3	4	2	4	2	2	5		3	2								1		3	2	5	5	5	2	4	6	4	6	4	3	5	6	4	6	7	2	6	3	5	2	5	5			3	4		3	3	1	1	1	2	1	1	2	17	1	1	5	2	1	2	2			1	2.555830211799104	2.43619	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	647	11	24	4	2	1	1	4	2	4	2	3	5	3	5	2	1	4	2	2	2	5	3	3	1	4	3	1	3	3	1	1	4	3	1	3	1	1	5	2	2	1	2	1	1	2	4	1				1			4	1	5	5	9	3	2	5	6	3	5	3	1	2	4	2	5	9	9	3	8	2	5	3	1		1	2	1	2		2	88	1	1	1	1	1	2	2	15	1	1	5	2	5	3	2			1	1.801775458481462	1.69897	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	648	11	7	5	2	2	2	4	4	2	3	2	3	4	4	3	3	3	3	4	3	3	4	3	3	3	3	1	2	2	1	3	3	2	3	3	3	3	3	2	2	2	3	1	2	2	4	2				1			4	8	4	4	2	9	5	3	7	1	1	10	4	0	8	0	2	5	9	3	7	0	5	2	5	1	2	2	3	2		4	1	2	2	1	2	1	6	2	77	4	1	5	2	1	4	1	1	1		0.4811642014088678	0.45371	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	649	11	29	4	3	3	1	4	1	4	4	2	3	4	4	1	3	5	4	3	2	4	88	2	4	4	3	1	2	3	1	1	2	2	3	3	5	5	2	1	4	1	2	5		3	4	1				1			2		2	4	7	3	5	2	7	6	3	3	5	2	66	6	3	6	7	1	2	2	5	2	5	1	1	3	4		1			2	2	1	2	1	1	4	18	1	1	5	1	1	4	1	1	2		0.882546200812073	0.83219	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	650	11	28	4	2	1	2	4	4	2	5	4	1	4	2	3	1	2	3	2	2	3	4	3	4	3	3	1	1	2	1	2	2	4	2	3	2	3	4	2	4	2	2	1	2	2	4	2		1					4	2	4	3	2	8	5	5	4	6	3	9	5	5	4	5	3	5	8	3	6	2	5	2	1		2	2	2	2		4	1	1	1	1	2	1	8	2	18	4	1	5	2	1	3	1	1	2		0.8201033448491142	0.77331	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	651	10	21	5	2	3	4	4	2	3	4	4	2	4	3	4	3	3	3	4	2	4	4	3	4	3	3	1	3	4	1	2	3	2	2	3	2	2	5	2	4	2	2	5		2	4	77				1			4	77	2	2	6	6	4	6	6	4	7	7	4	7	5	4	3	6	7	4	5	3	5	1	5	1	77		3	4		3	3	2	2	1	1	2	1	2	17	2	1	5	2	2	5	1	1	2		0.3923888706911487	0.31466	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	652	11	25	6	3	2	3	4	3	3	3	4	4	3	4	3	1	3	3	4	3	4	4	1	4	3	3	1	2	3	1	1	3	3	2	4	2	1	2	1	4	1	2	5		88	4	77				1			4	77	5	3	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	5	1	1		77		4					2	2	3	2	2	1	2	10	5	1	5	2	5	1	2			2	0.3923888706911487	0.13098	61	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	653	11	4	3	2	2	2	4	5	2	4	5	3	3	4	3	2	3	2	4	3	5	3	4	2	4	4	2	3	3	1	2	4	4	2	4	2	2	4	1	4	1	2	1	1	2	4	1				1			4	1	5	5	8	4	2	6	6	4	7	4	2	6	4	4	4	7	9	3	6	4	5	2	5	1	1	3	2	2		2	3	2	2	1	1	2	1	2	16	1	1	5	2	3	3	1	1	1		0.905315360416773	0.85366	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	654	11	30	4	1	1	1	4	3	4	4	3	3	4	4	4	3	3	3	4	3	3	2	2	3	3	3	2	2	3	2	2	3	3	3	4	3	3	2	2	2	2	2	1	2	2	4	2				1			4	2	4	4	5	9	3	5	5	3	5	8	4	1	5	2	4	5	8	3	6	2	5	1	1		2	1	1	2		4	1	1	3	1	1	1	4	1	20	4	1	5	2	2	4	2			1	0.7944071763711504	0.74908	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	655	11	28	5	2	2	2	4	2	3	3	4	5	4	4	2	2	3	3	4	4	4	3	2	2	3	3	2	3	3	1	2	4	2	2	4	3	3	2	3	3	2	4	5		3	4	5				1			4	8	2	3	1	2	0	1	4	2	0	2	0	1	4	3	2	8	10	1	5	2	5	2	5	1	5	3	2	4		3	3	2	3	3	2	1	6	77	88	3	1	5	2	4	1	1	2	1		0.4539939233896591	0.42809	377	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	656	10	21	3	3	3	5	4	2	4	3	4	2	2	1	88	3	4	3	3	3	4	4	3	3	2	2	1	2	2	1	1	2	3	2	2	2	3	5	2	4	2	2	5		3	4	2				1			1		2	3	4	8	3	3	7	2	4	7	3	3	6	3	4	5	8	2	5	3	5	2	5	5			4					2	1	1	2	1	1	2	17	3	1	5	2	2	4	2			1	1.0302753080749838	0.97149	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	657	10	19	3	3	3	1	4	5	2	4	3	4	5	3	4	2	2	2	3	3	4	3	2	4	3	3	1	2	3	1	2	3	4	4	3	3	4	4	1	3	2	3	1	2	3	4	2				1			4	2	5	5	4	7	4	3	5	3	4	7	4	3	6	3	3	6	8	2	5	3	5	2	5	1	2	2	3	4		3	2	2	2	1	2	1	1	2	17	3	1	5	2	1	4	1	2	1		0.47920225705541203	0.45186	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	658	11	11	2	3	3	2	4	3	4	3	4	3	2	3	3	2	3	3	3	2	4	3	4	4	2	2	1	2	1	1	1	3	3	4	3	4	4	3	1	2	2	3	5		2	4	3				1			4	1	5	5	6	5	7	2	3	3	6	6	7	3	4	2	4	6	7	2	6	4	5	1	5	1	3	3	2	4		3	3	1	1	4	2	1	2	2	16	4	1	5	2	1	4	2			1	1.1285422074215836	1.06415	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	659	11	12	4	3	4	2	4	2	4	2	1	5	1	4	2	1	1	4	2	1	2	4	3	5	4	4	1	2	4	1	1	3	77	2	3	3	1	2	2	3	2	4	1	77	3	4	77				1			77		5	5	77	77	77	5	5	77	77	77	77	77	77	77	77	77	77	77	77	77	5	1	1		77		4					2	1	4	1	1	4	1	12	1	1	5	2	4	1	2			3	0.3923888706911487	0.30939	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	660	10	25	6	3	3	2	4	4	3	4	3	2	4	3	3	2	3	2	3	3	4	4	4	4	4	3	2	2	2	1	1	4	2	2	4	2	2	4	1	3	1	2	5		3	4	1				1			4	1	4	4	6	3	3	2	3	3	8	5	3	2	5	4	5	7	8	2	6	3	5	2	5	1	1	3	3	4		3	2	2	1	1	2	7			7	3	1	5	2	4	2	1	2	2		0.9360595586906553	0.88265	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	661	11	4	4	2	2	2	4	3	4	2	3	2	2	2	3	1	2	4	2	2	3	4	4	4	2	2	1	1	2	1	1	2	2	3	3	2	2	3	2	2	2	3	5		3	4	3				1			4	1	5	5	4	4	6	1	4	2	4	5	7	2	3	2	3	6	6	1	5	2	5	1	5	1	3	3	3	4		3	3	2	1	1	1	1	1	2	14	3	1	5	2	1	4	2			1	1.8530935597050961	1.74736	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	662	11	29	3	2	1	4	4	2	3	3	5	3	3	1	2	2	3	3	3	3	4	3	2	3	3	3	1	3	2	1	2	4	2	2	4	2	2	4	2	4	1	2	5		2	4	6				1			4	1	3	3	4	4	4	5	4	8	4	3	3	5	4	8	4	6	8	4	6	5	5	2	5	5			2	4		4	3	2	3	1	2	1	1	2	19	1	1	5	2	4	2	2			1	0.7917665053224451	0.74659	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	663	11	27	2	2	2	1	4	4	3	4	4	2	2	3	1	1	2	1	4	4	4	1	1	3	3	4	1	1	2	1	1	4	88	1	4	2	1	4	1	4	1	4	1	4	2	4	4		1	1				4	5	5	5	5	3	0	10	1	7	3	5	0	9	1	7	4	8	10	5	9	5	5	3	1		4	2	2	2		3	88	2	3	1	1	2	4	1	7	3	1	5	2	4	5	1	2	2		0.48963767999487395	0.4617	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	664	11	22	1	2	2	3	4	4	2	4	5	4	4	4	4	4	5	1	5	5	5	1	1	1	3	4	2	3	3	1	1	4	4	2	4	2	3	3	1	3	1	2	1	1	3	4	1			1				66		5	5	7	3	1	5	5	4	7	4	1	5	5	3	5	6	9	3	5	3	5	1	5	1	1	2	2	2		3	3	2	1	4	2	6			88	1	1	5	2	4	4	2			1	2.555830211799104	2.7321	211	2
