version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFWI"	"NTA"	1	7683.676	7422.142	6924.583	7184.014	7443.445	7726.33	8069.544	8562.02	9136.043	9702.229	10400.64	11061.39	11509.44	11777.07	11920.18	11647.02	11158.34	10443.4	9506.396	8465.278	7465.27	6521.804	5715.069	5130.026	4556.975	4010.643	3440.948	2967.175	2438.951	1976.261	1669.479	1436.455	1177.576	991.8174	892.3572	746.3059	672.8356	649.6788	660.4156	650.6881	699.3137	728.4179	758.017	783.3187	835.5673	873.2278	919.364	979.3264	1037.833	1081.187	1131.838	1187.608	1224.191	1250.638	1271.722	1279.015	1263.72	1257.587	1251.308	1231.463	1206.324	1183.886	1148.382	1110.804	1086.938	1058.338	1033.615	1010.892	991.2035	964.1611	933.6288	899.6754	866.8724	833.2523	802.6777	782.1855	746.5135	715.9741	692.5287	675.6568	658.2029	661.2314	661.9194	659.7844	657.5684	658.8782	658.5086	658.4748	658.4873	658.4873	658.4873
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TFWO"	"NTA"	1	0.0	2.06E-5	6.11E-6	1.51E-5	2.84E-5	2.69E-5	1.62E-5	3.0E-5	4.312209	12.52207	4.18E-5	1.459E-4	61.32482	5.52E-5	1.499E-4	1.207E-4	126.064	105.3158	423.4994	321.5913	662.9033	1004.215	1306.824	1597.618	1908.5	2290.448	2737.775	3309.306	3995.324	4816.167	5571.17	6351.333	7178.422	8009.222	8707.229	9505.903	10109.66	10644.38	11117.89	11570.89	11825.28	12185.46	12295.3	12309.12	12335.59	12438.25	12485.95	12620.78	12605.96	12416.0	12097.14	11718.48	11361.29	11090.01	10891.81	10712.08	10495.82	10223.14	9969.682	9697.343	9445.035	9240.103	9040.065	8855.73	8724.729	8570.913	8433.023	8349.176	8283.797	8155.456	8060.265	7987.991	7949.201	7924.932	7950.634	8002.985	8039.752	8063.342	8077.405	8064.816	8069.511	8077.832	8074.889	8067.557	8092.463	8096.717	8100.966	8104.696	8107.906	8110.856	8113.806
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGC"	"NTA"	1	1468.646	1772.271	1523.95	1517.544	1406.507	1550.02	1685.539	1815.384	1936.086	2054.334	2172.876	2312.555	2448.384	2585.92	2732.047	2902.261	3051.661	3217.104	3376.669	3520.801	3652.698	3832.574	4001.828	4201.716	4436.15	4656.704	4783.767	4879.06	4903.633	4880.638	4823.269	4775.973	4703.483	4642.716	4553.668	4490.605	4434.046	4409.194	4437.584	4478.429	4506.042	4541.619	4568.48	4516.034	4480.536	4430.191	4407.633	4436.75	4549.838	4673.855	4858.288	5016.644	5116.619	5169.634	5246.556	5279.838	5328.331	5407.934	5483.164	5505.001	5524.005	5544.536	5525.82	5506.606	5510.28	5501.775	5445.362	5396.904	5336.819	5254.015	5165.38	5108.131	5025.036	4909.813	4767.439	4614.134	4481.943	4373.587	4314.134	4279.112	4281.331	4247.348	4210.31	4170.04	4153.549	4140.415	4160.622	4190.784	4215.448	4230.146	4366.402
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGIC"	"NTA"	1	274.2369	87.14516	90.59959	97.54079	104.2007	113.3924	113.7174	147.1323	168.2787	178.577	194.8544	201.5208	212.2379	217.9656	232.3258	253.7494	351.0925	430.3598	941.764	920.1705	1095.359	1388.046	1560.341	1647.025	1754.608	1710.305	1787.776	1793.331	1842.777	1892.483	2023.431	2092.154	2133.748	2188.329	2275.552	2350.095	2393.874	2502.52	2540.448	2559.6	2601.586	2650.641	2674.051	2750.622	2749.681	2833.076	2869.519	2939.729	2962.192	3076.465	3177.119	3258.308	3446.872	3594.595	3815.413	4023.863	4431.334	4919.678	5862.238	7267.527	8468.938	10467.59	16909.33	19303.92	20291.41	21772.5	23661.7	23911.7	24271.52	24180.82	24739.29	25346.1	25370.69	25403.58	25290.06	25074.91	24939.77	24322.08	24313.48	23715.09	23824.96	24074.29	24263.32	24502.34	24728.48	25418.49	26068.12	26671.04	27122.44	27927.81	28722.14
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGNF"	"NTA"	1	-35.27135	-42.56328	-36.59953	-36.44571	-33.77901	-37.24221	-40.49738	-43.61533	-46.51453	-49.35412	-52.20095	-55.55515	-58.81753	-62.12025	-65.89615	-72.69321	-84.48727	-99.93298	-123.5723	-154.5462	-190.9831	-236.1903	-273.5781	-302.7125	-330.2195	-356.4683	-384.3876	-416.0111	-441.6927	-463.6437	-486.8298	-510.2042	-529.0447	-550.6303	-576.4459	-606.8809	-624.3069	-646.3682	-677.7958	-702.7695	-751.3305	-739.2808	-753.0931	-767.924	-785.1921	-784.8808	-800.7988	-800.9762	-813.3782	-819.0114	-836.1397	-832.6733	-841.0029	-851.2252	-862.5643	-885.7418	-865.4644	-865.8395	-852.3183	-813.9778	-775.8063	-710.0908	-528.2455	-426.3016	-381.0081	-303.4309	-242.6753	-231.6901	-222.4659	-227.0368	-216.7467	-217.0845	-208.743	-207.1956	-203.7193	-199.0116	-192.6068	-201.2371	-182.4701	-177.3406	-174.2638	-169.3703	-163.7418	-160.0508	-158.3155	-157.2337	-155.9319	-156.5749	-156.7428	-156.8171	-160.2675
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGO"	"NTA"	1	1468.646	1772.271	1523.95	1517.544	1406.507	1550.71	1686.251	1816.077	1936.796	2055.032	2173.57	2313.233	2449.073	2586.594	2743.818	3026.836	3517.923	4161.06	5145.366	6435.074	7952.25	9834.611	11391.38	12604.49	13749.85	14842.81	16005.32	17322.08	18391.42	19305.43	20270.87	21244.14	22028.63	22927.42	24002.35	25269.61	25995.21	26913.8	28222.4	29262.27	31284.28	30782.54	31357.67	31975.2	32694.22	32681.26	33344.06	33351.45	33867.84	34102.41	34815.61	34671.27	35018.1	35443.74	35915.88	36880.96	36036.65	36052.26	35489.26	33892.81	32303.41	29567.11	21995.35	17750.56	15864.61	12634.41	10104.64	9647.229	9263.147	9453.473	9025.01	9039.073	8691.747	8627.313	8482.564	8286.546	8019.859	8379.211	7597.781	7384.199	7256.084	7052.322	6817.961	6664.278	6592.021	6546.974	6492.772	6519.544	6526.534	6529.628	6673.299
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSDIC"	"NTA"	1	251.442	63.12237	65.70574	69.17581	73.89037	80.47444	79.478	100.5368	111.7772	116.9507	123.8199	122.4596	120.7207	117.6156	119.2016	120.2497	123.3743	141.5396	140.0	154.3707	155.9626	159.944	171.9479	176.2128	183.6103	199.9469	206.9821	217.1705	229.2694	224.5034	247.8555	253.7592	263.4845	262.4154	267.9211	299.1001	299.5784	306.6614	313.2563	318.9683	342.7804	355.5814	371.9455	382.2281	401.6974	423.1283	435.1274	454.1563	477.8537	504.6543	527.2165	553.8655	569.874	617.6957	637.0078	670.7253	700.2521	727.0562	745.3571	749.3561	769.8106	758.5446	645.3148	587.0289	564.189	583.9669	549.675	578.8245	626.2639	663.3833	698.3173	689.4625	762.4651	792.1017	855.0746	909.528	980.3884	1082.515	1226.249	1321.797	1483.433	1684.298	1892.76	2097.719	2281.165	2533.095	2838.731	3108.711	3340.181	3700.447	4946.479
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSFIC"	"NTA"	1	0.0	0.0	0.0	0.0724638	0.0	0.2262934	0.012627	0.0773325	0.1151191	0.0778807	0.0794182	0.547564	0.6751928	0.2839327	0.4341674	0.6598791	2.650357	5.95279	401.0443	238.9183	172.5693	162.0988	158.3516	157.1702	156.3177	148.4046	153.8097	169.0817	194.8487	222.1326	266.4893	308.6477	360.4957	404.1053	468.4619	503.8266	562.956	618.4255	663.3606	690.4233	693.0931	727.6633	743.2851	762.0061	754.2755	753.6311	760.6735	737.8597	738.439	745.5709	714.134	669.7991	616.9363	570.6014	530.1345	475.1121	418.8657	364.0909	315.2103	278.7573	242.6163	216.3421	182.7296	165.2805	146.5741	132.8042	109.6043	105.6127	101.4029	95.57879	82.0555	70.56845	72.80784	66.83081	67.30693	66.28428	61.22914	64.22344	60.68269	65.9028	51.82152	49.01126	54.83248	49.79586	45.75356	44.97379	41.67801	53.92146	47.11388	34.14598	13.43461
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSOAIC"	"NTA"	1	0.8356851	2.063652	2.934708	6.333388	8.351203	10.73255	12.26765	24.5591	34.42725	39.58924	48.9959	56.55459	68.88297	78.10686	90.69182	106.8493	103.0659	88.00455	77.81535	61.04919	47.47903	51.89713	64.54473	63.37333	72.77577	71.32012	62.12715	44.59249	31.29988	37.04864	44.03552	52.4707	55.53142	66.74505	79.84502	81.16047	88.43793	110.4651	119.9047	138.7004	147.9873	157.4781	170.1969	199.9983	227.1247	263.9195	293.0426	338.2654	364.8211	430.1585	509.8148	610.1935	851.0496	1000.377	1221.694	1442.057	1869.892	2381.96	3222.601	4491.392	5705.754	7778.692	14884.09	17837.16	18963.66	20483.71	22560.77	22787.37	23103.9	22981.75	23520.0	24148.3	24098.65	24108.05	23931.79	23663.04	23461.83	22738.95	22588.71	21891.94	21853.52	21904.22	21880.04	21919.03	21965.87	22403.99	22751.64	23073.02	23298.62	23756.63	23327.47
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSUIC"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0390704	4.031317	27.73396	57.57281	116.7048	264.9322	524.7025	775.7749	892.4924	964.0881	981.18	993.4023	1028.521	1004.104	1014.825	992.4566	1030.364	1042.59	1019.55	1020.377	1024.638	1031.322	1008.215	1032.282	1009.24	976.8215	983.0391	975.2324	953.9374	971.7032	931.8963	957.7115	945.9894	974.7607	946.3913	961.3956	991.2669	989.7638	974.3252	971.2351	991.8896	1001.281	1007.639	1011.884	1144.384	1313.335	1316.071	1279.325	762.508	279.7656	182.2984	137.3344	6.962841	5.214815	5.26567	5.433969	4.222694	3.081348	2.070801	1.911217	1.202428	1.379127	1.648017	1.703969	3.153001	0.7698967	1.495993	2.076565	1.001792	1.104177	1.006348	1.743875	1.374412	0.7020293	1.837986	1.900753	0.0643328
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGSXIC"	"NTA"	1	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913	21.95913
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGXIC"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.30882	115.3309	184.2405	178.9409	172.6866	216.3719	251.0452	264.2219	338.7646	275.2716	314.3763	336.4237	350.5745	394.3819	412.7271	412.7272	412.7271	412.7272	412.7271	412.7271	412.7272	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7271	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271	412.7272	412.7271	412.7271	412.7271	412.7271	412.7271	412.7271
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYA"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.55447	48.43346	83.49837	125.4359	150.8826	178.2117	193.2646	214.0718	228.4195	261.1475	249.2278	247.3507	185.1863	155.821	11.66158	0.0	0.0	0.0	69.45189	227.961	805.3256	1021.79	1258.674	1441.141	1710.182	1947.176	2201.474	2456.921	2647.731	2730.571	2780.875	2762.502	2706.123	2822.367	2923.468	3114.775	3374.004	3686.232	3989.925	4321.383	4650.785	4821.489	5024.154	5033.721	5067.001	4952.607	5061.209	5224.741	4039.676	3823.933	3577.225	3350.449	3206.471	3189.076	3237.699	3316.56	3465.417	3545.45	3589.669	3586.263	3587.273	3487.893	3398.963	3238.283	3053.061	2876.147	2729.59	2532.267	2418.854	2363.088	2331.175	2256.766	2253.376	2235.701	2224.098	2231.513
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYL"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.08435	106.9895	417.6251	858.5344	1637.939	2754.233	4097.776	5787.733	7129.26	8103.056	8977.139	9818.69	10798.39	11933.16	13028.11	14018.65	14911.03	15623.24	16484.7	17260.06	17971.75	18513.73	18945.71	19406.21	20270.62	20625.24	21093.57	21237.03	21429.13	21695.06	22060.22	22126.34	22431.36	22384.39	22749.72	22552.81	22692.3	22364.83	22054.28	22157.79	21816.05	22059.94	21505.33	21105.44	20061.87	18695.67	17732.21	15184.88	8187.925	5442.433	3773.538	2871.621	990.2543	775.2172	530.8895	538.339	413.4798	16.01491	38.21416	19.78657	22.52712	14.12917	13.2045	12.10658	10.30271	7.654236	3.562462	4.194795	4.194795	4.194795	4.194795	4.194795	4.194795	4.194795	4.194795	4.194795	4.194795
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"TGYS"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.689711	0.711706	0.6928985	0.7094952	0.6978104	0.6936795	0.6782386	0.6894345	0.6736906	0.6861659	2.030749	0.2036274	1.923476	5.322312	9.157688	23.56415	21.03985	46.22211	71.30074	75.40912	118.1835	175.8143	324.67	303.8536	394.4853	536.5685	844.928	840.4456	955.1978	1248.964	1459.951	1593.664	1839.72	2073.064	2448.417	3737.489	2802.42	2903.14	3116.379	3422.899	3343.857	3742.569	3824.184	3745.916	3952.281	4150.241	3915.796	4160.977	4126.391	4531.891	4890.404	4381.497	4514.726	4910.507	4625.143	4094.591	3776.49	3056.863	2761.845	2756.856	683.7861	318.5717	268.6376	206.3633	423.4199	129.5902	449.5101	83.04698	108.0442	106.335	71.00996	36.81911	594.5545	35.06098	44.37185	95.04354	71.18948	71.18947	71.18948	71.18948	71.18948	71.18948	71.18948	71.18947	71.18948	71.18948
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"Y"	"NTA"	1	0.0143614	0.0463851	0.0967377	0.294968	-0.2079039	0.4428307	0.8434439	1.095228	1.372016	1.335459	1.767715	2.209366	2.818805	4.138288	-26.53549	746.0089	2913.848	5317.019	7929.82	10276.63	13088.43	17151.22	20423.1	22838.88	25056.86	26999.03	29274.78	31624.34	33808.09	35556.66	36510.91	37822.57	40317.33	44068.89	46518.0	48602.18	50589.75	52467.96	55248.46	57162.29	59413.96	60724.17	61959.22	63321.19	64378.12	64820.15	65491.64	65534.89	66651.96	66894.57	67517.37	67619.38	68574.15	69710.73	70322.26	72046.86	70978.08	71425.85	68911.66	66070.35	64047.34	57769.64	45370.16	33067.96	28031.15	26285.83	19385.76	17666.51	16670.71	17250.94	16917.32	16669.3	16013.7	16316.76	16270.03	15860.36	15393.15	15025.41	14584.7	13248.68	12905.82	12518.09	11439.99	11459.4	11223.13	10855.67	12557.73	10595.03	11967.58	10441.51	10659.96
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAF"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.29039	53.96871	168.0475	289.7108	435.2198	523.5112	618.3339	670.5621	742.7559	792.5377	906.0927	864.7351	858.2224	642.5333	540.6458	85.79809	-833.0471	-1360.848	-617.2709	1513.792	2189.04	2794.205	3545.26	4367.167	5000.267	5933.747	6756.037	7638.365	8524.676	9186.724	9474.148	9648.687	9584.937	9389.323	9792.649	10143.43	10807.21	11706.64	12789.96	13843.68	14993.72	16136.63	16728.92	17432.1	17465.29	17580.76	17183.85	17560.67	18128.07	14016.29	13267.74	12411.75	11624.92	11125.36	11065.01	11233.71	11507.33	12023.81	12301.5	12454.92	12443.11	12446.61	12101.8	11793.24	11235.73	10593.08	9979.246	9470.745	8786.101	8392.596	8199.108	8088.38	7830.206	7818.442	7757.12	7716.862	7742.586
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAG"	"NTA"	1	-32.1106	-38.74908	-33.31976	-33.17972	-30.75199	-33.90485	-36.86831	-39.70686	-42.34626	-44.93138	-47.5231	-50.57672	-53.54675	-56.5535	-59.99104	-66.179	-76.91617	-90.97776	-112.4987	-140.697	-173.8687	-215.0247	-249.0621	-275.5857	-300.6277	-324.5244	-349.9417	-378.7313	-402.1115	-422.0956	-443.2039	-464.4836	-481.6358	-501.287	-524.7892	-552.4968	-568.3613	-588.4456	-617.0569	-639.7927	-684.002	-673.032	-685.6066	-699.1085	-714.8293	-714.5458	-729.0373	-729.1988	-740.4894	-745.6179	-761.2113	-758.0555	-765.6386	-774.9449	-785.2679	-806.3684	-787.9081	-788.2496	-775.94	-741.0353	-706.2844	-646.4578	-480.9081	-388.0996	-346.8651	-276.2397	-220.9286	-210.9278	-202.5302	-206.6915	-197.3235	-197.631	-190.0371	-188.6283	-185.4635	-181.1777	-175.3469	-183.2038	-166.1185	-161.4487	-158.6476	-154.1926	-149.0685	-145.7083	-144.1285	-143.1436	-141.9585	-142.5438	-142.6967	-142.7643	-145.9055
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YD"	"NTA"	1	-1194.395	-1685.079	-1433.254	-1419.708	-1302.514	-1436.874	-1571.69	-1667.849	-1767.145	-1875.119	-1976.947	-2109.503	-2234.017	-2364.49	-2538.027	-2027.078	-252.9825	1586.318	3726.219	4761.73	6231.534	8704.651	10592.06	11881.41	13061.62	13866.53	15057.23	16095.59	17259.45	18143.71	18263.47	18670.58	20422.45	23329.8	24791.2	25682.67	26988.41	28056.68	29566.5	30459.63	30731.27	32592.27	33275.61	34096.61	34433.58	34971.96	35017.1	35123.17	35746.31	35868.63	35878.88	36206.42	37002.92	37861.59	38221.79	39189.76	39372.77	40293.27	39284.63	39445.07	40212.87	38670.12	40284.14	34621.32	32457.96	35423.92	32942.83	31930.98	31679.09	31978.29	32631.6	32976.32	32692.64	33093.02	33077.53	32648.73	32313.06	30968.28	31300.4	29579.57	29474.7	29540.05	28885.35	29297.46	29359.59	29727.18	32133.08	30746.52	32563.48	31839.69	32708.81
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDA"	"NTA"	1	-1094.853	-906.5406	969.6284	3098.596	4361.373	4323.774	6055.081	6540.254	6836.52	6639.886	7503.445	7755.338	8110.873	7465.185	8222.013	8169.172	9896.447	10988.31	11065.77	8812.808	8985.75	11104.36	12721.41	13849.65	14810.37	15438.61	16497.51	17275.67	18309.47	19045.41	19044.4	19365.68	21053.61	23882.18	25280.31	26099.88	27375.33	28419.96	29904.78	30778.74	31019.5	32861.31	33540.13	34339.69	34666.17	35195.88	35224.34	35320.9	35926.23	36043.2	36029.09	36356.52	37153.67	38013.3	38375.2	39313.7	39497.75	40419.75	39411.71	39573.15	40325.45	38783.54	40398.13	34735.59	32573.12	35536.59	33055.55	32043.53	31791.55	32093.43	32750.09	33090.76	32807.41	33208.06	33190.86	32748.27	32412.6	31067.82	31399.94	29679.12	29574.24	29639.6	28984.89	29397.01	29459.13	29826.72	32232.62	30846.06	32663.02	31939.23	32808.35
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDF"	"NTA"	1	6489.281	5737.063	5491.33	5764.306	6140.931	6289.456	6497.854	6894.17	7364.586	7814.588	8423.688	8951.885	9214.101	9412.58	9382.152	9619.944	10782.44	11929.43	12817.14	12913.21	13041.42	14231.67	15011.25	15425.33	15724.85	15598.72	15774.1	15768.12	15718.35	15320.99	14379.76	13773.69	14439.58	16330.37	16994.31	16941.05	17569.57	18079.96	19127.01	19557.4	19623.29	21153.21	21756.3	22588.79	22951.54	23424.93	23468.5	23499.7	24196.17	24551.79	24931.55	25693.54	26883.8	28040.2	28619.68	29774.68	30158.65	31345.71	30584.24	30997.17	31992.14	30631.89	32410.43	26894.38	24838.14	27929.33	25561.4	24610.68	24404.47	24804.98	25522.95	25905.99	25628.29	26019.33	25947.55	25445.91	25037.8	23638.89	23933.5	22208.4	22081.38	22141.44	21490.36	21907.67	21942.67	22307.32	24708.6	23318.28	25132.04	24405.3	25271.47
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDFA"	"NTA"	1	14148.65	10460.36	11839.88	14229.23	15752.88	15835.37	17909.74	18893.19	19763.57	20126.93	21714.47	22626.81	23368.68	23051.05	23951.61	23686.75	24806.25	25215.31	24048.21	20886.77	19755.46	20629.39	21150.87	21408.02	21490.75	21249.87	21289.98	21030.53	20853.16	20305.54	19342.5	18658.31	19263.1	21075.7	21684.86	21719.8	22321.88	22813.35	23839.62	24255.78	24421.11	25990.84	26647.36	27526.02	27942.68	28485.05	28590.19	28700.44	29478.87	29938.72	30406.32	31291.78	32610.77	33904.21	34625.7	35902.96	36446.7	37798.32	37206.5	37793.87	38950.91	37787.79	39786.27	34455.12	32599.03	35905.2	33756.89	33037.82	33081.54	33739.38	34749.21	35368.25	35313.58	35879.61	35956.29	35551.41	35277.21	34037.66	34528.82	33007.45	33130.45	33420.82	32969.9	33555.74	33724.34	34215.07	36743.43	35449.94	37327.61	36703.19	37812.37
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YL"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.42192	683.0465	2728.128	4993.354	7436.987	9621.484	12256.34	16181.81	19234.08	21438.22	23374.11	25151.52	27163.34	29408.12	31519.85	33342.61	34926.92	36157.56	37673.59	38989.39	40226.17	41155.68	41940.71	42664.96	44265.38	44699.36	45580.81	45688.35	45886.12	46296.59	46926.68	47110.67	47505.36	47333.25	47863.64	47437.06	47611.73	46894.56	46363.09	46418.7	45583.78	45894.86	44648.34	43896.93	41390.95	38697.73	37365.47	31774.64	19283.57	11751.83	8012.271	7353.701	2323.188	1650.628	1119.398	1103.354	872.1658	46.83102	89.02331	50.90139	51.87458	36.26866	34.0219	31.69501	25.31856	20.91357	11.51663	7.998315	8.339055	8.777634	9.634394	10.30459	12.08164	13.95019	16.9939	20.63484	7.070015
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YN"	"NTA"	1	-1468.632	-1772.225	-1523.853	-1517.249	-1406.715	-1550.267	-1685.407	-1814.982	-1935.423	-2053.696	-2171.802	-2311.024	-2446.255	-2582.455	-2770.353	-2280.827	-604.075	1155.958	2784.455	3841.56	5136.175	7316.605	9031.722	10234.38	11307.01	12156.23	13269.45	14302.26	15416.67	16251.23	16240.04	16578.43	18288.7	21141.47	22515.65	23332.57	24594.54	25554.16	27026.05	27900.03	28129.69	29941.63	30601.55	31345.99	31683.9	32138.89	32147.58	32183.44	32784.12	32792.16	32701.76	32948.11	33556.05	34266.99	34406.38	35165.9	34941.43	35373.59	33422.39	32177.54	31743.93	28202.53	23374.81	15317.4	12166.54	13651.42	9281.127	8019.28	7407.567	7797.471	7892.314	7630.226	7321.95	7689.443	7787.468	7573.818	7373.289	6646.199	6986.918	5864.484	5649.74	5465.767	4622.032	4795.125	4631.106	4308.691	6064.958	4075.483	5441.042	3911.877	3986.666
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YR"	"NTA"	1	0.0143614	0.0463851	0.0967377	0.294968	-0.2079039	0.4428307	0.8434439	1.095228	1.372016	1.335459	1.767715	2.209366	2.818805	4.138288	5.332981	8.993612	17.67278	33.95363	57.61351	97.34959	146.7578	209.2639	289.5343	376.1805	466.5459	564.2824	665.6927	760.3785	863.4992	968.1999	1070.199	1165.681	1261.367	1350.211	1432.317	1509.502	1585.611	1656.695	1730.501	1803.497	1872.204	1935.589	1990.04	2034.063	2082.163	2150.829	2212.016	2276.718	2332.326	2383.909	2421.048	2472.896	2489.43	2519.943	2541.987	2550.559	2542.936	2522.286	2499.547	2479.087	2464.717	2455.771	2451.22	2429.507	2437.294	2442.117	2457.477	2487.329	2512.213	2528.786	2541.018	2554.196	2546.373	2523.29	2518.969	2528.271	2524.306	2523.187	2497.029	2481.416	2469.729	2452.318	2429.932	2420.912	2410.683	2399.761	2388.272	2377.465	2367.171	2358.197	2350.473
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YS"	"NTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.28814	66.99462	89.58113	156.7336	231.9354	310.1093	418.4946	587.5228	813.3097	884.0952	1160.057	1346.832	1860.175	1999.643	2215.496	2670.467	3142.792	3518.166	3779.143	4252.309	4725.69	5204.91	5461.866	5558.38	5803.815	5895.13	5909.96	6189.331	6535.601	6663.342	6930.171	6677.375	6545.287	6931.667	6928.416	7202.766	7464.815	7057.884	7574.539	7555.867	7312.776	7033.304	5978.563	5507.297	4870.338	4313.847	4078.26	2980.178	2403.193	1974.094	2385.094	1996.81	2044.463	1076.801	1287.644	1256.078	849.2145	733.0206	677.2878	826.621	153.2726	445.3328	587.0276	215.622	637.1177	603.7015	357.2197	2327.171	385.1699	1826.29	345.812	559.8359
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CF"	"NTA"	2	5702.481	5554.07	5569.418	5696.351	5876.235	6237.142	6632.81	7069.431	7542.353	8012.676	8498.958	8990.78	9477.315	9977.137	10500.9	11083.19	11771.92	12440.44	13112.06	13675.12	14123.17	14570.46	14918.32	15283.02	15552.07	15864.14	16202.25	16467.15	16805.39	17160.87	17356.48	17515.77	17600.7	17683.76	17715.92	17814.69	17838.26	17904.94	18080.1	18319.23	18527.49	18821.4	19075.4	19073.24	18994.51	18866.17	18712.48	18652.96	18818.39	19045.23	19305.46	19508.85	19611.41	19528.31	19497.41	19557.3	19714.71	19938.54	20305.41	20586.41	20750.12	20902.76	21092.97	21256.38	21473.57	21772.4	21988.56	22130.75	22219.96	22191.3	21979.04	21740.12	21378.19	20864.37	20247.99	19747.17	19248.14	18850.26	18500.41	18427.96	18325.14	18402.35	18572.94	18919.59	19179.24	19422.64	19597.91	19779.86	19863.35	20020.77	20625.19
