version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THO"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1314054	0.4278714	0.8404941	1.785113	6.623053	7.95863	10.09139	10.76442	11.04433	11.11046	12.02954	21.56696	25.79396	29.86309	33.9772	36.51144	39.03824	40.2068	50.96608	61.94194	73.70665	85.40629	95.57558	107.2879	124.5894	131.4378	136.7417	141.9213	143.9594	145.2691	137.9081	135.313	131.2024	127.3936	121.6594	116.3542	110.0576	104.9848	99.70528	94.76121	89.60838	84.54385	79.63741	76.07915	74.19029	73.58796	73.52649	73.35096	73.02538	72.49276	71.70155	71.56886	72.06466	72.13377	71.58575	70.96681	70.12863	68.90561	68.20831	67.83396	67.43597	66.57229	65.60378	63.96343	62.3926	60.75431	59.56495	49.90406	48.01615	45.96895	43.91275	41.73123	39.8583	37.97952	36.10181	34.11515	31.98008	29.7822	27.50642	25.37738	23.5606	21.93945	20.27922	18.69915	17.1209
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCC"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.244094	3.077405	3.828565	3.310738	2.503986	1.55611	0.6839294	8.086624	9.372286	10.83013	11.97352	13.0183	13.77053	13.01041	21.18534	29.36843	37.75117	45.33418	52.1386	59.38121	72.3156	73.5194	74.73948	75.31343	74.91022	73.492	65.15517	60.71076	56.22675	51.54958	46.52276	41.57803	36.4467	31.45255	26.7584	22.41351	18.31413	14.93683	12.08583	9.965475	8.69471	8.264509	8.276217	8.363617	8.747343	9.223921	9.546173	10.03612	10.92069	11.27219	11.15457	10.97205	10.58726	10.02469	10.01653	10.21585	10.27792	9.956703	9.535649	8.487604	7.53132	6.599225	6.050131	5.396631	5.08985	4.60708	4.192945	3.720737	3.411993	3.01033	2.742094	2.470667	2.214698	1.963657	1.746882	1.488509	1.251396	1.018754	0.7942433	0.5730859	0.353737
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCCM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.2464	249.7203	310.6742	268.6544	203.1894	126.2727	55.49839	656.2002	760.527	878.8257	971.6078	1056.388	1117.429	1055.748	1719.113	2383.142	3063.371	3678.704	4230.858	4818.57	5868.148	5965.833	6064.838	6111.412	6078.692	5963.61	5287.105	4926.458	4562.597	4183.062	3775.153	3373.907	2957.518	2552.261	2171.347	1818.775	1486.125	1212.07	980.7216	808.6622	705.5442	670.635	671.585	678.6772	709.8152	748.4877	774.6374	814.3947	886.1747	914.6974	905.1528	890.3423	859.1174	813.4669	812.8047	828.9794	834.0157	807.9504	773.7833	688.7383	611.1393	535.5032	490.9462	437.917	413.0229	373.8479	340.2423	301.9243	276.8708	244.2774	222.511	200.4857	179.7147	159.3436	141.7531	120.7871	101.5462	82.66815	64.44997	46.50385	28.70447
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHW"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1314054	0.4278714	0.8404941	1.785113	3.37896	4.881225	6.262829	7.453678	8.540348	9.554346	11.34561	13.48033	16.42168	19.03296	22.00368	23.49314	25.26771	27.19639	29.78075	32.57351	35.95547	40.07211	43.43699	47.90667	52.2738	57.9184	62.00219	66.60786	69.04921	71.77714	72.75289	74.60226	74.97567	75.84397	75.13664	74.77614	73.61092	73.53226	72.94689	72.34769	71.29425	69.60703	67.55157	66.11367	65.49558	65.32345	65.25027	64.98734	64.27803	63.26884	62.15537	61.53275	61.14397	60.86158	60.43118	59.99476	59.54137	58.88092	58.19178	57.61811	57.15806	56.61559	56.06812	55.47582	54.86129	54.15508	53.51482	44.50743	42.9263	41.36187	39.7198	38.01049	36.4463	34.96919	33.35971	31.64449	29.76538	27.81855	25.75954	23.88887	22.30921	20.9207	19.48498	18.12607	16.76716
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHWM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	12.22293	39.79932	78.18024	166.0458	314.3007	454.0369	582.5496	693.3187	794.3976	888.7166	1055.334	1253.9	1527.495	1770.389	2046.717	2185.262	2350.326	2529.727	2770.116	3029.89	3344.47	3727.388	4040.378	4456.134	4862.352	5387.396	5767.258	6195.663	6422.75	6676.494	6767.255	6939.279	6974.012	7054.778	6988.985	6955.452	6847.067	6839.75	6785.301	6729.565	6631.577	6474.636	6283.444	6149.695	6092.203	6076.191	6069.384	6044.928	5978.949	5885.078	5781.506	5723.591	5687.428	5661.161	5621.127	5580.533	5538.36	5476.927	5412.825	5359.463	5316.671	5266.212	5215.289	5160.195	5103.032	5037.344	4977.788	4139.948	3992.875	3847.357	3694.617	3535.622	3390.126	3252.729	3103.02	2943.475	2768.687	2587.598	2396.075	2222.071	2075.136	1945.981	1812.434	1686.032	1559.631
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	12.22293	39.79932	78.18024	166.0458	577.5471	703.7572	893.2238	961.9731	997.587	1014.989	1110.833	1910.1	2288.022	2649.215	3018.324	3241.65	3467.755	3585.474	4489.229	5413.032	6407.841	7406.092	8271.236	9274.704	10730.5	11353.23	11832.1	12307.08	12501.44	12640.1	12054.36	11865.74	11536.61	11237.84	10764.14	10329.36	9804.585	9392.011	8956.647	8548.341	8117.702	7686.706	7264.166	6958.357	6797.747	6746.826	6740.969	6723.605	6688.765	6633.565	6556.144	6537.986	6573.603	6575.858	6526.28	6470.875	6397.478	6290.394	6225.63	6188.443	6150.687	6074.163	5989.072	5848.933	5714.171	5572.847	5468.734	4577.865	4405.898	4221.205	4034.859	3837.546	3666.997	3497.007	3325.531	3143.961	2948.401	2746.941	2537.828	2342.858	2176.682	2028.649	1876.884	1732.536	1588.335
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CH"	"NTTA"	1	431.218	400.0016	320.1896	301.0334	276.3521	270.1605	256.1292	245.873	227.0944	213.9233	204.1103	193.469	183.2709	158.9187	147.8853	135.3037	123.7548	122.1709	121.4314	121.1858	122.2395	122.8474	123.6774	123.132	123.2012	122.7221	122.5309	121.8866	121.5117	120.5719	119.8297	119.3638	118.9808	119.0537	119.0993	118.4094	117.0245	116.654	115.891	115.3496	115.8532	116.7803	117.8578	120.3661	124.2344	128.5707	134.7893	140.6337	146.2889	151.0547	156.0819	160.0038	164.0373	167.4198	170.872	174.0736	177.8457	182.3394	188.1039	194.8996	202.2762	209.604	217.175	225.6631	233.5388	248.1183	254.7061	260.7854	263.5406	264.1045	261.0475	258.4796	254.5343	250.9412	247.1377	244.3131	240.6799	236.7093	232.1465	227.722	222.7326	217.3096	212.1859	207.4728	202.6017	192.4238	187.4052	183.0353	179.0141	174.4539	184.8695
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCC"	"NTTA"	1	322.0185	295.2341	219.8686	203.5941	180.0276	172.1946	156.4957	143.1605	121.8722	104.5388	90.71648	75.52615	61.56059	33.67739	21.8513	10.22753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03E-18	8.02E-18	8.07E-18	8.0E-18	8.0E-18	7.96E-18	7.97E-18	8.02E-18	8.03E-18	7.99E-18	7.95E-18	7.95E-18	7.92E-18	7.88E-18	7.85E-18	7.88E-18	7.9E-18	7.92E-18	7.93E-18	7.99E-18	8.0E-18	7.98E-18	8.0E-18	7.97E-18	7.94E-18	7.98E-18	7.96E-18	7.93E-18	7.91E-18	7.85E-18	7.86E-18	7.76E-18	7.76E-18	7.72E-18	7.7E-18	7.7E-18	7.66E-18	7.65E-18	7.61E-18	7.56E-18	7.56E-18	7.56E-18	7.32E-18	7.11E-18	6.88E-18	6.66E-18	6.41E-18	6.31E-18	6.32E-18	6.4E-18	6.51E-18	6.29E-18	5.77E-18	4.53E-18	2.46E-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCCM"	"NTTA"	1	26130.64	23957.18	17841.54	16520.92	14608.59	13972.97	12699.06	11616.96	9889.487	8482.942	7361.313	6128.674	4995.418	2732.799	1773.154	829.9272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52E-16	6.51E-16	6.55E-16	6.49E-16	6.49E-16	6.46E-16	6.47E-16	6.51E-16	6.52E-16	6.49E-16	6.45E-16	6.45E-16	6.43E-16	6.39E-16	6.37E-16	6.39E-16	6.41E-16	6.43E-16	6.44E-16	6.48E-16	6.49E-16	6.48E-16	6.49E-16	6.47E-16	6.44E-16	6.48E-16	6.46E-16	6.44E-16	6.41E-16	6.37E-16	6.38E-16	6.3E-16	6.3E-16	6.27E-16	6.25E-16	6.25E-16	6.21E-16	6.21E-16	6.18E-16	6.13E-16	6.13E-16	6.13E-16	5.94E-16	5.77E-16	5.58E-16	5.4E-16	5.2E-16	5.12E-16	5.13E-16	5.19E-16	5.29E-16	5.1E-16	4.68E-16	3.68E-16	1.99E-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHW"	"NTTA"	1	109.1995	104.7675	100.3211	97.43923	96.32448	97.9659	99.63354	102.7125	105.2222	109.3846	113.3939	117.9429	121.7103	125.2413	126.034	125.0762	123.7548	122.1709	121.4314	121.1858	122.2395	122.8474	123.6774	123.132	123.2012	122.7221	122.5309	121.8866	121.5117	120.5719	119.8297	119.3638	118.9808	119.0537	119.0993	118.4094	117.0245	116.654	115.891	115.3496	115.8532	116.7803	117.8578	120.3661	124.2344	128.5707	134.7893	140.6337	146.2889	151.0547	156.0819	160.0038	164.0373	167.4198	170.872	174.0736	177.8457	182.3394	188.1039	194.8996	202.2762	209.604	217.175	225.6631	233.5387	248.1183	254.7061	260.7854	263.5406	264.1045	261.0475	258.4796	254.5343	250.9412	247.1377	244.3131	240.6799	236.7093	232.1465	227.722	222.7326	217.3096	212.1859	207.4728	202.6017	192.4238	187.4052	183.0353	179.0141	174.4539	184.8695
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHWM"	"NTTA"	1	10157.41	9745.156	9331.567	9063.506	8959.814	9112.495	9267.613	9554.007	9787.45	10174.62	10547.56	10970.69	11321.13	11649.57	11723.31	11634.21	11511.3	11363.97	11295.19	11272.34	11370.35	11426.9	11504.1	11453.37	11459.81	11415.24	11397.45	11337.52	11302.65	11215.23	11146.2	11102.86	11067.24	11074.02	11078.26	11014.08	10885.27	10850.81	10779.83	10729.47	10776.32	10862.55	10962.78	11196.09	11555.91	11959.26	12537.7	13081.32	13607.36	14050.65	14518.27	14883.07	15258.26	15572.89	15894.0	16191.81	16542.68	16960.67	17496.86	18128.97	18815.13	19496.73	20200.97	20990.51	21723.07	23079.22	23692.0	24257.47	24513.75	24566.21	24281.86	24042.99	23676.01	23341.8	22988.0	22725.27	22387.32	22017.99	21593.57	21182.02	20717.92	20213.48	19736.89	19298.5	18845.41	17898.69	17431.87	17025.4	16651.36	16227.18	17196.01
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PH"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5905538	2.666067	6.163951	12.88034	26.22887	34.85391	40.71579	44.79367	44.9479	43.48545	42.67738	44.46609	46.7125	49.50842	55.25443	69.82961	75.90446	83.9191	90.62003	93.49902	97.74429	103.0702	109.5767	116.3555	126.616	134.767	145.1868	147.8369	152.5121	151.3555	141.5101	138.2802	134.1472	131.5871	130.7349	131.0767	131.6886	133.607	135.7653	137.3553	139.865	142.5176	145.248	147.5181	150.1097	152.3494	155.1303	156.1588	156.9387	158.7102	161.9194	166.4223	172.8485	180.4028	188.3676	195.5145	204.1974	213.7985	222.8472	233.3753	241.4633	246.7994	249.2897	248.0932	243.7027	238.597	232.699	215.7119	209.6216	204.0668	200.6154	197.0257	192.7135	188.1835	183.0493	176.6943	169.7521	162.7592	154.831	147.091	141.6684	136.8357	132.258	127.6225	35.49722
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCC"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.802022	3.304711	2.81472	2.298171	1.68838	1.048472	0.1517522	0.367449	0.4952452	0.7718798	1.006556	1.167275	1.286638	5.479566	9.33846	11.0242	13.63019	16.65517	19.94642	23.83133	30.12999	33.92362	41.20318	41.32475	43.53358	44.44429	40.45798	38.18135	35.15078	32.57421	29.76981	27.20648	24.55944	22.19243	19.75819	17.49618	15.22805	13.24418	11.65061	10.2543	9.270244	8.557783	8.030817	7.244881	6.676208	6.147589	5.749991	5.467454	5.506601	5.399754	5.213068	5.093085	5.024965	4.8811	4.819067	4.791692	4.655972	4.501586	4.520262	4.466934	4.327879	4.252258	4.164152	3.9174	3.761041	3.569759	3.364344	3.119441	2.926462	2.622519	2.342548	2.022293	1.683289	1.315227	1.017264	0.6837727	0.4231235	0.229412	0.0963784	6.61E-14	-0.0551152
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCCM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.5203	268.1653	228.4043	186.4882	137.0059	85.07969	12.31414	29.81716	40.18735	62.63525	81.67835	94.72015	104.406	444.6469	757.7821	894.574	1106.041	1351.507	1618.58	1933.826	2444.939	2752.779	3343.489	3353.354	3532.592	3606.493	3283.019	3098.278	2852.358	2643.279	2415.712	2207.707	1992.91	1800.835	1603.306	1419.752	1235.701	1074.717	945.405	832.0996	752.2467	694.4331	651.6717	587.8958	541.7501	498.8546	466.5909	443.6641	446.8407	438.1705	423.0216	413.2854	407.7577	396.0836	391.0499	388.8284	377.8152	365.2874	366.8029	362.4756	351.1917	345.0554	337.9058	317.8828	305.1948	289.673	273.0044	253.1313	237.4718	212.8079	190.0893	164.1018	136.5928	106.7259	82.5473	55.48568	34.33494	18.61595	7.820755	5.36E-12	-4.472398
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHW"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5905538	2.666067	6.163951	12.88034	22.42684	31.5492	37.90107	42.49549	43.25952	42.43698	42.52563	44.09864	46.21725	48.73653	54.24788	68.66232	74.61782	78.43953	81.28157	82.47482	84.11409	86.41499	89.63025	92.52419	96.48599	100.8434	103.9836	106.5121	108.9786	106.9112	101.0521	100.0989	98.99638	99.01291	100.9651	103.8702	107.1291	111.4146	116.0071	119.8592	124.637	129.2734	133.5974	137.2638	140.8394	143.7917	147.0995	148.9139	150.2625	152.5626	156.1694	160.9548	167.3419	175.003	183.1545	190.4215	199.1725	208.9174	218.0281	228.5836	236.8074	242.2978	244.7694	243.6263	239.3748	234.3447	228.5349	211.7945	205.8605	200.497	197.251	193.9063	189.787	185.561	180.7068	174.672	168.0688	161.444	153.8137	146.4072	141.2453	136.6063	132.1616	127.6225	35.55234
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHWM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	54.93155	247.9895	573.3523	1198.091	2086.078	2934.612	3525.444	3952.803	4023.871	3947.361	3955.606	4101.923	4298.99	4533.326	5045.975	6386.764	6940.726	7296.21	7560.568	7671.561	7824.041	8038.063	8337.138	8606.322	8974.838	9380.151	9672.24	9907.436	10136.86	9944.556	9399.565	9310.896	9208.347	9209.884	9391.473	9661.693	9964.83	10363.45	10790.63	11148.94	11593.36	12024.63	12426.83	12767.87	13100.46	13375.07	13682.75	13851.52	13976.97	14190.92	14526.41	14971.54	15565.64	16278.26	17036.49	17712.43	18526.43	19432.87	20280.32	21262.16	22027.11	22537.81	22767.72	22661.39	22265.93	21798.04	21257.63	19700.49	19148.53	18649.63	18347.7	18036.58	17653.42	17260.33	16808.8	16247.47	15633.25	15017.04	14307.29	13618.36	13138.21	12706.71	12293.28	11871.06	3306.972
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	54.93155	247.9895	573.3523	1198.091	2394.598	3202.777	3753.848	4139.292	4160.876	4032.44	3967.92	4131.741	4339.178	4595.961	5127.653	6481.484	7045.132	7740.856	8318.35	8566.135	8930.081	9389.57	9955.717	10540.15	11419.78	12132.93	13015.73	13260.79	13669.45	13551.05	12682.58	12409.17	12060.71	11853.16	11807.18	11869.4	11957.74	12164.29	12393.94	12568.69	12829.06	13099.34	13372.23	13599.97	13852.71	14069.5	14334.42	14439.42	14518.72	14689.77	14993.0	15415.2	16012.48	16716.43	17459.51	18125.72	18934.18	19828.96	20671.37	21650.99	22404.93	22903.1	23134.52	23023.87	22617.12	22143.1	21595.53	20018.37	19453.73	18939.3	18620.71	18289.71	17890.89	17473.14	16998.89	16411.57	15769.85	15123.76	14389.84	13673.84	13172.55	12725.33	12301.1	11871.06	3302.5
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THI"	"NTTA"	1	431.218	400.0016	320.1896	301.0334	276.3521	270.1605	255.662	243.5159	221.5018	201.8565	183.7529	165.611	150.5989	122.8853	111.9708	100.8965	90.4062	88.69194	87.80761	86.80299	84.22677	71.02185	66.35863	62.14124	59.84363	58.67936	57.71756	55.91652	53.15345	50.32018	46.62584	43.3582	41.11782	40.22231	38.84174	41.04479	45.94743	46.98507	47.10073	46.68136	45.55038	43.89878	41.94119	40.84056	40.76273	41.52405	43.20727	44.25603	45.19432	46.09303	47.90322	49.09644	50.02422	51.93686	53.87043	54.35336	54.13002	53.79249	53.62671	53.21985	53.05952	53.54496	53.03538	52.16494	51.33541	55.8079	54.88176	55.96421	56.79998	58.89815	60.43666	62.99472	65.06133	66.7767	67.98563	69.68121	68.7388	67.14198	66.01581	65.09638	64.12177	63.48476	63.62521	63.94818	64.97274	60.58115	59.63427	58.75001	57.87603	56.60424	157.8073
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICC"	"NTTA"	1	322.0185	295.2341	219.8686	203.5941	180.0276	172.1946	156.4957	143.1605	121.8722	104.5388	90.71648	75.52615	61.56059	33.67739	21.8513	10.22753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03E-18	8.02E-18	8.07E-18	8.0E-18	8.0E-18	7.96E-18	7.97E-18	8.02E-18	8.03E-18	7.99E-18	7.95E-18	7.95E-18	7.92E-18	7.88E-18	7.85E-18	7.88E-18	7.9E-18	7.92E-18	7.93E-18	7.99E-18	8.0E-18	7.98E-18	8.0E-18	7.97E-18	7.94E-18	7.98E-18	7.96E-18	7.93E-18	7.91E-18	7.85E-18	7.86E-18	7.76E-18	7.76E-18	7.72E-18	7.7E-18	7.7E-18	7.66E-18	7.65E-18	7.61E-18	7.56E-18	7.56E-18	7.56E-18	7.32E-18	7.11E-18	6.88E-18	6.66E-18	6.41E-18	6.31E-18	6.32E-18	6.4E-18	6.51E-18	6.29E-18	5.77E-18	4.53E-18	2.46E-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICCM"	"NTTA"	1	26130.64	23957.18	17841.54	16520.92	14608.59	13972.97	12699.06	11616.96	9889.487	8482.942	7361.313	6128.674	4995.418	2732.799	1773.154	829.9272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52E-16	6.51E-16	6.55E-16	6.49E-16	6.49E-16	6.46E-16	6.47E-16	6.51E-16	6.52E-16	6.49E-16	6.45E-16	6.45E-16	6.43E-16	6.39E-16	6.37E-16	6.39E-16	6.41E-16	6.43E-16	6.44E-16	6.48E-16	6.49E-16	6.48E-16	6.49E-16	6.47E-16	6.44E-16	6.48E-16	6.46E-16	6.44E-16	6.41E-16	6.37E-16	6.38E-16	6.3E-16	6.3E-16	6.27E-16	6.25E-16	6.25E-16	6.21E-16	6.21E-16	6.18E-16	6.13E-16	6.13E-16	6.13E-16	5.94E-16	5.77E-16	5.58E-16	5.4E-16	5.2E-16	5.12E-16	5.13E-16	5.19E-16	5.29E-16	5.1E-16	4.68E-16	3.68E-16	1.99E-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHW"	"NTTA"	1	109.1995	104.7675	100.3211	97.43923	96.32448	97.9659	99.16635	100.3554	99.62955	97.31773	93.03642	90.08481	89.03835	89.20788	90.11952	90.66895	90.4062	88.69194	87.80761	86.80299	84.22677	71.02185	66.35863	62.14124	59.84363	58.67936	57.71756	55.91652	53.15345	50.32018	46.62584	43.3582	41.11782	40.22231	38.84174	41.04479	45.94743	46.98507	47.10073	46.68136	45.55038	43.89878	41.94119	40.84056	40.76273	41.52405	43.20727	44.25603	45.19432	46.09303	47.90322	49.09644	50.02422	51.93686	53.87043	54.35336	54.13002	53.79249	53.62671	53.21985	53.05952	53.54496	53.03538	52.16494	51.33541	55.8079	54.88176	55.96421	56.79998	58.89815	60.43666	62.99472	65.06133	66.7767	67.98563	69.68121	68.7388	67.14198	66.01581	65.09638	64.12177	63.48476	63.62521	63.94818	64.97274	60.58115	59.63427	58.75001	57.87603	56.60424	157.8073
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHWM"	"NTTA"	1	10157.41	9745.156	9331.567	9063.506	8959.814	9112.495	9224.156	9334.761	9267.242	9052.204	8653.969	8379.419	8282.08	8297.85	8382.648	8433.754	8409.314	8249.858	8167.601	8074.154	7834.521	6606.24	6172.48	5780.192	5566.475	5458.178	5368.714	5201.187	4944.174	4680.632	4336.996	4033.05	3824.656	3741.359	3612.942	3817.863	4273.892	4370.41	4381.168	4342.16	4236.959	4083.333	3901.244	3798.866	3791.626	3862.442	4019.011	4116.563	4203.84	4287.435	4455.814	4566.803	4653.103	4831.011	5010.865	5055.787	5035.012	5003.616	4988.195	4950.351	4935.437	4980.592	4933.191	4852.226	4775.065	5191.083	5104.936	5205.623	5283.364	5478.529	5621.636	5859.58	6051.809	6211.368	6323.819	6481.537	6393.877	6245.345	6140.592	6055.07	5964.415	5905.162	5918.226	5948.268	6043.569	5635.076	5547.0	5464.75	5383.455	5265.157	14678.76
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIM"	"NTTA"	1	36288.05	33702.34	27173.1	25584.43	23568.4	23085.46	21923.21	20951.72	19156.73	17535.15	16015.28	14508.09	13277.5	11030.65	10155.8	9263.681	8409.314	8249.858	8167.601	8074.154	7834.521	6606.24	6172.48	5780.192	5566.475	5458.178	5368.714	5201.187	4944.174	4680.632	4336.996	4033.05	3824.656	3741.359	3612.942	3817.863	4273.892	4370.41	4381.168	4342.16	4236.959	4083.333	3901.244	3798.866	3791.626	3862.442	4019.011	4116.563	4203.84	4287.435	4455.814	4566.803	4653.103	4831.011	5010.865	5055.787	5035.012	5003.616	4988.195	4950.351	4935.437	4980.592	4933.191	4852.226	4775.065	5191.083	5104.936	5205.623	5283.364	5478.529	5621.636	5859.58	6051.809	6211.368	6323.819	6481.537	6393.877	6245.345	6140.592	6055.07	5964.415	5905.162	5918.226	5948.268	6043.569	5635.076	5547.0	5464.75	5383.455	5265.157	14678.76
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THO"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.1233634	0.3090203	0.5713404	0.8135167	5.87143	6.995854	8.043821	8.760268	9.033408	9.078241	9.328794	10.98712	13.0887	15.1256	17.24175	18.00406	18.5857	22.9283	27.26243	29.45632	32.93099	37.10009	41.21843	46.10384	53.4121	58.76141	67.32377	69.00545	72.25459	73.99089	70.433	68.61127	65.3569	62.91888	60.43209	58.19513	55.77192	54.08149	52.29367	50.30868	48.283	46.13998	44.15338	42.55646	41.93101	41.44206	41.11716	40.6758	39.93711	38.98991	38.20371	37.87535	38.37137	38.72306	39.15088	39.45553	40.05779	40.30035	40.64384	41.06491	41.639	41.97824	42.54911	42.88689	43.09187	43.11215	43.22606	31.54738	30.46955	29.4349	28.67426	27.45841	26.58284	25.55792	24.43853	22.8695	21.19141	19.23456	17.20198	15.24829	13.89746	12.55041	11.11987	9.772744	8.435063
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCC"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.802022	3.304711	2.81472	2.298171	1.68838	1.048472	0.1517522	0.367449	0.4952452	0.7718798	1.006556	1.167275	1.286638	5.479566	9.33846	11.0242	13.63019	16.65517	19.94642	23.83133	30.12999	33.92362	41.20318	41.32475	43.53358	44.44429	40.45798	38.18135	35.15078	32.57421	29.76981	27.20648	24.55944	22.19243	19.75819	17.49618	15.22805	13.24418	11.65061	10.2543	9.270244	8.557783	8.030817	7.244881	6.676208	6.147589	5.749991	5.467454	5.506601	5.399754	5.213068	5.093085	5.024965	4.8811	4.819067	4.791692	4.655972	4.501586	4.520262	4.466934	4.327879	4.252258	4.164152	3.9174	3.761041	3.569759	3.364344	3.119441	2.926462	2.622519	2.342548	2.022293	1.683289	1.315227	1.017264	0.6837727	0.4231235	0.229412	0.0963784	6.61E-14	-0.0551152
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCCM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.5203	268.1653	228.4043	186.4882	137.0059	85.07969	12.31414	29.81716	40.18735	62.63525	81.67835	94.72015	104.406	444.6469	757.7821	894.574	1106.041	1351.507	1618.58	1933.826	2444.939	2752.779	3343.489	3353.354	3532.592	3606.493	3283.019	3098.278	2852.358	2643.279	2415.712	2207.707	1992.91	1800.835	1603.306	1419.752	1235.701	1074.717	945.405	832.0996	752.2467	694.4331	651.6717	587.8958	541.7501	498.8546	466.5909	443.6641	446.8407	438.1705	423.0216	413.2854	407.7577	396.0836	391.0499	388.8284	377.8152	365.2874	366.8029	362.4756	351.1917	345.0554	337.9058	317.8828	305.1948	289.673	273.0044	253.1313	237.4718	212.8079	190.0893	164.1018	136.5928	106.7259	82.5473	55.48568	34.33494	18.61595	7.820755	5.36E-12	-4.472398
