version	doi	BK1	BK2	CR1	D1	D2	D3	D4	D5	D6	D7	PD1	PD2	PD3	PD4	PD5	gruppeTR	filter_fp	wwwfpRES	wmob	tp	gs	RR_GS	ns	RR_NS	Regular	RR_RS	breakoff	dog	don	DogRR	DonRR	do	DoRR	mm	multim	dur1m	Home	smph	mobility	PRE_1	mob2	male	PRE_2	abbs12	v0tr	v6tr	v99tr	v99u6tr	a50p	re1	sowie1	tnf1	IAsmhs
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	4	26	0	2	2	2	31	927	1	24	2	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	15.45	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	1	1	25	0	2	1	2	31	1299	0	24	1	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	21.65	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	29	0	2	2	2	31	838	1	24	3	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.966666666666667	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	38	0	1	2	2	31	1296	0	24	3	1	1.9129423176653315	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	21.6	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2		3	26	0	2	1	2	31	1063	2	24	1	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.716666666666665	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	18	1	3	1	2	31	1098	1	24	2	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.3	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	24	0	3	2	2	31	898	1	24	2	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.966666666666667	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	0	3	21	0	2	1	2	31	842	1	24	2	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.033333333333333	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5	2	1	1	36	0	1	2	2	31	879	0	24	0	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.65	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	30	0	2	3	2	31	1086	1	24	3	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.1	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	2		0	2	1	2	31	900	3	24	2	1	0.7911506365016746	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	15.0	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	26	0	2	2	2	31	1854	1	24	0	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	30.9	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	2	1	3	34	0	3	1	2	31	1175	3	24	1	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.583333333333332	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1		3	23	0	2	2	2	31	1611	3	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	26.85	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	1	3	30	0	2	3	2	31	1001	1	24	3	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.683333333333334	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	36	0	2	2	2	31	1529	0	24	1	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	25.483333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	28	0	3	2	2	31	1228	2	24	2	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	20.466666666666665	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	21	0	2	1	2	31	1843	0	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	30.716666666666665	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5	2	0	4	24	0	3	2	2	31	971	3	24	2	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	16.183333333333334	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		2	1	3	26	0	3	2	2	31	859	1	24	3	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.316666666666666	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	1	36	0	1	2	2	31	1865	0	24	3	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	31.083333333333332	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	19	0	1	2	2	31	662	1	24	3	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.033333333333333	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	19	0	1	2	2	31	1099	2	24	3	1	1.289240172428941	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.316666666666666	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	1	2	18	0	2	1	2	31	1305	3	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	21.75	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	1	18	1			2	31	873	2	24	2	1	0.7219758280819963	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.55	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	43	0	2	2	2	31	1315	5	24	1	1	0.9419391718489608	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	21.916666666666668	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	26	0	2	2	2	31	904	1	24	0	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.066666666666666	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	21	0	1	2	2	31	1062	5	24	2	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.7	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	21	1	2	2	2	31	747	2	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.45	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	3	23	0	2	2	2	31	813	0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.55	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3		0	2	2	2	31	1055	2	24	2	1	1.1370415057800287	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.583333333333332	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1		3	25	0	2	2	2	31	1626	8	24	2	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	27.1	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	2	1	3	21	0	2	3	2	31	969	13	24	2	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.15	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	1	36	0	1	2	2	31	953	2	24	3	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	15.883333333333333	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	0	3	23	0	2	1	2	31	1555	1	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	25.916666666666668	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	2	1	2	30	0	1	2	2	31	690	7	24	0	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	11.5	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				1		0	1	2	2	31	527	41	24	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	8.783333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	1	4	21	0	2	1	2	31	717	1	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	11.95	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	1	2	28	0	1	2	2	32		2	24	1	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1		1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	32	0	3	1	2	31	1214	0	24	2	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	20.233333333333334	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	1	3	32	0	2	1	2	31	922	0	24	2	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.366666666666667	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	24	0	2	2	2	31	848	0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.133333333333333	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			3		0	2	2	2	31	558	31	24	3	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.3	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	1	1	40	0	1	2	2	31	684	1	24	2	1	1.331020481238881	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	11.4	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	0	3	31	0	2	2	2	31	1149	1	24	3	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.15	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	0	3	25	0	1	2	2	31	778	11	24	1	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.966666666666667	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	3	23	0	2	2	2	31	963	0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.05	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	0	3	24	0	2	1	2	31	1121	0	24	1	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.683333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	62	0	2	2	2	31	1123	16	24	3	1	1.4154535067488039	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.716666666666665	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	30	0	1	2	2	31	1387	2	24	3	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	23.116666666666667	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	2	0	4	20	0	3	1	2	31	802	1	24	2	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	13.366666666666667	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	27	0	2	1	2	31	1049	1	24	3	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.483333333333334	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	22	0	1	2	2	31	709	1	24	3	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	11.816666666666666	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	2	26	0	2	2	2	31	1015	0	24	3	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	16.916666666666668	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	1	3	26	0	2	1	2	31	815	0	24	1	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.583333333333334	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1		3	37	0	2	2	2	31	1369	10	24	2	1	0.9419391718489608	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	22.816666666666666	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	26	0	2	2	2	31	1916	1	24	1	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	31.933333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	29	0	3	1	2	31	986	2	24	0	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.433333333333334	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	2	0	3	22	0	1	2	2	31	810	13	24	2	1	1.289240172428941	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.5	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	29	0	2	2	2	31	1183	0	24	0	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.716666666666665	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	22	0	3	1	2	31	1423	2	24	2	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	23.716666666666665	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	4	20	0	3	1	2	31	951	1	24	1	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	15.85	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	40	0	2	2	2	31	782	2	24	2	1	0.9419391718489608	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.033333333333333	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	26	0	2	1	2	31	881	0	24	1	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.683333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	3	22	0	2	1	2	31	1311	3	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	21.85	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	2	0	3	28	0	1	1	2	31	1370	0	24	1	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	22.833333333333332	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
