version	doi	court_source	court_target	year_source	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2000"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2001"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2002"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2003"	47.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2004"	38.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2005"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2006"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2007"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2008"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2009"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2010"	51.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2011"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2012"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2013"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2014"	35.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2015"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2016"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2017"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"DEU"	"2018"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"DEU"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"DEU"	"2004"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"DEU"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"DEU"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"DEU"	"1975"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"DEU"	"2006"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"DEU"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"DEU"	"2011"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"DEU"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"DEU"	"1996"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"DEU"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1965"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1973"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1984"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1991"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"1994"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"DEU"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"DEU"	"2009"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1983"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1985"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1987"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1988"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1989"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1990"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1992"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1994"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1996"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"1999"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2000"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2002"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2003"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2004"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2005"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ECHR"	"2012"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2000"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"CZE"	"ECHR"	"2015"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1996"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"1999"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2007"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ESP"	"ECHR"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1971"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1975"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2003"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2009"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2010"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ECHR"	"2012"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1956"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1960"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1969"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1971"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1972"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1973"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1975"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1976"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1977"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1978"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1984"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1985"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1987"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1990"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1994"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1995"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1996"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"1999"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2000"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2001"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2002"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2003"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2004"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2005"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2006"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2008"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2009"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2010"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2011"	43.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2012"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2013"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"GER"	"ECHR"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2010"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2011"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2012"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2013"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"HUN"	"ECHR"	"2014"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1976"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1987"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2007"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2010"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2014"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ITA"	"ECHR"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"1994"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"1999"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2003"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2004"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2006"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2010"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LTU"	"ECHR"	"2014"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2000"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2001"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2002"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2003"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2004"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2005"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2006"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2007"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2010"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"LVA"	"ECHR"	"2011"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"1986"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"1991"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"1994"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"1998"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2004"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2005"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2009"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2011"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2012"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2013"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"MLT"	"ECHR"	"2014"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"ECHR"	"1988"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"ECHR"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"ECHR"	"1999"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"ECHR"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"1998"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"2001"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"2005"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"2010"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ROU"	"ECHR"	"2013"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1992"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1996"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1998"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"1999"	25.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2000"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2001"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2002"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2003"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2004"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2005"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2006"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2008"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2009"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2010"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2011"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"SVN"	"ECHR"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ESP"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"AUT"	"ESP"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1952"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1956"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1958"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1959"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1961"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1969"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1971"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1973"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1975"	2.0
