version	doi	court_source	court_target	year_source	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1951"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1952"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1953"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1956"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1957"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1958"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1960"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1962"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1964"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1966"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1967"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1969"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1970"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1972"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1975"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1976"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1977"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1978"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1981"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1982"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1984"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1986"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1987"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1990"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1991"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1992"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1994"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1995"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1998"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"1999"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2000"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2003"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2004"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2005"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2006"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2007"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2008"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2010"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2012"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2013"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2015"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"AUT"	"2017"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1959"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1967"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1968"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1970"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1971"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1975"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1976"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1978"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1979"	91.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1980"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1981"	30.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1982"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1983"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1984"	104.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1985"	81.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1986"	38.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1987"	58.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1988"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1989"	83.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1990"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1991"	106.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1992"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1993"	115.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1994"	57.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1995"	76.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1996"	71.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1997"	77.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1998"	57.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"1999"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2000"	113.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2001"	135.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2002"	61.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2003"	55.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2004"	44.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2005"	64.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2006"	91.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2007"	53.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2008"	81.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2009"	71.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2010"	85.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2011"	70.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2012"	38.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2013"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2014"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2015"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2016"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"AUT"	"2017"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1963"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1964"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1966"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1973"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1974"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1975"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1976"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1977"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1978"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1979"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1980"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1981"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1982"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1983"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1984"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1985"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1986"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1987"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1988"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1989"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1990"	26.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1991"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1992"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1993"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1994"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1995"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1996"	81.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1997"	57.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1998"	37.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"1999"	88.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2000"	54.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2001"	22.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2002"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2003"	143.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2004"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2005"	37.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2006"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2007"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2008"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2009"	37.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2010"	59.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2011"	30.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2012"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2013"	38.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2014"	39.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2015"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2016"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2017"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"AUT"	"2018"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"AUT"	"1995"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"AUT"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"AUT"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"PRT"	"AUT"	"2014"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1974"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1976"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1977"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1978"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1981"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1982"	34.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1983"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1984"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1985"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1986"	9.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1987"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1988"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1989"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1990"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1991"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1992"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1993"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1994"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1995"	26.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1996"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1997"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1998"	30.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"1999"	28.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2000"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2001"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2002"	50.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2003"	43.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2004"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2005"	44.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2006"	56.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2007"	67.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2008"	71.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2009"	85.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2010"	95.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2011"	56.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2012"	39.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2013"	61.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2014"	45.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2015"	32.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2016"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2017"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"BEL"	"2018"	20.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1968"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1975"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1976"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1978"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1979"	26.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1980"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1981"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1982"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1983"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1984"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1985"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1986"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1987"	18.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1988"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1989"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1990"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1991"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1992"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1993"	56.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1994"	100.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1995"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1996"	29.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1997"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1998"	33.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"1999"	44.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2000"	121.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2001"	97.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2002"	82.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2003"	105.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2004"	106.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2005"	127.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2006"	198.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2007"	139.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2008"	112.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2009"	254.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2010"	190.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2011"	201.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2012"	148.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2013"	183.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2014"	126.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2015"	30.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2016"	80.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2017"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BEL"	"2018"	28.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"BUL"	"1997"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"BUL"	"2010"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"BUL"	"2016"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1968"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1976"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1980"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1986"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1992"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1993"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1996"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1997"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"BUL"	"1998"	2.0
