version	doi	A1	A2	A3	A4a	A4b	A4c	A5a	A5b	C01	C02	C03	C04	age	D02	D03	D04	D05	D06	D07a	D08	D09	D11	D14	D15	D16	D19	D20	Q01	Q02	Q03	Q04a	Q04b	Q04c	Q04d	Q04e	Q04f	Q04g	Q05a	Q05b	Q05c	Q05d	Q05e	Q06a	Q06b	Q06c	Q06d	Q07	Q08	Q09	Q10a	Q10b	Q11	Q12LH_a	Q12LH_b	Q12LH_d	Q13a	Q13b	Q14a	Q14b	Q15a	Q15b	Q15c	Q15d	Q15e	Q15f	Q16a	Q16b	Q16c	Q16d	Q16e	Q16f	Q17a	Q17b	Q17c	Q17d	Q17e	Q17f	Q18	Q21	Q22a	Q22b	Q22c	Q22d
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	676	13	1	10	28	2017	0.69036	0.7321340020820039	2	9	9	3	6	2	2	1	2	7	9	9	13	3	1	1	44	1	2	2	3	3	4	4	2	4	4	3	4	2	3	3	3	3	4	3	1	2	2	1	2	5	99	3	1	2	2	1	2	3	2	4	7	3	1	6	1	5	9	4	2	6	4	4	6	7	4	5	4	5	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	677	52	2	10	28	2017	0.95717	1.015088798268775	2	9	9	1	5	1	2	1	1	1	1	3	12	1	1	5	44	3	2	3	3	2	4	4	2	5	5	4	4	2	4	2	4	4	4	4	1	3	4	1	2	5	99	3	1	1	2	1	1	4	4	7	4	2	3	5	5	7	5	1	3	4	4	5	6	9	3	5	4	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	678	211	2	11	19	2017	1.33861	1.4196099086375098	2	9	9	1	4	2	2	1	2	2	1	2	77	1	1	1	996	4	3	3	3	2	4	3	4	2	3	2	2	2	2	4	2	1	2	2	1	2	2	3	3	5	99	4	1	3	2	1	1	4	4	4	3	6	2	2	2	5	3	6	2	3	2	2	5	5	1	98	2	5	1	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	679	315	1	10	24	2017	0.22515	0.3923888706911487	1	2	2	9	6	1	2	1	2	1	4	2	77	1	2	1	44	4	2	2	1	1	4	2	4	1	2	1	3	1	1	2	1	4	3	2	1	1	3	4	4	1	2	2	1	2	2	1	3	5	5	4	6	7	3	5	8	3	7	7	5	4	7	3	98	5	0	98	98	5	4	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	680	52	2	10	28	2017	0.93104	0.9873776599142893	2	9	9	2	3	1	2	1	2	1	1	2	15	2	1	5	44	3	3	3	3	2	4	4	4	2	4	2	4	1	1	4	2	1	2	2	1	2	2	5	4	5	99	3	1	3	2	1	3	5	5	2	2	6	1	2	1	2	3	4	1	3	1	2	4	5	1	2	1	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	681	211	2	11	19	2017	1.35586	1.4379037140954078	2	9	9	3	7	2	1	2	2	7	9	9	77	5	1	5	44	1	5	3	3	3	4	3	4	2	3	4	2	2	3	2	2	2	2	2	1	2	3	5	3	1	2	3	1	2	2	1	2	4	4	2	5	5	1	2	2	2	6	5	2	2	1	2	5	5	2	3	2	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	682	52	2	10	28	2017	1.63021	1.7288547591605878	1	1	2	9	7	2	2	2	2	7	9	9	77	5	1	5	44	1	1	4	4	3	4	3	3	3	3	2	2	1	2	4	2	1	2	2	1	2	3	4	2	5	99	3	1	1	2	1	1	4	4	5	4	5	1	2	2	5	4	5	2	3	2	5	7	6	2	97	2	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	683	211	2	11	19	2017	0.87121	0.9239273190130695	2	9	9	1	5	1	2	1	2	1	3	2	77	3	1	5	44	1	5	2	2	1	4	4	3	3	4	3	4	1	3	2	3	3	3	3	1	3	4	3	3	5	99	3	1	2	2	1	3	4	4	2	7	5	2	3	1	3	7	5	1	3	1	3	6	6	1	3	2	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	684	399	2	11	16	2017	0.84391	0.8949753834188307	1	2	1	9	5	1	3	1	2	1	1	2	20	3	1	5	44	2	4	2	2	2	4	4	2	4	3	3	4	3	3	2	4	3	4	3	1	2	3	3	3	1	2	2	1	2	2	1	8	5	4	4	9	3	4	8	3	3	9	3	2	9	1	4	6	9	3	7	2	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	685	61	1	11	29	2017	0.36398	0.3923888706911487	2	9	9	2	5	1	2	1	2	1	4	2	77	3	1	5	44	3	2	2	2	2	4	3	3	5	5	3	4	2	4	3	3	2	3	4	2	2	3	4	3	1	5	2	1	5	2	1	8	3	5	4	6	3	4	8	7	6	6	2	7	9	9	5	6	8	3	5	3	5	1	1	9	5	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	686	315	1	10	25	2017	0.90254	0.9571531117664577	1	2	2	9	4	1	2	1	2	1	1	4	17	1	1	1	44	1	3	3	3	1	4	3	4	1	2	1	2	1	1	3	1	2	1	3	1	4	4	3	4	1	97	3	1	3	2	5	99	3	4	2	5	5	0	5	5	2	5	5	1	5	5	3	7	8	4	4	3	5	4	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	687	52	2	10	28	2017	1.28275	1.3603697942677595	1	2	2	9	6	2	2	1	1	7	9	9	77	4	1	5	44	1	2	3	4	2	4	2	4	2	3	2	4	1	2	3	2	2	2	1	1	2	3	5	3	5	99	3	1	1	2	1	1	4	4	8	5	5	1	1	1	8	5	5	1	2	2	4	5	5	1	3	1	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	688	211	2	11	26	2017	0.35153	0.3923888706911487	2	9	9	3	7	2	2	2	2	7	9	9	7	5	1	1	44	3	1	3	3	3	4	5	3	3	4	4	4	2	3	2	4	4	4	3	1	3	3	4	2	1	2	3	1	2	2	1	2	4	4	3	5	4	2	2	1	4	6	3	96	2	1	3	5	6	2	97	2	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	689	315	1	11	16	2017	1.05248	1.1161660503378925	2	9	9	1	5	2	2	1	2	7	9	9	18	1	1	5	44	1	2	4	4	4	4	4	3	1	1	1	1	2	1	2	5	4	4	4	1	3	2	3	2	1	1	2	1	1	1	1	1	5	5	9	2	0	5	3	3	10	6	1	7	4	1	5	8	10	3	4	97	5	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	690	399	2	11	19	2017	0.54706	0.5801628529737832	2	9	9	1	7	1	2	1	2	7	9	9	18	3	1	5	44	4	2	2	1	2	4	3	2	4	3	3	4	3	3	3	4	3	3	3	1	3	3	3	2	1	2	2	1	2	2	1	5	4	4	5	9	4	6	5	2	4	8	2	3	4	0	4	5	9	4	8	1	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	691	13	1	11	3	2017	0.7344	0.7788388827988638	2	9	9	1	6	2	1	1	2	7	9	9	13	2	1	5	44	3	2	3	4	4	4	2	4	2	4	3	3	3	3	3	3	3	3	4	1	1	3	1	2	1	1	3	1	1	1	1	1	5	5	8	5	2	7	1	6	8	4	1	5	2	4	5	7	9	2	7	3	5	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	692	315	1	11	16	2017	0.79376	0.84179078378326	1	2	2	9	7	2	2	2	2	7	9	9	6	1	2	1	44	3	1	4	3	2	4	1	5	2	8	3	1	1	1	5	2	2	4	3	1	3	1	5	7	5	99	8	1	5	2	1	5	4	4	3	7	3	97	5	1	1	9	0	4	4	0	3	8	9	1	3	3	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	693	315	1	11	17	2017	0.60665	0.6433586713642848	2	9	9	1	7	1	2	1	2	7	9	9	19	1	1	5	44	4	2	2	1	1	4	4	4	2	7	5	1	1	1	4	2	2	2	4	1	1	2	4	4	5	99	2	1	2	2	1	3	5	5	3	8	6	0	3	5	0	9	6	0	3	1	2	6	9	0	6	0	5	7	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	694	315	1	10	31	2017	1.3349	1.415675414825985	1	2	2	9	5	2	2	1	2	1	1	3	17	2	1	5	44	1	2	2	2	1	4	5	4	4	2	2	4	2	4	2	4	4	3	4	1	3	2	1	3	5	99	3	1	1	2	1	1	5	5	7	4	2	4	4	4	8	7	2	6	6	6	2	9	10	4	5	4	5	1	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	695	211	2	11	13	2017	0.58053	0.6156581381144123	1	2	2	9	4	1	2	1	2	1	1	2	14	3	1	5	44	2	3	2	2	2	4	3	3	3	3	2	4	1	2	2	3	2	3	3	2	3	3	4	3	5	99	3	1	2	2	1	3	3	3	3	6	5	2	4	2	4	6	5	96	4	2	3	5	7	1	3	2	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	696	315	1	10	31	2017	0.44078	0.4674518011439041	2	9	9	1	2	2	3	1	2	1	1	3	77	1	1	5	44	4	2	2	2	1	4	4	2	5	2	2	4	2	3	2	5	4	4	4	1	2	2	4	3	1	97	3	1	4	7	1	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	7	9	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	697	399	2	11	21	2017	2.577	2.555830211799104	1	2	1	9	6	1	3	1	2	7	9	9	77	4	2	1	996	1	4	2	2	3	4	3	3	4	4	4	3	4	4	2	4	3	3	3	2	3	3	3	2	5	99	2	5	99	9	5	99	4	4	6	5	1	4	5	4	6	3	0	3	4	2	5	7	9	3	7	2	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	698	13	1	11	4	2017	0.78919	0.8369442509749936	2	9	9	1	5	2	2	1	2	3	1	2	14	3	1	5	44	2	2	3	2	4	4	3	3	4	4	2	3	2	3	3	2	3	3	3	2	2	3	2	3	5	99	3	1	1	1	1	1	5	4	7	4	4	2	2	5	8	7	6	1	2	2	4	7	8	3	6	2	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	699	13	1	11	8	2017	1.0683	1.1329433258360924	1	1	2	9	4	1	2	1	2	1	2	2	17	3	1	5	44	1	4	3	2	4	4	2	3	3	4	1	2	2	2	3	2	1	3	3	1	1	2	2	3	1	2	4	1	2	1	1	2	4	3	4	8	7	2	7	6	4	9	5	2	4	6	4	5	8	1	6	2	5	2	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	700	211	2	11	8	2017	0.82381	0.8736591231461492	1	2	1	9	5	1	2	1	1	1	1	2	17	3	1	5	44	1	4	2	1	2	4	3	3	4	4	3	4	2	3	3	2	2	2	3	1	2	4	3	3	1	2	2	1	2	2	1	4	5	5	3	8	6	2	3	2	3	8	6	1	4	3	3	5	7	2	5	2	5	1	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	701	19	2	11	29	2017	0.55654	0.5902164921471674	2	9	9	3	7	2	2	2	2	7	9	9	6	2	1	1	44	4	1	3	3	4	4	3	2	3	3	2	3	2	3	3	2	2	2	2	1	1	8	1	2	1	2	2	1	2	2	1	2	2	3	4	7	5	2	1	3	5	9	6	2	1	2	4	7	8	3	6	4	5	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	702	62	1	11	29	2017	1.38329	1.466993516049619	2	9	9	1	4	1	2	1	1	1	2	3	15	2	1	5	44	1	5	3	3	4	4	2	2	4	2	2	4	2	2	7	2	2	4	3	1	3	1	2	4	5	99	2	1	2	2	1	1	5	5	4	6	5	3	2	1	2	7	7	2	3	2	3	7	7	1	4	2	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	703	315	1	11	18	2017	0.52717	0.5590692998979807	1	2	1	9	3	2	2	1	2	2	1	2	18	7	2	1	996	1	3	2	2	1	4	4	2	3	5	5	4	1	1	3	5	2	4	4	1	4	7	1	2	1	4	2	1	4	2	1	1	5	5	8	2	0	5	4	1	8	4	0	6	4	1	5	8	10	5	7	1	5	4	1	9	4	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	704	13	1	11	9	2017	1.25643	1.3324571589256213	2	9	9	3	6	2	2	1	2	7	9	9	12	4	1	5	44	3	2	3	3	4	4	4	2	4	3	3	3	1	2	5	2	2	2	2	1	1	3	1	2	5	99	3	1	3	2	5	99	5	5	3	7	8	2	7	6	4	7	8	1	6	6	3	7	7	2	6	1	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	705	315	1	11	29	2017	0.44782	0.4749177947916492	1	2	2	9	4	2	3	1	2	2	1	4	20	3	2	1	996	3	4	2	2	1	4	4	3	5	5	4	4	2	1	3	4	1	4	4	1	4	2	3	3	1	2	2	1	2	2	1	8	5	5	5	8	3	5	7	1	1	8	1	3	6	1	2	6	8	2	4	4	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	706	315	1	11	2	2017	0.56666	0.6009488580158009	2	9	9	1	6	1	2	1	2	7	9	9	15	1	1	5	44	4	2	3	3	1	4	1	5	1	7	5	1	1	1	4	1	2	4	4	1	1	2	4	4	1	3	3	1	2	2	1	3	5	5	4	7	7	2	4	6	4	4	4	1	5	7	4	5	5	98	5	3	5	5	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	707	399	2	11	25	2017	0.76707	0.8134857595704309	1	1	2	9	7	1	3	1	2	7	9	9	20	4	1	5	44	2	2	2	2	2	4	4	2	4	3	4	4	3	4	3	4	3	3	2	1	2	3	3	2	1	2	2	1	2	2	1	2	4	4	5	10	3	3	5	0	5	8	2	1	5	0	4	5	8	3	7	0	5	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	708	211	2	11	13	2017	0.44058	0.46723969905163865	1	2	2	9	3	1	2	1	2	1	1	2	17	4	1	5	44	1	4	2	2	1	4	3	3	2	3	2	2	2	2	3	2	3	2	2	1	2	4	4	3	5	99	3	1	2	1	1	3	4	4	3	7	5	2	3	3	4	7	5	2	4	3	3	5	7	2	3	2	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	709	315	1	10	27	2017	0.23947	0.3923888706911487	1	2	1	9	2	2	2	1	2	6	9	9	7	1	2	1	44	3	2	4	4	1	4	1	5	1	3	2	1	1	1	3	4	4	4	4	1	1	3	1	2	1	97	3	1	97	2	5	99	5	5	5	4	97	0	7	7	4	5	2	0	7	7	5	5	10	1	5	5	5	7	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	710	211	2	11	8	2017	0.56361	0.5977143011087523	2	9	9	2	5	2	3	1	1	1	1	1	20	2	1	1	44	4	2	1	2	1	4	3	3	3	4	2	2	2	3	1	4	3	4	3	2	3	2	1	3	1	6	2	1	6	2	1	1	4	5	6	3	2	4	5	7	6	6	3	4	4	7	5	6	8	3	6	5	5	1	5	1	6	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	711	13	1	11	11	2017	0.84962	0.9010308981530103	2	9	9	1	4	1	2	3	1	1	1	2	18	1	1	5	44	1	2	1	1	2	4	4	2	3	5	3	4	2	3	3	4	3	3	4	2	2	3	1	2	1	1	3	1	1	1	1	1	5	5	9	4	2	4	2	6	9	2	1	2	4	6	5	8	9	2	7	4	5	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	712	13	1	11	11	2017	2.55325	2.555830211799104	2	9	9	1	6	2	2	2	2	7	9	9	5	3	1	5	44	4	1	3	4	5	4	2	4	3	2	1	2	1	1	5	2	1	1	2	1	1	1	1	3	5	99	8	5	99	9	1	3	4	3	6	6	6	3	5	4	6	8	7	3	5	4	5	5	5	3	5	4	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	713	315	1	11	21	2017	1.90313	2.0182892742660696	2	9	9	1	3	2	2	1	2	8	9	9	16	4	1	5	44	1	6	2	2	4	4	2	4	2	2	4	1	1	1	4	4	4	4	4	1	4	4	4	4	5	99	3	1	2	2	1	3	4	4	4	5	5	1	5	5	3	5	5	1	5	1	4	6	7	3	5	98	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	714	211	2	11	14	2017	0.82503	0.8749529459089688	2	9	9	2	5	1	3	1	2	1	4	2	20	3	1	1	44	1	3	2	2	1	4	4	2	3	5	3	2	3	3	2	4	4	3	3	2	3	3	3	3	5	99	1	1	2	1	1	5	3	3	5	7	2	5	6	4	6	7	1	4	5	5	5	5	8	3	5	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	715	399	2	11	28	2017	0.58785	0.6234210746913291	1	2	1	9	4	2	3	1	2	1	1	3	20	2	1	5	44	1	4	2	2	1	4	4	2	4	2	4	4	2	3	3	3	2	2	2	1	2	3	3	3	1	2	2	1	2	2	1	8	5	5	3	9	4	2	7	0	2	10	2	1	5	0	3	5	8	2	6	0	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	716	11	1	11	26	2017	1.1764	1.2475845067055873	1	2	2	9	3	1	2	1	2	1	1	2	13	4	1	5	44	1	4	2	2	2	4	4	5	2	3	4	3	2	3	2	4	4	3	4	1	2	2	1	2	1	2	2	1	2	2	1	2	5	5	5	10	4	6	7	5	5	10	4	6	7	6	4	5	8	4	5	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	717	13	1	11	17	2017	1.4618	1.5502541923684356	1	1	2	9	4	2	2	1	2	1	3	2	20	3	1	5	44	1	5	2	1	2	4	4	2	4	4	3	4	2	3	3	4	3	4	4	2	2	3	2	2	1	1	2	1	1	1	1	1	5	5	8	2	2	3	2	5	9	3	2	4	2	5	4	7	9	3	7	4	5	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	718	11	1	11	29	2017	1.09695	1.1633269505531232	2	9	9	1	6	1	2	1	2	1	2	3	16	2	2	1	996	4	3	2	2	2	4	3	5	4	2	3	3	3	2	3	3	3	4	4	1	1	2	2	3	1	3	4	1	3	2	1	1	5	5	5	5	8	3	98	98	5	6	8	4	98	4	4	5	7	2	98	98	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	719	315	1	11	5	2017	0.87392	0.9268013023632666	2	9	9	1	6	2	2	1	2	7	9	9	13	5	1	5	44	1	2	3	2	3	4	1	4	1	8	2	1	1	1	8	1	1	4	2	1	1	1	5	4	1	2	3	1	2	2	5	99	5	5	2	7	4	4	98	98	3	9	3	3	3	2	2	5	5	2	2	2	5	7	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	720	315	1	11	22	2017	1.41128	1.496677203862174	2	9	9	1	2	2	2	1	2	2	1	2	77	5	1	5	44	1	5	2	2	1	4	5	1	5	5	4	4	5	3	4	4	4	4	4	1	4	4	5	2	1	2	2	1	2	2	1	2	5	5	6	8	7	4	5	6	8	9	5	8	8	6	8	5	2	4	4	4	5	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	721	13	1	11	20	2017	0.83303	0.8834370295995883	1	1	2	9	5	1	2	1	2	1	2	2	17	2	1	5	44	2	4	1	1	2	4	4	3	4	4	2	4	1	2	3	3	3	3	3	1	1	2	2	2	5	99	2	1	6	2	1	1	4	2	5	3	4	3	6	7	5	3	4	4	6	7	3	6	8	3	6	5	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	722	13	1	11	20	2017	2.52458	2.555830211799104	1	2	2	9	3	2	2	1	2	10	9	9	16	2	1	1	44	1	4	4	4	4	4	2	2	4	5	2	2	2	3	2	4	4	3	4	1	3	3	2	2	5	99	3	5	99	9	1	1	2	2	6	5	4	5	6	6	5	5	3	3	6	6	4	6	8	1	5	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	723	13	1	11	20	2017	0.97032	1.0290345108352308	2	9	9	1	6	2	2	1	2	7	9	9	11	5	1	5	44	2	2	3	4	2	4	3	2	3	2	2	4	1	2	4	2	1	1	2	1	1	3	2	4	1	3	4	1	3	1	1	3	5	5	6	6	6	1	4	6	6	6	6	2	4	6	4	6	6	3	6	4	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	724	13	1	11	21	2017	0.49078	0.5204773242102755	2	9	9	1	5	1	3	1	2	1	4	2	20	1	1	5	44	1	2	1	2	2	4	4	2	5	5	4	4	1	2	2	4	2	3	4	2	2	4	2	2	1	2	2	1	2	1	1	8	4	3	4	8	4	3	8	5	4	8	5	2	5	5	2	5	7	2	5	1	5	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	725	13	1	11	22	2017	2.39691	2.541948129860328	2	9	9	1	4	1	2	1	2	1	2	2	13	1	1	5	44	3	2	3	4	4	4	3	3	4	5	1	3	2	2	3	3	3	3	3	2	4	3	2	3	5	99	3	5	99	9	5	99	1	1	3	3	2	3	3	5	2	2	2	3	3	5	5	6	6	2	5	3	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	726	13	1	11	23	2017	0.45186	0.47920225705541203	2	9	9	1	3	2	2	1	2	2	1	3	17	2	1	5	44	2	4	2	3	4	4	4	2	4	4	2	3	2	3	4	2	3	2	3	1	2	4	1	2	5	99	3	1	2	2	1	2	3	3	5	7	4	4	4	6	5	8	3	4	3	5	3	5	6	2	6	4	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	727	13	1	11	23	2017	0.49767	0.5277842412888215	1	2	1	9	5	1	2	1	1	1	1	2	19	1	1	5	44	1	3	1	2	2	4	4	3	4	4	2	4	2	2	3	3	2	3	3	1	2	2	2	3	5	99	3	1	5	1	1	2	3	2	5	6	4	2	7	7	5	6	4	4	7	6	3	6	8	2	5	4	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	728	13	1	11	23	2017	1.58427	1.680134908567206	2	9	9	1	4	1	2	1	2	1	1	2	18	2	1	5	44	4	3	2	3	3	4	3	3	4	4	2	3	1	2	4	2	3	2	2	1	2	2	2	3	5	99	2	1	2	2	5	99	4	4	5	8	6	4	6	6	6	7	6	4	5	6	3	5	6	2	4	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	729	11	1	11	29	2017	0.34027	0.3923888706911487	1	1	2	9	3	2	2	1	2	1	1	2	14	2	1	5	44	1	2	2	2	3	4	3	4	3	4	5	2	1	1	3	4	3	3	3	1	2	2	1	2	1	2	2	1	2	2	1	2	5	5	5	8	5	5	5	5	3	8	98	5	5	4	3	5	8	4	6	4	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	730	13	1	11	24	2017	0.37861	0.4015198657631779	2	9	9	1	3	2	2	4	2	1	1	3	12	1	1	5	44	2	1	3	3	4	4	3	2	4	4	2	4	1	2	3	2	2	3	3	1	1	4	2	2	5	99	2	1	2	2	1	2	4	5	4	8	4	5	6	4	4	8	4	4	4	5	3	5	7	2	5	2	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	731	19	2	11	19	2017	0.98212	1.0415485342788946	1	1	2	9	1	1	1	4	2	6	9	9	88	1	1	1	996	2	4	2	2	2	4	4	3	4	2	5	3	2	3	3	4	4	4	4	1	3	2	3	3	1	2	2	1	2	1	5	99	4	4	3	10	6	5	8	7	3	9	4	2	8	6	2	6	7	2	5	5	5	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	732	11	1	11	30	2017	0.47326	0.501897180927819	1	1	2	9	3	1	3	1	2	1	1	1	18	5	1	5	44	4	4	1	1	2	4	4	4	4	5	5	2	3	2	3	4	4	4	3	1	2	2	2	2	1	2	2	1	2	2	1	2	5	5	5	8	4	6	8	7	4	7	4	6	6	4	3	6	8	3	5	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	733	11	1	11	11	2017	1.22876	1.3031128344606917	2	9	9	1	4	2	1	1	2	1	3	2	5	6	1	5	44	1	4	3	4	3	4	3	4	2	1	2	2	2	2	3	3	3	4	3	1	2	2	1	3	1	2	3	1	2	2	1	2	5	5	4	10	4	4	7	7	4	10	4	98	98	7	4	5	9	5	5	5	5	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	734	65	1	11	23	2017	0.53523	0.5676170142162797	2	9	9	1	6	1	3	1	2	2	1	4	19	4	1	1	44	1	2	2	2	2	4	4	4	4	3	3	2	4	4	3	3	3	3	3	1	8	8	2	2	88	99	2	1	6	2	1	5	3	3	6	4	3	5	5	7	6	4	3	5	5	7	5	7	8	4	4	5	6	2	5	1	6	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	735	399	2	11	29	2017	0.38865	0.4121673907949053	1	1	2	9	6	1	2	1	2	7	9	9	19	2	1	1	44	1	2	1	2	2	4	3	2	5	3	4	4	3	3	2	4	3	3	3	2	3	3	2	3	5	99	2	1	2	2	1	8	4	4	5	8	4	3	7	2	5	7	4	2	6	1	4	6	9	3	6	2	6	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	736	37	1	10	26	2017	0.73541	0.7799099983648045	1	1	1	9	6	2	2	1	2	7	9	9	77	6	1	5	44	3	2	1	1	2	4	4	3	3	4	3	4	1	1	3	4	2	2	2	1	2	2	1	3	1	2	2	1	2	2	1	5	5	4	3	7	97	3	5	7	2	8	3	6	7	7	2	6	8	2	5	3	6	1	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	737	211	2	11	18	2017	1.06979	1.1345234864234703	2	9	9	1	5	2	2	1	1	2	1	2	77	3	1	5	44	1	5	3	3	2	4	2	4	2	3	2	2	1	1	4	1	1	2	2	1	2	2	4	4	1	3	3	1	3	1	1	2	4	4	4	5	7	1	2	1	3	6	7	1	2	2	3	5	6	1	4	2	6	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	738	13	1	11	27	2017	0.71305	0.7561969844495231	2	9	9	1	5	1	1	1	2	1	1	2	15	2	1	5	44	1	2	2	2	3	4	3	3	4	4	2	3	3	2	4	2	2	2	3	1	1	3	2	3	5	99	4	1	2	2	1	8	3	3	2	8	6	3	7	6	2	9	6	3	7	6	3	6	8	2	6	2	6	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	739	52	2	10	19	2017	1.00204	1.062673902668537	1	2	2	9	5	1	2	1	1	1	1	2	16	4	1	5	44	1	3	3	4	1	4	3	3	3	2	2	4	1	2	3	2	2	2	2	1	1	3	3	4	1	3	3	1	3	1	1	2	5	5	3	5	7	1	3	1	4	5	6	2	4	2	3	5	7	2	3	2	6	2	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	740	9	2	10	31	2017	0.72358	0.767364159607301	2	9	9	1	5	2	2	3	1	1	1	2	10	1	1	5	44	2	2	3	3	2	4	3	4	2	4	2	2	2	2	3	2	1	2	2	1	2	2	3	3	1	3	2	1	3	2	1	1	5	5	5	4	7	3	3	3	5	6	7	3	6	4	4	6	7	2	5	3	6	2	5	1	3	3
