MJD time_since_peak L_ergs eL_ergs R_cm eR_cm T_K eT_K 
58674.924	289.494	43.91	0.12	14.16	0.05	4.68	0.06
58675.984	290.494	43.92	0.12	14.15	0.06	4.69	0.06
58679.164	293.494	43.96	0.14	14.13	0.06	4.72	0.06
58681.274	295.494	43.98	0.14	14.12	0.06	4.72	0.06
58684.454	298.494	43.98	0.12	14.13	0.05	4.72	0.06
58687.634	301.494	43.98	0.11	14.14	0.05	4.71	0.05
58690.804	304.494	43.96	0.11	14.16	0.05	4.7	0.05
58697.164	310.494	43.95	0.11	14.18	0.05	4.69	0.05
58699.284	312.494	43.95	0.11	14.18	0.05	4.68	0.05
58700.344	313.494	43.96	0.11	14.19	0.05	4.68	0.05
58702.454	315.494	43.95	0.12	14.19	0.05	4.68	0.05
58703.513999999996	316.494	43.94	0.12	14.18	0.05	4.68	0.06
58705.634	318.494	43.92	0.12	14.18	0.06	4.68	0.06
58708.814	321.494	43.9	0.13	14.18	0.07	4.67	0.07
58710.934	323.494	43.87	0.14	14.17	0.07	4.67	0.07
58711.984	324.494	43.86	0.14	14.17	0.08	4.67	0.07
58716.224	328.494	43.83	0.16	14.16	0.09	4.66	0.08
58717.284	329.494	43.82	0.17	14.16	0.09	4.66	0.09
58721.524	333.494	43.78	0.18	14.15	0.11	4.65	0.1
58729.994	341.494	43.59	0.15	14.11	0.1	4.63	0.08
58733.164	344.494	43.5	0.14	14.11	0.09	4.61	0.08
58740.584	351.494	43.29	0.12	14.08	0.1	4.57	0.08
58745.873999999996	356.494	43.25	0.13	14.11	0.11	4.54	0.08
58750.114	360.494	43.35	0.13	14.19	0.12	4.53	0.09
58760.704	370.494	43.58	0.17	14.39	0.16	4.49	0.12
58765.994	375.494	43.66	0.19	14.46	0.17	4.48	0.13
58769.174	378.494	43.67	0.17	14.44	0.16	4.48	0.12
58779.763999999996	388.494	43.69	0.14	14.42	0.11	4.5	0.09
58784.004	392.494	43.71	0.13	14.41	0.1	4.51	0.08
58787.174	395.494	43.71	0.13	14.4	0.1	4.52	0.08
58794.594	402.494	43.68	0.14	14.35	0.09	4.53	0.08
58799.884	407.494	43.65	0.15	14.31	0.1	4.55	0.09
58803.064	410.494	43.64	0.17	14.28	0.11	4.57	0.09
58807.294	414.494	43.63	0.19	14.25	0.12	4.57	0.1
58813.654	420.494	43.5	0.16	14.18	0.09	4.57	0.09
58816.834	423.494	43.43	0.15	14.14	0.08	4.58	0.08
58818.943999999996	425.494	43.39	0.15	14.1	0.08	4.58	0.07
58823.184	429.494	43.3	0.14	14.05	0.07	4.58	0.07
58825.304	431.494	43.24	0.15	14.02	0.07	4.59	0.07
58828.474	434.494	43.16	0.15	13.98	0.07	4.59	0.07
58830.594	436.494	43.23	0.15	14.01	0.08	4.59	0.07
58834.834	440.494	43.35	0.16	14.07	0.08	4.59	0.08
58839.064	444.494	43.48	0.18	14.13	0.1	4.59	0.09
58841.184	446.494	43.55	0.19	14.16	0.1	4.59	0.1
58844.364	449.494	43.65	0.22	14.21	0.11	4.59	0.11
58847.544	452.494	43.75	0.24	14.25	0.12	4.6	0.12
58850.714	455.494	43.83	0.25	14.27	0.13	4.61	0.13
58857.074	461.494	43.81	0.23	14.25	0.12	4.61	0.11
58930.144	530.494	42.67	0.2	13.56	0.11	4.69	0.08
58947.084	546.494	42.62	0.16	13.54	0.09	4.68	0.07
58954.504	553.494	42.6	0.15	13.53	0.08	4.69	0.06
58961.914	560.494	42.58	0.14	13.51	0.08	4.69	0.06
58972.504	570.494	42.55	0.13	13.49	0.08	4.69	0.06
58975.684	573.494	42.54	0.12	13.48	0.08	4.69	0.06
58983.094	580.494	42.52	0.12	13.46	0.08	4.7	0.06
59031.804	626.494	42.37	0.14	13.37	0.15	4.71	0.09
