mjd 	 fraction 	 error 
303.01900000000023	-0.9290750738517567	0.09118003462577717
304.2830000000031	-0.7757303639367555	0.08581065193964003
305.8179999999993	-0.9097098734395135	0.0937821439651274
306.8090000000011	-0.8186729844800597	0.11219144875189586
309.26800000000367	-0.7364643391269707	0.056416573693732756
309.99900000000343	-0.7806567402211291	0.10917201316902876
312.0630000000019	-0.8148998102381716	0.07125918838384017
312.987000000001	-0.7680685197076867	0.11158675071597217
314.85599999999977	-0.7689643046338869	0.09765538918413393
321.5509999999995	-0.8318503262061122	0.09826111875566523
322.42400000000634	-0.7761821991200294	0.10673437236013111
327.4730000000054	-0.9019181236000791	0.09408953590925315
328.26000000000204	-0.7584750450080887	0.0921201528328451
330.3220000000001	-0.8148943619980323	0.09013313838982864
331.72000000000116	-0.812651681538212	0.10565118211861199
333.43300000000454	-0.9795779131001594	0.12564968510614064
334.7740000000049	-1.1323909166563262	0.1509562335334171
336.35399999999936	-0.9357928473524915	0.08859316365309292
337.4170000000013	-0.8435845542204455	0.10523294273699457
339.08000000000175	-0.7544473176100858	0.06943049829056111
340.21199999999953	-0.793705952661213	0.09957990949006172
341.8110000000015	-0.8642728189786391	0.11254543771915214
342.8090000000011	-0.8285543164221907	0.09071747809432228
347.0630000000019	-0.7548986382164273	0.11876797247672398
347.58899999999994	-0.8575262220786486	0.19268262764411329
351.9720000000016	-1.413280457449292	0.3779774844360971
360.8029999999999	-1.1297982740809134	0.47609493185726487
363.5980000000054	-0.9392434942827517	0.19010050227855793
371.2980000000025	-1.002078247946703	0.20944477528758612
390.3530000000028	-1.0882664339568233	0.1471789945291817
392.6100000000006	-1.0193426302939	0.14949009493712187
396.45000000000437	-1.1873247899233255	0.17992280568782193
400.2320000000036	-1.090993101149033	0.11024595444915031
410.3950000000041	-0.7781969959411805	0.07668709147542369
413.9820000000036	-1.063074268952249	0.12078517601808174
418.2450000000026	-1.0669992551197323	0.1478231632455997
425.86700000000565	-0.7305032604259597	0.10704639877593451
430.7810000000027	-0.9910221532598625	0.30485745846526957
438.02100000000064	-0.8479101568329349	0.13277794326076903
444.8580000000002	-0.9847662387532305	0.22191138926418352
446.7890000000043	-0.7205764185344027	0.09417101746125163
447.91300000000047	-0.7639425244595996	0.11325265831241348
449.099000000002	-0.730025227572113	0.10136699691702555
450.2330000000002	-0.6772802787480942	0.09064790377261707
453.69600000000355	-0.6753575693131473	0.11855256103150681
456.21800000000076	-0.6556441517912861	0.11430324674548839
459.0650000000023	-0.7222619634412922	0.12817611091302578
461.9250000000029	-0.7382088007920493	0.14359242456442425
465.24900000000343	-0.7203623856463082	0.11064518663880892
469.4300000000003	-1.003994257909626	0.16911851931130692
471.88400000000547	-1.1890374058197277	0.21812713927212263
475.4690000000046	-1.0686890756055354	0.23586473202267694
478.32600000000093	-1.0642653520136423	0.16412425921801513
481.9060000000027	-0.8835025535081513	0.09137426538391155
488.35599999999977	-0.6761218161588163	0.06151250061986789
583.3000000000029	-1.1325081015670824	0.4429034492273116
612.0699999999997	-1.9541490572730877	0.3772457000005817
660.0200000000041	-2.357964882513675	0.4682104984268936
