month,theta_gradient_med,rh_850_med,mixing_potential,ventilation_index,dispersion_potential
2022-11-01,14.47577766058646,67.1,0.06461710822757483,2.125902860687212,Moderate
2022-12-01,17.00147227382209,71.9,0.05555101187219056,1.5609834336085544,Poor
2023-01-01,13.349704749513876,72.30000000000001,0.06968784497352651,1.9303533057666835,Moderate
2023-02-01,15.212691611811463,47.7,0.061680072867818445,3.2258678109869043,Poor
2023-03-01,12.290432879057336,56.8,0.07524209400099902,3.2504584608431575,Moderate
2023-04-01,8.200697266760642,54.3,0.10868741476938926,4.967014854961089,Good
2023-05-01,10.010311319534338,66.35,0.09082395319974415,3.0562260251713913,Good
2023-06-01,8.311412918109681,66.4,0.1073950869534643,3.6084749216364,Good
2023-07-01,8.329005971590504,71.44999999999999,0.10719255653231292,3.060347488997535,Good
2023-08-01,10.788824029316572,71.6,0.08482610288466343,2.4090613219244417,Good
2023-09-01,11.982953302136591,73.5,0.07702407739812413,2.0411380510502894,Good
2023-10-01,10.94980819884529,76.4,0.08368335151158578,1.974927095673424,Good
2023-11-01,14.497272723399815,51.3,0.06452748285768171,3.1424884151690997,Moderate
2023-12-01,13.307593536447968,73.8,0.06989295561497073,1.8311954371122334,Moderate
2024-01-01,15.587565878429416,81.5,0.06028612078040979,1.1152932344375812,Poor
2024-02-01,15.192519893098591,44.75,0.06175691038837072,3.4120692989574826,Poor
2024-03-01,14.248527355373938,58.55,0.06558010335651046,2.718295284127359,Moderate
2024-04-01,9.98299725420668,70.30000000000001,0.09104982700573676,2.7041798620703807,Good
2024-05-01,9.45309386651229,75.95,0.0956654568274391,2.30075423669991,Good
2024-06-01,9.39548821163089,68.0,0.0961955782780033,3.0782585048961058,Good
2024-07-01,8.550437274288754,74.9,0.10470724756154923,2.628151913794885,Good
2024-08-01,9.206265491668203,73.55,0.09797903070582882,2.5915453621691724,Good
2024-09-01,12.487391594716089,78.3,0.0741433206693403,1.6089100585246847,Moderate
2024-10-01,13.139586476583531,55.05,0.07072342615224943,3.179018005543612,Moderate
2024-11-01,15.385245763399666,61.900000000000006,0.061030515772533434,2.3252626509335235,Poor
2024-12-01,14.557262253426188,74.35,0.0642786618692996,1.6487476769475353,Moderate
2025-01-01,14.849727442098072,63.8,0.06309256759481709,2.2839509469323787,Moderate
2025-02-01,17.071844487745466,63.95,0.05533469484413176,1.99481574913095,Poor
2025-03-01,11.320644410192614,50.6,0.08116458577221178,4.009530537147262,Good
2025-04-01,10.747157247790312,65.3,0.08512697828984149,2.9539061466575,Good
2025-05-01,9.049056564353918,70.45,0.09951182915490861,2.940574551527549,Good
2025-06-01,9.425050106165427,73.5,0.09592280035264243,2.5419542093450245,Good
2025-07-01,9.60415295528719,80.1,0.09430267596257216,1.8766232516551866,Good
2025-08-01,11.679774593542533,75.95,0.07886575527212235,1.8967214142945423,Good
2025-09-01,9.896948979984188,72.4,0.09176880628117348,2.5328190533603876,Good
2025-10-01,14.743439426193705,62.2,0.06351852177461391,2.4010001230804057,Moderate
