user;blinding code;replica;Time;breed;Animal ID;material;Colour ;Bleeding ;Boiled chicken Odour ;Sweet Odour ;Boiled chicken flavour;Sour taste Breast;Sweet taste ;Metallic flavour ;Hardness at 1 bite;Juiciness;Tenderness;Stringy;Crumbling ;Bitter Aftertaste
1001;393;1;11/06/2023, 10:45:04;High_spacexRoughage;HR-WP4-037;Breast;0,7;3,03;8,95;8,77;2,53;3,47;3,38;0,31;6,57;2,57;4,15;9,58;13,05;0,42
1002;393;1;11/06/2023, 10:45:23;High_spacexRoughage;HR-WP4-037;Breast;1,03;1,01;5,65;7,19;6,2;12,15;2,02;1,12;4,68;12,15;12,99;8,48;7,89;1,27
1003;393;1;11/06/2023, 10:45:03;High_spacexRoughage;HR-WP4-037;Breast;4,95;10,95;12,62;5,12;12,29;9,38;4,09;7,27;4,88;11,85;6,42;3,3;8,68;5,76
1004;393;1;11/06/2023, 10:46:25;High_spacexRoughage;HR-WP4-037;Breast;0,53;0,86;12,79;7,93;12,15;4,55;7,19;1,49;3,19;3,87;9,91;6,22;10,62;2,33
1005;393;1;11/06/2023, 10:45:47;High_spacexRoughage;HR-WP4-037;Breast;0,6;0,43;7,31;8,6;9,37;10,4;11,03;7,51;2,29;7,46;10,14;1,34;10,91;8,54
1006;393;1;11/06/2023, 10:46:00;High_spacexRoughage;HR-WP4-037;Breast;0,57;7,87;12;5,65;12,75;2,44;2,68;0,59;4,86;12,13;13,14;8,29;8,18;0,48
1007;393;1;11/06/2023, 10:45:28;High_spacexRoughage;HR-WP4-037;Breast;0,57;0,62;7,08;4,48;6,66;5,6;1,23;4,86;3,47;10,18;7,25;10,86;9,65;4,51
1008;393;1;11/06/2023, 10:45:14;High_spacexRoughage;HR-WP4-037;Breast;0;7,82;12,29;5,16;13,23;1,49;7,69;1,76;0,68;14,35;14,15;0,33;14,62;4,92
1001;761;1;11/03/2023, 09:46:44;High_spacexRoughage;HR-WP4-040;Breast;11,82;0,33;13,12;2,44;8,15;1,05;8,4;10,42;10,92;3,58;0,59;9,58;10,04;10,55
1002;761;1;11/03/2023, 09:46:58;High_spacexRoughage;HR-WP4-040;Breast;1,16;1,85;9,63;7,85;3,67;10,51;1,03;0,7;4,88;8,88;12,04;9,69;5,54;0,79
1003;761;1;11/03/2023, 09:47:18;High_spacexRoughage;HR-WP4-040;Breast;7,49;0,18;9,01;2,07;12,31;10,18;1,3;8,51;11,54;9,69;2,79;6,97;6,77;10,24
1004;761;1;11/03/2023, 09:47:28;High_spacexRoughage;HR-WP4-040;Breast;1,05;0,42;12,99;10,73;10,57;8,07;3,67;4,29;6,26;8,9;8,13;4,35;11,14;2,62
1005;761;1;11/03/2023, 09:47:08;High_spacexRoughage;HR-WP4-040;Breast;2,37;5,77;7,71;7,89;9,51;8,69;10,46;5,29;0,97;11,17;11,57;1,09;1,34;4,31
1006;761;1;11/03/2023, 09:47:20;High_spacexRoughage;HR-WP4-040;Breast;0,7;0;11,14;9,87;6,37;10,95;1,41;8,86;9,54;14,4;13,32;10,84;6,75;0,73
1007;761;1;11/03/2023, 09:47:06;High_spacexRoughage;HR-WP4-040;Breast;0,92;4,33;6,66;1,36;5,98;7,78;0,77;3,93;0,7;10,04;8,37;11,8;12;1,12
1008;761;1;11/03/2023, 09:46:42;High_spacexRoughage;HR-WP4-040;Breast;0,11;0,11;8,97;5,41;11,36;1,34;10,02;0,73;0,95;10,97;14,68;0,02;14,86;2,26
1001;183;1;11/07/2023, 10:16:24;High_spacexRoughage;HR-WP4-041;Breast;13,71;5,05;4;8,4;6,53;7,01;11,03;1,27;4,79;8,9;12,18;4,04;8,73;2,7
1002;183;1;11/07/2023, 10:16:44;High_spacexRoughage;HR-WP4-041;Breast;2,13;1,52;11,82;6,4;10,77;12,33;4,22;3,69;5,36;8,79;11,67;9,08;8,33;0,86
1003;183;1;11/07/2023, 10:16:34;High_spacexRoughage;HR-WP4-041;Breast;9,45;0,18;12,07;1,43;11,19;9,12;1,25;6,48;10,9;10,11;4,99;12,46;4,99;11,47
1004;183;1;11/07/2023, 10:17:06;High_spacexRoughage;HR-WP4-041;Breast;0,73;3,91;11,85;8,62;12,59;3,47;7,03;2,73;2,07;11,14;13,14;5,67;12,57;1,52
1005;183;1;11/07/2023, 10:17:23;High_spacexRoughage;HR-WP4-041;Breast;1,57;4,09;7,17;6,37;8,94;9,31;9,74;6,69;6,2;7,26;10,77;2,09;8,86;8,51
1006;183;1;11/07/2023, 10:17:17;High_spacexRoughage;HR-WP4-041;Breast;4,81;7,54;11,58;4,48;12,37;0,4;4,86;0,46;4,92;8,13;13,67;4,09;11,58;0,55
1007;183;1;11/07/2023, 10:17:01;High_spacexRoughage;HR-WP4-041;Breast;3,03;4;7,52;6,95;7,74;5,36;7,12;0,62;1,27;8,44;8,22;11,41;10,77;2,11
1001;431;1;11/03/2023, 10:25:30;High_spacexRoughage;HR-WP4-044;Breast;14,04;0,44;14,57;1,87;10,9;0,84;11,47;0,18;6,31;13,69;9,12;2,99;9,8;10,92
1002;431;1;11/03/2023, 10:26:06;High_spacexRoughage;HR-WP4-044;Breast;1,03;1,01;1,8;3,85;1,05;11,03;2,02;0,9;5,78;8,11;4,13;10,29;0,75;0,75
1003;431;1;11/03/2023, 10:26:15;High_spacexRoughage;HR-WP4-044;Breast;6,68;3,08;7,41;2,55;11,71;2,66;9,49;1,76;10,68;2,22;2,7;11,47;6,68;10,64
1004;431;1;11/03/2023, 10:26:41;High_spacexRoughage;HR-WP4-044;Breast;0,57;13,65;12,92;9,85;11,93;8,48;7,58;2,04;1,32;12,88;13,19;5,3;9,91;2,22
1005;431;1;11/03/2023, 10:26:29;High_spacexRoughage;HR-WP4-044;Breast;3,14;8,89;7,6;6,26;10;9,69;10,46;6,23;1,74;11,6;11,03;2,94;2,86;5,29
1006;431;1;11/03/2023, 10:26:18;High_spacexRoughage;HR-WP4-044;Breast;0,95;4,42;12,84;7,63;12,68;8,04;8,18;7,65;4,95;13,32;14,07;4,9;11,05;1,19
1007;431;1;11/03/2023, 10:26:04;High_spacexRoughage;HR-WP4-044;Breast;0,86;0,95;6,04;0,81;6,9;6,99;0,75;1,08;0,64;8,29;6,95;7,56;12,42;3,58
1008;431;1;11/03/2023, 10:25:45;High_spacexRoughage;HR-WP4-044;Breast;0,02;0,13;12,95;4,84;13,21;5,63;5,16;10,26;10,22;1,8;8,22;2,29;12,97;10,62
1001;1;1;11/02/2023, 09:25:53;High_spacexRoughage;HR-WP4-045;Breast;4,09;6,51;7,89;4,73;7,01;2,77;12,4;0,44;5,47;11,85;12,04;7,36;11,91;4,99
1002;1;1;11/02/2023, 09:25:56;High_spacexRoughage;HR-WP4-045;Breast;1,08;4,9;7,78;3,91;8,9;13,14;1,74;0,99;2,77;10,33;6,2;13,58;1,87;0,77
1003;1;1;11/02/2023, 09:26:54;High_spacexRoughage;HR-WP4-045;Breast;6,48;5,87;2,88;3,01;6,11;8,44;1,74;9,91;10;10,26;5,74;7,69;12,35;2,18
1004;1;1;11/02/2023, 09:26:17;High_spacexRoughage;HR-WP4-045;Breast;1,23;12,15;12,88;9,05;12,7;4,75;7,52;1,93;1,63;13,05;12,97;4,15;10,4;2,48
1005;1;1;11/02/2023, 09:26:27;High_spacexRoughage;HR-WP4-045;Breast;4;6,74;9,31;5,66;9,66;7,23;9,6;7,06;0,63;12,23;12,06;2,43;6,97;7,09
1006;1;1;11/02/2023, 09:25:57;High_spacexRoughage;HR-WP4-045;Breast;10,42;0,15;13,67;0,64;6,75;0,37;0,35;0,48;11,08;5,23;9,65;7,85;10,29;0,29
1007;1;1;11/02/2023, 09:25:39;High_spacexRoughage;HR-WP4-045;Breast;1,12;5,3;7,47;6,07;7,41;5,63;5,63;1,36;4,68;6,29;4,04;11,49;10,11;2,11
1008;1;1;11/02/2023, 09:25:25;High_spacexRoughage;HR-WP4-045;Breast;0;0,22;11,34;3,56;11,32;0,77;6,88;1,05;3,87;9,27;13,21;0,64;14,64;5,45
1001;405;1;11/03/2023, 10:44:59;High_spacexRoughage;HR-WP4-047;Breast;14,13;0,99;6,15;9,34;9,56;0,7;7,05;13,34;7,38;14,26;6,2;5,41;10,51;10,48
1002;405;1;11/03/2023, 10:45:18;High_spacexRoughage;HR-WP4-047;Breast;0,53;3,58;11,03;6,77;7,34;10,86;1,01;0,95;0,92;12,24;13,27;10,77;6,11;0,66
1003;405;1;11/03/2023, 10:45:29;High_spacexRoughage;HR-WP4-047;Breast;2,44;0,07;8,66;1,56;10,68;7,74;3,67;3,67;3,56;12,46;13,16;3,6;12,7;9,56
1004;405;1;11/03/2023, 10:45:34;High_spacexRoughage;HR-WP4-047;Breast;0,97;1,05;11,34;8,33;12,99;5,87;4,33;1,56;2,73;8,11;12,75;7,69;8,13;3,1
1005;405;1;11/03/2023, 10:45:51;High_spacexRoughage;HR-WP4-047;Breast;1,8;6,8;5,66;6,57;7,71;4,89;8,43;6,09;3,43;7,46;6,86;1,2;5,26;5,23
1006;405;1;11/03/2023, 10:45:24;High_spacexRoughage;HR-WP4-047;Breast;1,63;12,9;12,44;5,56;13,38;0,33;3,82;0,26;4,84;12,57;13,1;6,73;5,93;3,21
1007;405;1;11/03/2023, 10:45:14;High_spacexRoughage;HR-WP4-047;Breast;0,92;3,85;8,97;5,34;8,62;6,95;5,12;5,38;4,86;7,96;7,91;9,03;11,56;3,49
1008;405;1;11/03/2023, 10:45:08;High_spacexRoughage;HR-WP4-047;Breast;0,11;0,02;13,45;9,16;13,41;2,4;6,64;2,07;2,2;4,59;12,99;0,62;14,92;9,23
1001;175;1;11/08/2023, 09:25:38;JA787xNo_Enchriment;Ja787-002;Breast;9,65;8,55;13,85;10,29;4,92;13,67;10,15;11,74;2,09;7,45;9,05;7,58;11,78;4,97
1002;175;1;11/08/2023, 09:25:52;JA787xNo_Enchriment;Ja787-002;Breast;0,75;5,41;3,69;6,84;4,66;12,79;8,62;3,8;1,16;12,77;12,73;2,66;11,43;0,73
1003;175;1;11/08/2023, 09:25:49;JA787xNo_Enchriment;Ja787-002;Breast;3,25;1,69;5,49;1,12;9,76;5,36;1,01;7,76;1,78;13,08;13,12;4,92;9,08;10,73
1004;175;1;11/08/2023, 09:26:23;JA787xNo_Enchriment;Ja787-002;Breast;1,58;0,73;12,92;7,25;12,15;5,12;7,76;3,52;2,51;12,02;12,51;4,79;10,13;3,52
1005;175;1;11/08/2023, 09:26:20;JA787xNo_Enchriment;Ja787-002;Breast;2,2;4,69;8,89;8,29;8,49;8,69;8,51;6;0,74;10,71;10,83;0,97;2,43;5,83
1006;175;1;11/08/2023, 09:26:19;JA787xNo_Enchriment;Ja787-002;Breast;1,25;8,02;8,55;8,95;12,68;7,8;8,02;2,84;3,19;11,6;12,53;5,74;10,75;0,7
1007;175;1;11/08/2023, 09:25:57;JA787xNo_Enchriment;Ja787-002;Breast;2,15;0,4;6,57;4,88;6,57;6,66;2,66;6,15;3,19;10,7;7,93;11,08;11,01;1,65
1008;175;1;11/08/2023, 09:25:49;JA787xNo_Enchriment;Ja787-002;Breast;0;0,02;12,64;0,7;13,25;3,27;0,66;3,93;0,97;11,52;14,29;1,8;14;5,38
1001;674;1;11/08/2023, 10:54:07;JA787xNo_Enchriment;Ja787-006;Breast;1,93;0,18;2,44;3,38;3,8;12,11;6,81;0,02;5,27;7,54;3,78;10,86;11,08;3,47
1002;674;1;11/08/2023, 10:54:18;JA787xNo_Enchriment;Ja787-006;Breast;1,25;1,12;6,77;5,08;4,73;10,4;6,51;0,68;4,15;8,77;12,13;7,32;4,29;0,95
1003;674;1;11/08/2023, 10:54:15;JA787xNo_Enchriment;Ja787-006;Breast;4,31;0,07;6,15;0,04;7,36;9,16;4,62;2,31;7,74;11,14;9,12;5,6;11,14;5,34
1004;674;1;11/08/2023, 10:54:26;JA787xNo_Enchriment;Ja787-006;Breast;1,41;13,82;10,7;9,19;12,95;6,26;4,84;4,7;1,82;12,35;13,27;2,84;12,59;4,13
1005;674;1;11/08/2023, 10:54:57;JA787xNo_Enchriment;Ja787-006;Breast;0,8;7,26;6,8;8;9,17;9,46;10,54;11,2;1,71;2,09;8,77;3,43;7;11
1006;674;1;11/08/2023, 10:54:50;JA787xNo_Enchriment;Ja787-006;Breast;0,75;0,18;7,41;3,43;9,19;2,81;2,86;0,79;5,8;9,56;12,35;6,59;10,02;0,46
1007;674;1;11/08/2023, 10:54:42;JA787xNo_Enchriment;Ja787-006;Breast;1,23;4,73;7,47;6,48;7,67;4,86;5,98;4,22;0,92;9,01;8,62;11,19;10,86;6,11
1008;674;1;11/08/2023, 10:54:45;JA787xNo_Enchriment;Ja787-006;Breast;0,26;0,02;10,75;2,48;10,81;8,97;0,53;8,7;4,77;4,7;13,21;1,78;14,13;11,63
1001;432;1;11/10/2023, 08:44:57;JA787xNo_Enchriment;Ja787-009;Breast;14;0,11;13,58;3,78;9,36;13,6;0,62;10,97;6,88;1,08;1,16;14,04;3,69;3,71
1002;432;1;11/10/2023, 08:45:39;JA787xNo_Enchriment;Ja787-009;Breast;4,53;5,69;11,12;6,55;5,36;3,85;1,1;1,03;1,27;11,23;13,25;4,77;7,67;1,01
1003;432;1;11/10/2023, 08:45:20;JA787xNo_Enchriment;Ja787-009;Breast;3,49;5,45;13,14;4,7;13,1;3,96;3,45;12;3,14;11,98;12;2,7;10,22;4,13
1004;432;1;11/10/2023, 08:45:50;JA787xNo_Enchriment;Ja787-009;Breast;1,23;12,42;11,36;8,13;12,09;5,16;7,96;5,08;2,13;10,24;12,77;3,34;10,99;2
1005;432;1;11/10/2023, 08:45:33;JA787xNo_Enchriment;Ja787-009;Breast;3,69;4,74;7,06;6,63;8,54;10,94;11;8,17;2,26;12,14;11,94;2,83;8,14;10,63
1006;432;1;11/10/2023, 08:45:35;JA787xNo_Enchriment;Ja787-009;Breast;9,87;9,58;10,73;4,68;11,8;3,93;7,32;3,65;2,86;13,27;13,93;6,07;10,75;0,81
1007;432;1;11/10/2023, 08:45:29;JA787xNo_Enchriment;Ja787-009;Breast;3,47;0,44;8,62;5,91;8,46;8,64;3,05;3,56;2,53;9,52;8,18;11,67;9,8;2,59
1008;432;1;11/10/2023, 08:45:33;JA787xNo_Enchriment;Ja787-009;Breast;4,68;0,09;12,04;7,65;10,29;4,68;9,01;5,27;10,26;3,19;6,48;9,08;7,21;5,74
1001;389;1;11/17/2023, 08:54:45;JA787xNo_Enchriment;Ja787-010;Breast;10,07;2,86;7,01;5,85;6,33;8,77;5,67;6,02;12,73;0,7;0,7;13,1;14,22;4,22
1002;389;1;11/17/2023, 08:54:43;JA787xNo_Enchriment;Ja787-010;Breast;4,37;4,15;3,78;4,68;2,24;2,55;1,36;1,01;5,56;3,36;12,84;3,19;9,74;0,99
1003;389;1;11/17/2023, 08:54:51;JA787xNo_Enchriment;Ja787-010;Breast;4,84;1,1;3,87;0,04;8,79;6,44;0,22;5,47;7,56;7,6;9,98;4,7;9,71;10,81
1004;389;1;11/17/2023, 08:55:18;JA787xNo_Enchriment;Ja787-010;Breast;1,65;0,92;11,27;6,44;11,41;2,33;5,93;0,97;2,04;7,78;11,93;2,51;10,7;4,7
1005;389;1;11/17/2023, 08:55:40;JA787xNo_Enchriment;Ja787-010;Breast;1,17;1,46;8,6;8,51;8;8,74;8,46;10,77;0,69;2,06;11,09;0,83;9,97;8,97
1006;389;1;11/17/2023, 08:55:11;JA787xNo_Enchriment;Ja787-010;Breast;2,92;7,38;6,77;4,44;9,71;0,68;5,78;0,24;3,19;4,68;12,81;5,21;12,18;0,4
1007;389;1;11/17/2023, 08:55:04;JA787xNo_Enchriment;Ja787-010;Breast;3,69;1,08;8,68;5,43;7,87;6,7;3,47;4,92;3,82;8,04;7,27;9,45;11,3;1,98
1008;389;1;11/17/2023, 08:54:42;JA787xNo_Enchriment;Ja787-010;Breast;0,07;6,22;9,6;5,43;9,25;1,91;6,7;0,64;9,74;3,03;6,11;10,77;3,14;5,74
1001;910;1;11/17/2023, 09:24:41;JA787xNo_Enchriment;Ja787-011;Breast;11,27;7,01;11,96;2,79;7,21;0,64;13,67;5,12;8,42;1,27;0,22;10,68;8,4;0,48
1002;910;1;11/17/2023, 09:24:40;JA787xNo_Enchriment;Ja787-011;Breast;4,55;4,57;6,99;5,03;3,71;2,24;1,76;1,19;1,71;3,32;11,93;10,42;4,31;5,32
1003;910;1;11/17/2023, 09:24:54;JA787xNo_Enchriment;Ja787-011;Breast;2,79;0,18;12,33;4,99;11,41;3,21;1,47;3,45;12,18;2,7;2,77;11,16;11,69;10,09
1004;910;1;11/17/2023, 09:25:05;JA787xNo_Enchriment;Ja787-011;Breast;1,45;1,27;12,53;5,91;11,38;9,34;3,23;2,88;4,88;9,76;11,52;4,29;12,02;5,74
1005;910;1;11/17/2023, 09:25:27;JA787xNo_Enchriment;Ja787-011;Breast;3,77;5,51;7,06;9,51;8,34;5,43;11;10,11;2,14;0,71;9,26;1,31;8,77;7,69
1006;910;1;11/17/2023, 09:25:21;JA787xNo_Enchriment;Ja787-011;Breast;1,08;10,18;6,55;4,81;9,38;0,31;0,68;0,66;3,56;4,77;12,64;7,41;10,79;0,37
1007;910;1;11/17/2023, 09:25:05;JA787xNo_Enchriment;Ja787-011;Breast;1,85;2,68;7,43;7,21;7,67;4;7,27;1,67;4,24;6,73;7,78;10,84;11,54;2,33
1008;910;1;11/17/2023, 09:25:02;JA787xNo_Enchriment;Ja787-011;Breast;3,82;0,24;9,32;3,45;9,12;0,51;10,7;0,4;11,82;0,84;4,57;11,58;1,08;12,55
1001;431;1;11/17/2023, 10:03:57;JA787xNo_Enchriment;Ja787-012;Breast;8,22;3,25;1,56;1,67;1,96;6,42;2,35;6,88;9,49;8,13;10,22;1,52;9,85;10,22
1002;431;1;11/17/2023, 10:04:09;JA787xNo_Enchriment;Ja787-012;Breast;4,64;4,24;4,84;3,21;6,55;5,91;6,77;1,01;4,57;9,76;12,97;5,05;7,12;1,14
1003;431;1;11/17/2023, 10:04:11;JA787xNo_Enchriment;Ja787-012;Breast;4,86;0,29;11,32;2,02;13,47;10,37;3,71;8,02;7,89;10,26;12,64;2,9;11,3;6,77
1004;431;1;11/17/2023, 10:04:29;JA787xNo_Enchriment;Ja787-012;Breast;1,67;1,01;10,9;5,8;12,35;8,4;4,64;1,19;1,87;10,07;12,79;2,4;13,01;1,23
1005;431;1;11/17/2023, 10:04:52;JA787xNo_Enchriment;Ja787-012;Breast;1,94;2,49;6,63;6;8,14;9,66;10,46;8,6;2,94;5,94;10,8;3,6;9,57;8,8
1006;431;1;11/17/2023, 10:04:46;JA787xNo_Enchriment;Ja787-012;Breast;0,75;0,18;7,69;3,98;8,57;0,11;0,26;0,37;2,77;8,24;13,34;4,15;10,31;0,42
1007;431;1;11/17/2023, 10:04:37;JA787xNo_Enchriment;Ja787-012;Breast;2,29;0,59;7,1;5,91;7,6;5,45;3,78;1,8;2,07;9,6;7,58;11,41;10,44;5,16
1008;431;1;11/17/2023, 10:04:06;JA787xNo_Enchriment;Ja787-012;Breast;0;0,04;6,26;2,48;10,11;4,51;6,13;2,7;2,33;2,33;8,79;3,23;12,57;5,58
1001;720;1;11/13/2023, 09:17:10;JA787xNo_Enchriment;Ja787-016;Breast;6,95;6,86;13,05;5,85;5,74;5,63;11,3;11,03;7,82;10,29;5,16;5,27;7,25;4,2
1002;720;1;11/13/2023, 09:17:12;JA787xNo_Enchriment;Ja787-016;Breast;0,9;5,74;10,13;8;9,6;1,67;1,6;1,21;1,23;8,66;12,26;3,54;9,65;0,81
1003;720;1;11/13/2023, 09:17:14;JA787xNo_Enchriment;Ja787-016;Breast;4,31;0,07;11,43;1,3;11,67;10,35;0,51;5,91;3,8;11,78;11,47;1,1;9,36;8,99
1004;720;1;11/13/2023, 09:17:54;JA787xNo_Enchriment;Ja787-016;Breast;2,13;10,68;9,27;6,84;8,64;4,22;7,52;1,41;1,87;7,05;12,31;1,8;12,42;1,65
1005;720;1;11/13/2023, 09:17:20;JA787xNo_Enchriment;Ja787-016;Breast;2;8,54;7,2;7,11;9,57;9,6;10,86;6,09;1,77;11,51;13,23;3,09;8,49;9,66
1006;720;1;11/13/2023, 09:17:36;JA787xNo_Enchriment;Ja787-016;Breast;2,13;12,09;11,6;4,66;9,1;7,34;7,38;4,13;1,58;11,58;13,03;3,23;11,67;0,9
1007;720;1;11/13/2023, 09:17:12;JA787xNo_Enchriment;Ja787-016;Breast;1,56;4,02;7,67;7,65;7,69;6,18;5,38;2,29;1,43;9,16;9,16;8,9;9,01;1,98
1008;720;1;11/13/2023, 09:17:16;JA787xNo_Enchriment;Ja787-016;Breast;1,91;7,3;11,38;5,19;10,86;8,24;5,63;6,57;9,74;5,67;6,48;8,9;6,02;5,56
1001;911;1;11/16/2023, 09:23:51;JA787xNo_Enchriment;Ja787-018;Breast;4,37;13,54;8,46;12,64;5,38;10,44;10,88;6,46;12,18;9,78;10,11;10,7;10,88;0,4
1002;911;1;11/16/2023, 09:24:09;JA787xNo_Enchriment;Ja787-018;Breast;0,9;5,58;3,78;4,29;4,68;8,57;1,32;1,41;4,15;11,08;12,46;6,44;10,68;0,97
1003;911;1;11/16/2023, 09:24:03;JA787xNo_Enchriment;Ja787-018;Breast;4,13;9,45;10,7;1,08;12,35;9,43;0,57;6,44;8,29;2,46;12,73;2,53;12,86;11,67
1004;911;1;11/16/2023, 09:24:23;JA787xNo_Enchriment;Ja787-018;Breast;2,04;13,78;13,23;6,13;9,27;5,32;3,52;0,51;1,71;8,92;12,31;2,88;12,57;1,87
1005;911;1;11/16/2023, 09:24:51;JA787xNo_Enchriment;Ja787-018;Breast;3;5,2;8,54;4,8;9,03;9,17;9,46;8,94;5,89;2;10,09;2,14;8,29;8,74
1006;911;1;11/16/2023, 09:24:45;JA787xNo_Enchriment;Ja787-018;Breast;0,53;8,97;7,43;8,44;8,31;0,37;7,91;0,4;1,56;11,82;13,52;7,93;12,13;0,18
1007;911;1;11/16/2023, 09:24:33;JA787xNo_Enchriment;Ja787-018;Breast;1,14;2,86;7,34;6,24;8,04;5,69;4,24;2,33;1,67;10,29;7,85;8,68;11,98;4,88
1008;911;1;11/16/2023, 09:24:21;JA787xNo_Enchriment;Ja787-018;Breast;0,07;0,11;10,77;7,01;11,89;2,81;8,07;2,35;10,51;3,49;5,98;9,93;4;12,46
1001;305;1;11/13/2023, 10:45:12;JA787xNo_Enchriment;Ja787-024;Breast;10,35;7,21;6,13;8,26;6,64;9,23;9,6;13,74;7,71;12,18;7,01;3,91;11,85;12,37
1002;305;1;11/13/2023, 10:45:33;JA787xNo_Enchriment;Ja787-024;Breast;1,43;1,21;9,16;7,25;11,36;11,78;3,19;0,95;7,21;4,31;11,6;11,32;2,26;0,99
1003;305;1;11/13/2023, 10:45:45;JA787xNo_Enchriment;Ja787-024;Breast;3,71;6,4;13,08;0,75;12,99;4,9;2,26;1,03;4,29;10,7;10,95;4,37;4,9;3,93
1004;305;1;11/13/2023, 10:45:49;JA787xNo_Enchriment;Ja787-024;Breast;1,12;12,57;11,45;8,2;11,91;5,1;8,75;3,49;1,67;5,6;11,49;2,81;11,98;1,96
1005;305;1;11/13/2023, 10:46:03;JA787xNo_Enchriment;Ja787-024;Breast;1,17;0,83;8,49;7,57;11,23;11,8;12,09;9;1,2;7,37;11,69;1,17;4,54;6,69
1006;305;1;11/13/2023, 10:45:52;JA787xNo_Enchriment;Ja787-024;Breast;5,85;8,09;9,56;8,33;10,42;2,35;5,96;0,73;2,13;10,79;14,09;2,02;13,52;1,01
1007;305;1;11/13/2023, 10:45:31;JA787xNo_Enchriment;Ja787-024;Breast;2,73;3,01;8,95;6,09;8,24;5,98;5,76;5,54;2,48;6,11;8,04;8,26;12,07;2,4
1008;305;1;11/13/2023, 10:45:22;JA787xNo_Enchriment;Ja787-024;Breast;0,07;5,93;7,63;4,13;9,49;4,95;7,45;4,53;9,41;4,79;9,6;5,65;10,75;10,46
1001;226;1;11/16/2023, 11:03:52;JA787xNo_Enchriment;Ja787-025;Breast;7,71;0,15;3,56;3,49;8,15;5,03;7,69;9,91;7,21;0,81;0,92;11,8;5,6;0,11
1002;226;1;11/16/2023, 11:03:46;JA787xNo_Enchriment;Ja787-025;Breast;0,97;1,91;4,86;4,22;1,91;2,66;1,08;1,34;4,73;4,18;10,51;6,02;5,69;0,86
1003;226;1;11/16/2023, 11:03:57;JA787xNo_Enchriment;Ja787-025;Breast;7,54;4,4;12,64;5,87;12,53;10,18;2,53;7,01;12,18;1,76;2,24;12,66;12,62;10,99
1004;226;1;11/16/2023, 11:04:02;JA787xNo_Enchriment;Ja787-025;Breast;1,6;0,75;9,6;6,68;7,82;1,74;3,54;1,38;3,41;6,07;10,07;4,2;8,66;6,51
1005;226;1;11/16/2023, 11:04:34;JA787xNo_Enchriment;Ja787-025;Breast;0,69;1,06;7,83;5,46;8,49;10,29;8,06;9,51;0,74;3,69;11,69;4,91;7,2;8,31
1006;226;1;11/16/2023, 11:04:24;JA787xNo_Enchriment;Ja787-025;Breast;1,25;5,16;8,51;7,58;9,25;0,33;6,97;0,29;4,04;7,05;12,97;7,69;11,67;0,26
1007;226;1;11/16/2023, 11:04:25;JA787xNo_Enchriment;Ja787-025;Breast;2,13;0,97;6,73;5,8;7,38;6,55;4,09;3,78;2,42;8,81;7,74;10,97;9,89;2,29
1008;226;1;11/16/2023, 11:04:07;JA787xNo_Enchriment;Ja787-025;Breast;0;0,11;4,57;1,23;10,55;1,08;6,57;0,81;10,35;0,79;5,38;12,13;3,03;11,6
1001;801;1;11/09/2023, 11:19:22;JA787xNo_Enchriment;Ja787-028;Breast;3,82;0,07;7,56;8,35;8,31;3,82;12,22;6,79;7,74;2,37;11,45;9,16;11,52;0,55
1002;801;1;11/09/2023, 11:19:26;JA787xNo_Enchriment;Ja787-028;Breast;5,25;4,99;9,82;8,75;5,34;10;6,9;1,16;1,41;2,99;11,96;10,95;4,64;0,77
1003;801;1;11/09/2023, 11:19:30;JA787xNo_Enchriment;Ja787-028;Breast;6,51;3,56;12,92;1,6;13,63;8,68;1,36;4,04;3,3;4,4;13,41;0,59;11,52;8,48
1004;801;1;11/09/2023, 11:20:06;JA787xNo_Enchriment;Ja787-028;Breast;1,19;0,99;11,63;8,26;12,44;3,1;7,71;1,87;2,42;7,71;11,67;3,71;12,97;4,84
1005;801;1;11/09/2023, 11:20:06;JA787xNo_Enchriment;Ja787-028;Breast;2,2;0,26;8,86;5,71;9,49;10,11;10,17;7,71;2,03;2,46;12,74;0,71;8,94;4,83
1006;801;1;11/09/2023, 11:19:49;JA787xNo_Enchriment;Ja787-028;Breast;0,77;8,22;10,24;8,29;11,08;1,82;4,33;1,74;3,3;2,51;13,03;1,76;13,14;0,84
1007;801;1;11/09/2023, 11:19:35;JA787xNo_Enchriment;Ja787-028;Breast;2,2;3,14;7,69;6,42;7,47;6,77;3,25;3,76;2,99;7,25;7,14;12,42;10,73;4,24
1008;801;1;11/09/2023, 11:19:26;JA787xNo_Enchriment;Ja787-028;Breast;0,37;0,29;8,26;2,86;5,58;1,6;3,93;5,32;9,21;1,54;10,57;0,33;14,99;4,62
1001;687;1;11/14/2023, 09:04:33;JA787xNo_Enchriment;Ja787-029;Breast;14,35;9,58;14,59;13,08;14,57;7,47;10,88;4,99;5,08;3,34;3,49;14,53;3,08;8,29
1002;687;1;11/14/2023, 09:04:42;JA787xNo_Enchriment;Ja787-029;Breast;0,9;6,31;1,6;4,59;1,49;12,13;6,75;1,12;1,52;6,13;12,75;11,67;5,03;0,9
1003;687;1;11/14/2023, 09:04:58;JA787xNo_Enchriment;Ja787-029;Breast;10,73;6,77;9,65;9,45;11,76;10,37;6,35;5,93;5,54;5,56;12,66;2,92;12,68;4,46
